File Name,Concentration,Saturation,Start time,Run time,Mean Current,Current stdev,Delta Current,Mean Temp,Temp STDEV,Delta Temp,Oxygen Production
06162025 10% CaClO4 28% sat ink 18V NEW fine JSC W temp SENSOR 4 cell 17 NN-KO.csv,conc,sat,1247,1352,0.04765870742064848,0.0033621620020283897,-0.019245147705100003,23.871267770426535,0.227774577520235,0.6559879871000014,7144464.95028723
06162025 10% CaClO4 28% sat ink 18v New Fine JSC W temp sensor 1 cell 3 NN-KO.csv,conc,sat,1250,1355,0.051185233754747414,0.004078312910374111,-0.019550323486299995,24.259972615744246,0.316976829471019,0.9341203311000008,5514549.524790766
06162025 10% CaClo4 28% sat ink 18v New Fine JSC W temp sensor 3 cell 8 NN-KO.csv,conc,sat,1260,1360,0.04159460691386297,0.004871871212844015,-0.020313262939499997,23.895857188240043,0.24668624732417754,0.7038268558999974,6171411.78781588
07092025 10% CaClO4 28% sat ink 18V NEW fine JSC W temp SENSOR 2 cell 4 NN.csv,conc,sat,252,1602,0.037624670874679474,0.0034490223802959435,-0.0249671936035,24.277084617794195,1.132865289463523,4.240389177499999,8996755.17299945
07092025 10% CaClO4 28% sat ink 18V NEW fine JSC W temp SENSOR 4 cell 35 NN.csv,conc,sat,249,1599,0.043638122081758685,0.0035139069359663958,-0.017375946044899997,24.864040971225315,1.36668287286564,5.0689340003000005,9053783.232852854
07092025 10% CaClO4 28% sat ink 18v New Fine JSC W temp sensor 1 cell 1 NN.csv,conc,sat,264,1610,0.039866830457597764,0.005034812351317072,-0.0228691101074,25.475590407060025,1.3543151136469527,5.0727575173999995,9450986.098273356
07092025 10% CaClo4 28% sat ink 18v New Fine JSC W temp sensor 3 cell 17 NN.csv,conc,sat,260,1604,0.04430912291149633,0.004472444690972,-0.0215339660644,24.423924902160252,1.2624841940579883,4.369234562999999,8793367.67070592
6162025 10% CaClO4 28% sat ink 18V NEW fine JSC W temp SENSOR 2 cell 7.5 NN-KO.csv,conc,sat,998,1354,0.04494757845833137,0.003560311135637123,-0.019016265869099998,24.16054695473823,0.3515651733491771,1.0401369343000013,8736408.554657806
07082025 10% CaClO4 30% sat ink 18V NEW fine JSC W temp SENSOR 2 cell 7.5 NN.csv,conc,sat,400,1758,0.049968467916260306,0.006235645863852927,-0.056686401367219995,25.70914996840199,1.337638458352922,4.322179631800001,15079113.34879335
07082025 10% CaClO4 30% sat ink 18V NEW fine JSC W temp SENSOR 4 cell 11 NN.csv,conc,sat,398,1758,0.04497108437785998,0.003988935375752403,-0.0425148010254,24.380289016930927,0.6011046403325343,1.8541812165000024,9671890.53752297
07082025 10% CaClO4 30% sat ink 18v New Fine JSC W temp sensor 1 cell 5 NN.csv,conc,sat,407,1758,0.0453789577082935,0.005159380338340168,-0.05847930908203,26.15495189808522,1.276890630490646,4.747724505099999,11245139.762607526
07082025 10% CaClo4 30% sat ink 18v New Fine JSC W temp sensor 3 cell 10 NN.csv,conc,sat,407,1758,0.03870962423787812,0.006915819508441442,-0.03189086914059999,25.547693292604094,1.0451343422910502,3.6025273401,10182283.101311255
06172025 15% CaClO4 25% sat ink 18V NEW fine JSC W temp SENSOR 4 cell 21 KO-NN.csv,conc,sat,1017,13018,0.013555630312436704,0.009545300640737202,-0.06059646606447,25.65858731510368,1.0906905184015323,0.3353895972999972,70390072.45410258
06172025 15% CaClO4 25% sat ink 18v New Fine JSC W temp sensor 1 cell 4 KO-NN.csv,conc,sat,1032,13017,0.012328882960245728,0.00793748735880885,-0.05954742431642,24.93639785148566,0.6004533930132455,0.1683502718000014,193710292.00819856
06172025 15% CaClo4 25% sat ink 18v New Fine JSC W temp sensor 3 cell 13 KO-NN.csv,conc,sat,1033,13022,0.015898384294010588,0.009059222359245667,-0.06710052490234,25.773352042148723,0.8156670658278581,1.0853144111000006,115246147.04486156
6172025 15% CaClO4 25% sat ink 18V NEW fine JSC W temp SENSOR 2 cell 11 KO-NN.csv,conc,sat,1034,13015,0.013796587113449861,0.009492760852252098,-0.05786895751953999,23.79203870294662,0.27159952942726157,0.13510562389999947,190052839.88723642
07082025 15% CaClO4 30% sat ink 18V NEW fine JSC W temp SENSOR 2 cell 13 NN-KO.csv,conc,sat,447,4069,0.03360214983216293,0.013625074723246186,-0.06423950195309999,26.235639578603983,1.128715330834122,4.295176587899999,37155258.14636306
07082025 15% CaClO4 30% sat ink 18V New fine JSC W temp SENSOR 4 cell 15 NN-KO.csv,conc,sat,969,3542,0.041983341807249976,0.010884260326000697,0.0262069702148875,25.201561184505188,1.2961093859828547,4.199025792300002,24126102.490462005
07082025 15% CaClO4 30% sat ink 18v New Fine JSC W temp sensor 1 cell 12 KO-NN.csv,conc,sat,694,3819,0.03802986657937052,0.012143085084372339,-5.722045900000139e-05,25.102635262899287,0.9414855214621329,3.1191893684000007,28700941.565396756
06242025 5% CaClO4 25% sat ink 18V NEW fine JSC W temp SENSOR 4 cell 12 KO-NN.csv,conc,sat,814,1455,0.02671308569855838,0.0034545505812240015,-0.012874603271500001,24.99365184584265,0.17839373203996817,0.4899342519999976,9577162.654576631
06242025 5% CaClO4 25% sat ink 18v New Fine JSC W temp sensor 1 cell 4 KO-NN.csv,conc,sat,826,1453,0.027261915036377166,0.0021565254468574125,-0.007953643798799998,25.141487883353992,0.10143857745822078,0.22464898239999798,11914373.859780755
06242025 5% CaClO4 28% sat ink 18V NEW fine JSC W temp SENSOR 2 cell 8 KO-NN.csv,conc,sat,832,2293,0.030797444537296333,0.005120693881259433,-0.03799438476562,24.397939051974586,0.38736629146485463,1.1065656697999984,22998580.89170513
