Timestamp,Cell 1 Current,Cell 1 Voltage,Cell 2 Current,Cell 2 Voltage,Cell 2 Temp,Cell 3 Current,Cell 3 Voltage,Cell 4 Current,Cell 4 Voltage,Cell 4 Temp,Cell 5 Current,Cell 5 Voltage,Cell 6 Current,Cell 6 Voltage,Cell6 Temp,Cell 7 Current,Cell 7 Voltage,Cell 8 Current,Cell 8 Voltage,Cell8 Temp,Cell 9 Current,Cell 9 Voltage,Cell 9 Temp,Cell 10 Current,Cell 10 Voltage,Cell 11 Current,Cell 11 Voltage,Cell 11 Temp,Cell 12 Current,Cell 12 Voltage,Cell 13 Current,Cell 13 Voltage,Cell 13 Temp,Cell 14 Current,Cell 14 Voltage,Cell 15 Current,Cell 15 Voltage,Cell 15 Temp,Cell 16 Current,Cell 16 Voltage
09-27-2025-Sat 12-49-15-PM,-0.1,2.516,-0.6,2.672,-38.6683,-0.3,2.684,-0.2,2.668,-38.1707,-0.3,2.592,-0.3,2.632,-33.1233,-0.1,2.664,-0.2,2.56,-33.4557,-0.1,2.752,-42.1825,-0.4,2.716,-0.3,2.772,-38.5687,-0.4,2.744,-0.4,2.692,-36.4116,0.0,2.648,-0.4,2.752,-34.0537,-0.1,2.808
09-27-2025-Sat 12-49-17-PM,-0.1,2.484,-0.1,2.64,-38.801,-0.3,2.652,-0.5,2.636,-38.2039,0.2,2.56,-0.3,2.604,-33.1566,-0.3,2.636,0.0,2.524,-33.5221,-0.1,2.696,-42.2488,-0.2,2.656,-0.3,2.724,-38.602,-0.3,2.692,0.0,2.644,-36.4449,-0.2,2.6,-0.1,2.708,-34.0869,0.0,2.76
09-27-2025-Sat 12-49-20-PM,-0.4,2.456,-0.5,2.612,-38.801,-0.3,2.624,-0.5,2.608,-38.3034,-0.2,2.536,-0.3,2.576,-33.1898,-0.1,2.608,0.0,2.496,-33.5554,0.0,2.652,-42.2819,-0.2,2.604,-0.3,2.684,-38.6683,-0.1,2.648,-0.1,2.604,-36.5113,0.0,2.56,-0.3,2.676,-34.1202,0.0,2.728
09-27-2025-Sat 12-49-22-PM,-0.4,2.428,-0.5,2.592,-38.8342,-0.4,2.6,-0.4,2.58,-38.237,-0.2,2.512,-0.3,2.556,-33.1898,-0.2,2.584,-0.2,2.468,-33.5886,0.1,2.612,-42.3151,-0.2,2.572,-0.3,2.652,-38.7015,-0.3,2.612,-0.1,2.568,-36.5445,-0.4,2.528,-0.1,2.64,-34.1534,0.0,2.696
09-27-2025-Sat 12-49-24-PM,-0.3,2.4,-0.2,2.568,-38.9669,-0.1,2.576,-0.3,2.56,-38.3366,-0.1,2.492,0.1,2.536,-33.2562,-0.1,2.564,-0.3,2.448,-33.6218,0.1,2.584,-42.3813,-0.2,2.536,-0.2,2.616,-38.7346,-0.1,2.588,-0.6,2.54,-36.6109,-0.4,2.496,-0.2,2.616,-34.2199,-0.2,2.672
09-27-2025-Sat 12-49-27-PM,-0.1,2.38,-0.2,2.548,-38.9337,-0.5,2.556,-0.5,2.536,-38.3034,-0.2,2.472,-0.2,2.52,-33.2896,-0.3,2.54,0.0,2.428,-33.6551,-0.1,2.552,-42.4145,-0.2,2.508,-0.1,2.592,-38.801,-0.2,2.56,-0.4,2.516,-36.6773,-0.2,2.472,-0.3,2.592,-34.2863,0.1,2.648
09-27-2025-Sat 12-49-29-PM,-0.3,2.364,-0.1,2.528,-38.9337,-0.1,2.536,-0.7,2.516,-38.4361,-0.2,2.46,-0.4,2.5,-33.3228,0.1,2.524,-0.1,2.408,-33.7215,0.0,2.532,-42.4476,-0.2,2.48,-0.1,2.564,-38.801,-0.2,2.532,0.0,2.492,-36.7105,-0.1,2.452,-0.3,2.572,-34.3196,-0.3,2.628
09-27-2025-Sat 12-49-31-PM,0.0,2.344,-0.1,2.512,-38.9669,-0.2,2.52,-0.4,2.496,-38.4028,-0.2,2.444,-0.2,2.488,-33.3228,-0.4,2.508,-0.2,2.388,-33.7215,0.1,2.504,-42.4807,-0.3,2.46,-0.4,2.544,-38.8673,0.0,2.508,-0.3,2.472,-36.7436,-0.1,2.428,-0.2,2.552,-34.3527,-0.1,2.608
09-27-2025-Sat 12-49-34-PM,0.2,2.328,-0.3,2.496,-39.0,-0.1,2.504,-0.4,2.476,-38.4693,-0.3,2.424,-0.1,2.472,-33.356,-0.5,2.496,-0.2,2.372,-33.788,0.0,2.484,-42.5469,0.0,2.44,-0.3,2.524,-38.9005,-0.4,2.492,-0.2,2.452,-36.81,0.2,2.412,-0.1,2.532,-34.4524,-0.2,2.588
09-27-2025-Sat 12-49-36-PM,0.0,2.312,-0.4,2.48,-39.1327,-0.2,2.488,-0.7,2.46,-38.4361,0.1,2.412,-0.1,2.46,-33.3892,-0.6,2.476,0.0,2.356,-33.8212,0.0,2.468,-42.5801,-0.2,2.424,0.0,2.504,-38.9669,-0.4,2.472,-0.3,2.432,-36.8764,-0.2,2.396,-0.3,2.516,-34.4524,-0.1,2.576
09-27-2025-Sat 12-49-38-PM,-0.4,2.296,-0.4,2.468,-39.0332,-0.1,2.476,-0.1,2.444,-38.4693,-0.2,2.4,-0.3,2.448,-33.4224,-0.3,2.468,-0.2,2.344,-33.8544,0.2,2.452,-42.6133,-0.1,2.404,-0.2,2.484,-39.0332,-0.5,2.456,-0.4,2.416,-36.9096,-0.3,2.376,-0.3,2.504,-34.5189,-0.1,2.56
09-27-2025-Sat 12-49-41-PM,0.0,2.28,-0.2,2.452,-39.1658,-0.4,2.46,-0.6,2.432,-38.5024,-0.2,2.384,-0.2,2.436,-33.4224,-0.2,2.456,-0.1,2.328,-33.8876,0.0,2.432,-42.6464,0.0,2.388,-0.2,2.472,-39.0663,0.0,2.44,-0.5,2.404,-36.9428,0.1,2.364,0.0,2.488,-34.5852,-0.2,2.548
09-27-2025-Sat 12-49-43-PM,-0.4,2.268,-0.4,2.44,-39.199,0.1,2.452,-0.3,2.42,-38.5024,-0.4,2.372,-0.2,2.424,-33.4889,-0.3,2.444,-0.2,2.316,-33.9541,0.1,2.42,-42.7126,-0.2,2.376,0.0,2.452,-39.0663,-0.3,2.424,-0.3,2.392,-37.0092,0.1,2.352,-0.3,2.472,-34.6185,-0.2,2.536
09-27-2025-Sat 12-49-46-PM,0.0,2.256,-0.1,2.424,-39.199,-0.1,2.436,-0.3,2.404,-38.5687,-0.1,2.36,-0.1,2.412,-33.4889,-0.3,2.428,-0.2,2.304,-33.9874,0.0,2.404,-42.7126,-0.3,2.36,-0.3,2.44,-39.1327,-0.1,2.412,-0.4,2.376,-37.0424,-0.1,2.34,-0.1,2.464,-34.685,-0.3,2.52
09-27-2025-Sat 12-49-48-PM,0.0,2.244,-0.2,2.412,-39.2654,-0.3,2.42,-0.1,2.392,-38.6683,-0.3,2.352,-0.1,2.404,-33.5221,-0.2,2.416,0.1,2.292,-34.0205,-0.1,2.392,-42.7789,0.0,2.352,-0.2,2.424,-39.1658,-0.1,2.396,-0.3,2.364,-37.142,-0.6,2.328,0.1,2.452,-34.685,-0.2,2.508
09-27-2025-Sat 12-49-50-PM,-0.3,2.228,0.0,2.404,-39.2654,-0.2,2.412,-0.1,2.38,-38.7346,0.0,2.34,-0.1,2.392,-33.5554,-0.3,2.408,-0.1,2.284,-34.0537,-0.1,2.38,-42.812,-0.2,2.34,-0.1,2.412,-39.2321,0.0,2.384,0.0,2.352,-37.1752,0.0,2.316,-0.1,2.44,-34.7846,0.0,2.496
09-27-2025-Sat 12-49-53-PM,-0.2,2.22,-0.3,2.392,-39.3649,-0.2,2.404,-0.1,2.364,-38.7678,-0.2,2.332,0.0,2.384,-33.5886,-0.3,2.392,0.1,2.272,-34.1202,0.1,2.364,-42.8451,-0.2,2.328,-0.2,2.4,-39.2654,-0.1,2.376,-0.3,2.344,-37.2415,-0.1,2.304,0.0,2.428,-34.8178,-0.1,2.488
09-27-2025-Sat 12-49-55-PM,-0.1,2.212,-0.2,2.384,-39.2654,0.1,2.392,-0.3,2.36,-38.7346,0.0,2.324,-0.3,2.376,-33.5886,-0.4,2.388,0.0,2.264,-34.1534,0.2,2.352,-42.9114,-0.1,2.32,-0.2,2.392,-39.3317,-0.5,2.364,-0.2,2.336,-37.2747,-0.4,2.296,-0.3,2.416,-34.8842,0.1,2.48
09-27-2025-Sat 12-49-57-PM,-0.2,2.204,-0.3,2.372,-39.3649,-0.1,2.38,-0.5,2.344,-38.7678,-0.3,2.316,-0.2,2.368,-33.6218,-0.1,2.376,-0.3,2.252,-34.1867,0.1,2.344,-42.9445,0.0,2.312,-0.4,2.38,-39.3317,-0.1,2.356,-0.1,2.324,-37.3079,-0.1,2.288,0.0,2.404,-34.9174,-0.2,2.464
09-27-2025-Sat 12-50-00-PM,-0.3,2.192,-0.3,2.36,-39.3649,-0.1,2.376,-0.4,2.336,-38.8342,-0.4,2.308,-0.1,2.36,-33.6551,-0.2,2.368,-0.2,2.244,-34.1867,0.0,2.332,-42.9776,0.0,2.3,-0.2,2.372,-39.3979,-0.3,2.34,-0.2,2.316,-37.3743,-0.2,2.28,-0.1,2.396,-34.9507,-0.1,2.456
09-27-2025-Sat 12-50-02-PM,0.1,2.184,-0.1,2.356,-39.4975,-0.1,2.364,-0.3,2.324,-38.8342,0.1,2.296,-0.2,2.352,-33.6883,-0.3,2.364,-0.3,2.232,-34.253,0.2,2.324,-43.0108,-0.1,2.292,-0.3,2.356,-39.4312,-0.3,2.336,-0.3,2.308,-37.4074,0.0,2.268,-0.4,2.388,-35.0171,-0.1,2.448
09-27-2025-Sat 12-50-04-PM,-0.3,2.176,-0.1,2.348,-39.4312,0.1,2.36,0.0,2.316,-38.9005,-0.2,2.288,-0.3,2.344,-33.7215,-0.2,2.356,-0.3,2.224,-34.2863,-0.1,2.312,-43.0438,-0.3,2.284,-0.3,2.352,-39.4975,0.0,2.324,-0.4,2.3,-37.507,-0.4,2.26,0.1,2.376,-35.0503,-0.1,2.444
09-27-2025-Sat 12-50-10-PM,9.2,5.944,11.1,5.948,-39.6634,11.8,5.952,12.6,5.956,-38.9005,9.7,5.952,7.4,5.952,-33.788,7.5,5.948,5.8,5.948,-34.386,0.2,2.296,-43.1432,0.1,2.268,-0.1,2.336,-39.5307,-0.3,2.308,-0.5,2.284,-37.5733,-0.2,2.244,-0.2,2.364,-35.1832,0.1,2.424
09-27-2025-Sat 12-50-12-PM,9.0,5.944,11.0,5.948,-39.597,11.2,5.952,12.5,5.956,-38.9669,9.5,5.952,7.1,5.956,-33.788,7.3,5.952,5.3,5.948,-34.4191,,,-43.1764,,,,,-39.597,,,,,-37.6066,,,,,-35.2164,,
09-27-2025-Sat 12-50-14-PM,8.6,5.94,10.6,5.948,-39.6965,10.8,5.948,11.7,5.952,-39.0332,9.1,5.948,7.0,5.952,-33.8544,7.2,5.948,5.3,5.944,-34.4524,2.9,5.948,-43.2094,3.9,5.956,3.9,5.956,-39.6302,5.1,5.956,3.0,5.948,-37.673,3.6,5.964,3.5,5.948,-35.2495,2.8,5.952
09-27-2025-Sat 12-50-17-PM,8.5,5.944,10.4,5.948,-39.6634,10.8,5.948,11.7,5.956,-38.9337,9.1,5.948,6.9,5.952,-33.8544,7.1,5.948,5.3,5.948,-34.4856,3.0,5.952,-43.2426,4.0,5.956,4.3,5.96,-39.6634,4.6,5.956,2.8,5.948,-37.7392,3.6,5.964,3.3,5.948,-35.316,2.9,5.952
09-27-2025-Sat 12-50-19-PM,8.5,5.94,10.1,5.944,-39.7628,10.7,5.948,11.2,5.956,-39.0332,8.7,5.948,7.0,5.952,-33.8876,7.0,5.948,5.0,5.944,-34.5521,3.0,5.948,-43.3089,3.7,5.956,4.3,5.96,-39.7295,4.8,5.96,2.8,5.948,-37.7725,3.7,5.964,3.3,5.948,-35.3492,2.7,5.952
09-27-2025-Sat 12-50-22-PM,8.5,5.944,10.2,5.944,-39.6965,10.7,5.948,11.4,5.952,-39.0995,8.7,5.948,6.7,5.952,-33.9208,6.9,5.948,4.9,5.948,-34.5852,2.9,5.952,-43.3089,3.9,5.956,4.1,5.96,-39.7628,5.0,5.956,2.8,5.944,-37.8389,3.7,5.964,3.4,5.948,-35.4155,2.5,5.952
09-27-2025-Sat 12-50-24-PM,8.4,5.944,9.9,5.944,-39.796,10.4,5.952,11.2,5.956,-39.0332,8.8,5.948,6.7,5.952,-33.9541,6.7,5.948,5.2,5.948,-34.6185,2.8,5.952,-43.342,3.7,5.956,3.9,5.956,-39.796,4.6,5.96,2.6,5.948,-37.8721,3.6,5.964,3.4,5.948,-35.4488,2.7,5.952
09-27-2025-Sat 12-50-26-PM,8.2,5.944,9.9,5.948,-39.8623,10.5,5.948,11.1,5.956,-39.1658,8.8,5.952,6.7,5.952,-33.9874,6.8,5.952,5.2,5.948,-34.685,2.8,5.952,-43.4082,3.9,5.96,3.9,5.96,-39.8623,4.6,5.956,2.6,5.948,-37.9384,3.5,5.96,3.2,5.948,-35.482,2.7,5.952
09-27-2025-Sat 12-50-29-PM,8.3,5.94,9.8,5.948,-39.8291,10.5,5.948,11.1,5.956,-39.1658,8.8,5.948,6.6,5.952,-34.0205,6.9,5.948,4.8,5.948,-34.6517,2.9,5.952,-43.4082,3.8,5.956,3.7,5.956,-39.8623,4.7,5.956,2.4,5.948,-37.9716,3.4,5.968,3.3,5.948,-35.5485,2.3,5.952
09-27-2025-Sat 12-50-31-PM,8.0,5.94,9.8,5.948,-39.8623,10.5,5.952,10.9,5.956,-39.1658,9.0,5.948,6.4,5.952,-34.0537,6.8,5.952,5.2,5.948,-34.7513,2.6,5.952,-43.5076,3.8,5.96,4.0,5.96,-39.9286,4.7,5.956,3.0,5.948,-38.038,3.6,5.964,3.2,5.952,-35.5816,2.3,5.952
09-27-2025-Sat 12-50-33-PM,8.1,5.944,9.8,5.952,-39.9949,10.2,5.948,11.0,5.956,-39.3317,8.6,5.948,6.5,5.956,-34.0869,6.9,5.952,5.1,5.948,-34.7513,2.8,5.952,-43.5076,3.7,5.96,3.9,5.96,-39.9618,5.2,5.96,2.6,5.956,-38.038,3.6,5.968,3.4,5.952,-35.6481,2.8,5.956
09-27-2025-Sat 12-50-36-PM,8.1,5.944,9.8,5.944,-39.8954,10.4,5.948,11.2,5.96,-39.2321,8.6,5.952,6.4,5.952,-34.0869,6.4,5.952,5.2,5.948,-34.8178,2.8,5.948,-43.5406,3.6,5.96,3.8,5.96,-39.9949,4.6,5.956,2.6,5.948,-38.1043,3.7,5.968,3.1,5.948,-35.6813,2.5,5.96
09-27-2025-Sat 12-50-38-PM,8.0,5.948,9.7,5.948,-39.9286,10.2,5.948,10.7,5.96,-39.2654,8.5,5.948,6.5,5.956,-34.1534,6.7,5.952,5.0,5.952,-34.851,2.8,5.952,-43.5738,3.7,5.956,3.8,5.96,-40.0281,4.7,5.96,2.8,5.948,-38.1707,3.1,5.964,3.2,5.948,-35.7476,2.6,5.952
09-27-2025-Sat 12-50-41-PM,8.0,5.944,9.4,5.952,-40.0611,10.1,5.948,11.2,5.96,-39.3649,8.6,5.948,6.3,5.952,-34.1534,6.7,5.952,4.9,5.952,-34.8842,2.9,5.948,-43.6069,3.5,5.96,3.6,5.96,-40.0611,4.5,5.96,2.8,5.952,-38.2039,3.6,5.968,3.2,5.952,-35.7809,2.6,5.952
09-27-2025-Sat 12-50-45-PM,8.1,5.944,9.6,5.948,-40.0281,9.9,5.952,11.4,5.956,-39.3649,8.5,5.948,6.4,5.952,-34.1867,6.8,5.952,4.8,5.952,-34.9174,2.8,5.952,-43.6732,3.5,5.96,3.5,5.96,-40.1275,4.4,5.96,2.4,5.952,-38.2702,3.5,5.964,3.2,5.952,-35.8141,2.5,5.956
09-27-2025-Sat 12-50-50-PM,7.9,5.948,9.5,5.948,-40.0611,10.1,5.948,10.8,5.96,-39.3979,8.4,5.948,6.3,5.956,-34.253,6.7,5.952,4.8,5.952,-35.0171,2.6,5.952,-43.7394,3.6,5.96,3.6,5.964,-40.1939,4.6,5.96,2.6,5.948,-38.3698,3.4,5.964,3.3,5.952,-35.9469,2.4,5.956
09-27-2025-Sat 12-50-54-PM,-0.7,2.776,-0.3,2.912,-40.227,-0.1,2.924,-0.3,2.904,-39.4643,-0.2,2.828,-0.4,2.848,-34.2863,-0.3,2.88,-0.2,2.82,-35.0834,2.7,5.956,-43.7725,3.6,5.968,3.7,5.972,-40.2602,4.5,5.968,2.3,5.96,-38.4361,3.4,5.976,3.1,5.96,-35.9801,2.4,5.964
09-27-2025-Sat 12-50-57-PM,-0.2,2.632,-0.1,2.788,-40.1607,-0.3,2.792,-0.3,2.788,-39.4975,-0.1,2.712,-0.3,2.74,-34.3527,-0.2,2.776,0.0,2.688,-35.1499,2.5,5.964,-43.8387,3.5,5.968,3.8,5.968,-40.3597,4.5,5.968,2.7,5.96,-38.5356,3.5,5.972,3.2,5.96,-36.1129,2.2,5.96
09-27-2025-Sat 12-50-59-PM,-0.1,2.584,-0.3,2.744,-40.2602,-0.2,2.748,-0.1,2.74,-39.5638,-0.3,2.664,0.0,2.696,-34.3527,-0.4,2.732,-0.1,2.632,-35.2164,,,-43.8718,,,,,-40.3927,,,,,-38.602,,,,,-36.1461,,
09-27-2025-Sat 12-51-01-PM,-0.1,2.544,-0.2,2.704,-40.2602,-0.3,2.712,-0.2,2.704,-39.5307,-0.1,2.624,-0.3,2.664,-34.4191,-0.1,2.692,-0.3,2.588,-35.2495,0.0,2.828,-43.905,-0.1,2.804,-0.3,2.852,-40.426,-0.3,2.832,0.0,2.768,-38.6352,-0.2,2.724,-0.1,2.824,-36.2125,0.1,2.868
09-27-2025-Sat 12-51-04-PM,-0.5,2.512,-0.1,2.672,-40.2602,-0.2,2.684,-0.5,2.672,-39.6302,-0.5,2.592,0.0,2.628,-34.4524,-0.1,2.664,-0.2,2.556,-35.2495,-0.1,2.748,-43.9381,-0.2,2.716,-0.4,2.78,-40.4591,0.0,2.752,-0.1,2.696,-38.6683,-0.1,2.656,-0.3,2.76,-36.2457,0.0,2.804
09-27-2025-Sat 12-51-06-PM,-0.5,2.48,-0.2,2.644,-40.3927,0.0,2.652,-0.3,2.64,-39.5307,-0.2,2.564,0.0,2.6,-34.4524,-0.3,2.632,-0.1,2.524,-35.316,-0.2,2.692,-43.9712,0.0,2.648,-0.2,2.724,-40.5254,-0.4,2.692,-0.1,2.636,-38.7346,-0.5,2.6,0.0,2.708,-36.2789,0.1,2.756
09-27-2025-Sat 12-51-09-PM,-0.3,2.448,-0.2,2.616,-40.426,-0.2,2.628,-0.5,2.608,-39.6302,-0.1,2.54,-0.2,2.576,-34.4856,-0.4,2.608,0.0,2.496,-35.3492,0.0,2.64,-44.0374,0.1,2.6,-0.5,2.684,-40.5585,-0.2,2.648,-0.3,2.596,-38.7678,-0.1,2.556,-0.1,2.668,-36.3454,-0.2,2.716
09-27-2025-Sat 12-51-12-PM,-0.4,2.428,-0.1,2.592,-40.426,-0.2,2.604,-0.4,2.588,-39.6634,-0.2,2.516,-0.1,2.56,-34.5521,-0.2,2.588,-0.3,2.472,-35.4155,0.1,2.604,-44.0706,-0.3,2.564,-0.4,2.648,-40.5917,-0.3,2.616,-0.4,2.564,-38.8342,-0.1,2.524,0.1,2.64,-36.4116,-0.1,2.688
09-27-2025-Sat 12-51-14-PM,0.0,2.4,-0.3,2.572,-40.3927,-0.1,2.584,-0.3,2.564,-39.7295,-0.2,2.496,-0.1,2.536,-34.5521,-0.3,2.568,-0.2,2.448,-35.4155,0.2,2.576,-44.1037,-0.3,2.532,-0.1,2.616,-40.6249,-0.3,2.588,0.0,2.536,-38.8673,0.0,2.5,-0.2,2.616,-36.4449,0.0,2.664
09-27-2025-Sat 12-51-16-PM,0.0,2.384,0.1,2.552,-40.4923,-0.2,2.564,-0.2,2.54,-39.6634,-0.3,2.48,0.0,2.528,-34.5852,-0.3,2.548,-0.2,2.428,-35.482,-0.2,2.552,-44.1368,-0.3,2.508,-0.1,2.592,-40.658,0.0,2.564,-0.5,2.512,-38.9337,0.0,2.476,-0.2,2.592,-36.4781,0.0,2.644
09-27-2025-Sat 12-51-19-PM,0.0,2.364,-0.3,2.532,-40.5585,-0.1,2.548,-0.4,2.524,-39.7295,-0.3,2.46,-0.1,2.504,-34.6185,-0.2,2.532,0.0,2.412,-35.5153,-0.1,2.524,-44.1698,-0.1,2.48,-0.3,2.568,-40.7243,-0.4,2.536,0.0,2.492,-38.9669,-0.2,2.456,-0.2,2.572,-36.5113,-0.3,2.624
09-27-2025-Sat 12-51-21-PM,-0.4,2.348,-0.3,2.516,-40.5254,-0.2,2.528,-0.3,2.508,-39.796,-0.4,2.448,-0.2,2.492,-34.6517,-0.4,2.52,0.0,2.392,-35.5485,-0.1,2.5,-44.2029,0.0,2.46,-0.1,2.548,-40.7575,-0.2,2.52,-0.3,2.472,-39.0,-0.1,2.436,0.0,2.552,-36.5776,0.1,2.608
09-27-2025-Sat 12-51-24-PM,-0.1,2.32,-0.2,2.492,-40.6249,-0.1,2.5,-0.2,2.48,-39.8291,-0.2,2.42,-0.2,2.464,-34.7181,-0.4,2.492,-0.2,2.364,-35.6149,-0.3,2.476,-44.2029,-0.3,2.44,-0.1,2.524,-40.7906,-0.3,2.5,-0.2,2.452,-39.0663,-0.2,2.412,0.1,2.532,-36.6109,0.0,2.588
09-27-2025-Sat 12-51-26-PM,-0.4,2.308,-0.3,2.476,-40.6912,0.0,2.492,-0.3,2.464,-39.8291,-0.2,2.408,-0.1,2.456,-34.7181,-0.2,2.48,-0.2,2.352,-35.6481,0.1,2.46,-44.2361,0.0,2.42,-0.3,2.508,-40.8237,-0.5,2.48,-0.3,2.432,-39.0995,0.0,2.396,-0.3,2.516,-36.6773,0.2,2.568
09-27-2025-Sat 12-51-29-PM,-0.3,2.292,-0.2,2.46,-40.7243,-0.2,2.476,-0.5,2.448,-39.7628,-0.3,2.4,0.0,2.444,-34.7513,-0.4,2.468,-0.1,2.336,-35.6813,-0.3,2.444,-44.3023,-0.2,2.404,-0.1,2.488,-40.8569,-0.3,2.464,-0.2,2.42,-39.1658,-0.2,2.384,-0.1,2.508,-36.7436,-0.1,2.556
09-27-2025-Sat 12-51-31-PM,-0.2,2.28,-0.1,2.452,-40.658,-0.2,2.464,-0.5,2.432,-39.9286,-0.1,2.38,-0.3,2.432,-34.7513,-0.3,2.452,-0.2,2.324,-35.7145,-0.1,2.424,-44.3354,-0.1,2.388,0.1,2.472,-40.89,0.0,2.444,-0.2,2.404,-39.199,-0.1,2.368,-0.2,2.488,-36.7769,-0.1,2.54
09-27-2025-Sat 12-51-34-PM,-0.2,2.268,-0.5,2.44,-40.658,-0.2,2.452,-0.3,2.424,-39.8623,-0.2,2.372,-0.2,2.424,-34.7846,-0.1,2.44,0.0,2.316,-35.7476,0.0,2.412,-44.3685,-0.3,2.372,-0.5,2.456,-40.9232,-0.3,2.432,-0.3,2.388,-39.2321,-0.1,2.352,-0.3,2.476,-36.81,0.0,2.528
09-27-2025-Sat 12-51-36-PM,0.1,2.252,-0.3,2.432,-40.7575,-0.2,2.436,-0.5,2.408,-39.9286,-0.2,2.364,0.0,2.412,-34.8178,-0.2,2.436,0.0,2.3,-35.8141,0.0,2.396,-44.4017,-0.2,2.36,-0.3,2.444,-40.9564,-0.7,2.416,-0.3,2.376,-39.2986,-0.1,2.34,-0.3,2.464,-36.8764,-0.1,2.516
09-27-2025-Sat 12-51-38-PM,-0.1,2.24,-0.2,2.416,-40.658,-0.2,2.428,-0.5,2.392,-39.9949,-0.2,2.352,-0.2,2.404,-34.8842,-0.1,2.42,0.0,2.288,-35.8473,-0.2,2.384,-44.4679,0.0,2.348,-0.4,2.428,-41.0227,-0.1,2.404,-0.2,2.364,-39.3317,-0.2,2.328,-0.2,2.452,-36.9096,-0.2,2.504
09-27-2025-Sat 12-51-41-PM,-0.1,2.232,-0.2,2.404,-40.8237,-0.1,2.416,-0.4,2.384,-39.9949,-0.1,2.344,-0.1,2.392,-34.8842,-0.7,2.408,-0.4,2.28,-35.9137,0.0,2.372,-44.4348,-0.3,2.34,-0.1,2.416,-41.0558,-0.1,2.392,-0.2,2.356,-39.3979,-0.3,2.316,0.1,2.44,-36.976,0.0,2.492
09-27-2025-Sat 12-51-46-PM,8.4,5.948,9.6,5.96,-40.8569,10.3,5.956,10.7,5.964,-40.0611,7.9,5.956,6.0,5.96,-34.9507,6.4,5.956,4.7,5.956,-35.9469,0.1,2.352,-44.534,0.1,2.324,0.0,2.4,-41.1221,-0.3,2.376,-0.6,2.336,-39.4643,0.1,2.3,0.0,2.42,-37.0755,0.1,2.476
09-27-2025-Sat 12-51-48-PM,8.0,5.952,9.6,5.956,-40.89,10.0,5.96,10.7,5.964,-40.0611,7.9,5.956,6.2,5.964,-34.9839,6.2,5.956,4.6,5.96,-35.9801,0.0,2.344,-44.534,-0.3,2.316,-0.2,2.384,-41.1884,-0.1,2.364,-0.2,2.328,-39.5307,-0.2,2.292,0.0,2.412,-37.0755,0.1,2.464
09-27-2025-Sat 12-51-50-PM,7.5,5.952,9.1,5.956,-40.89,9.9,5.96,10.3,5.968,-40.0944,7.9,5.956,6.0,5.964,-34.9839,6.1,5.956,4.6,5.96,-36.0134,,,-44.6003,,,,,-41.1884,,,,,-39.5307,,,,,-37.1752,,
09-27-2025-Sat 12-51-53-PM,7.8,5.952,9.1,5.956,-40.89,9.5,5.956,10.1,5.96,-40.1275,7.7,5.952,5.8,5.96,-35.0171,5.8,5.956,4.5,5.956,-36.0796,2.7,5.956,-44.6003,3.7,5.96,3.8,5.964,-41.2214,4.3,5.96,2.5,5.952,-39.597,3.1,5.968,3.0,5.956,-37.2084,2.4,5.96
09-27-2025-Sat 12-51-55-PM,7.6,5.948,9.0,5.956,-40.9895,9.5,5.956,9.9,5.964,-40.1275,7.8,5.956,5.9,5.96,-35.0503,5.7,5.956,4.4,5.952,-36.1129,2.5,5.956,-44.6334,3.5,5.964,3.6,5.964,-41.2547,4.4,5.964,2.5,5.956,-39.6302,3.0,5.968,2.9,5.952,-37.2415,2.4,5.96
09-27-2025-Sat 12-51-57-PM,7.6,5.948,8.9,5.956,-41.0558,9.4,5.956,10.3,5.964,-40.227,7.5,5.956,5.8,5.956,-35.0834,5.9,5.956,4.6,5.952,-36.1129,2.2,5.956,-44.6665,3.4,5.96,3.3,5.964,-41.321,4.3,5.96,2.4,5.952,-39.6634,3.0,5.968,2.8,5.952,-37.2747,2.1,5.956
09-27-2025-Sat 12-51-59-PM,7.6,5.948,8.8,5.956,-41.0227,9.3,5.956,10.1,5.964,-40.1939,7.2,5.956,5.7,5.956,-35.1499,5.8,5.952,4.6,5.956,-36.1793,2.9,5.956,-44.6995,3.4,5.964,3.3,5.964,-41.3541,4.4,5.964,2.3,5.952,-39.6965,3.1,5.968,2.7,5.956,-37.3411,2.3,5.96
09-27-2025-Sat 12-52-02-PM,7.4,5.948,8.8,5.96,-41.1221,9.3,5.952,9.9,5.96,-40.227,7.8,5.956,5.4,5.96,-35.1167,5.8,5.96,4.4,5.956,-36.2125,2.2,5.956,-44.7327,3.3,5.968,3.1,5.964,-41.3541,4.2,5.964,2.3,5.952,-39.7628,3.1,5.968,2.9,5.956,-37.3411,2.3,5.96
09-27-2025-Sat 12-52-04-PM,7.2,5.952,8.5,5.96,-41.0227,9.0,5.956,9.8,5.96,-40.2602,7.4,5.956,5.6,5.96,-35.1832,6.0,5.956,4.3,5.956,-36.2457,2.4,5.956,-44.7658,3.0,5.964,3.3,5.968,-41.4204,4.2,5.964,2.2,5.956,-39.796,3.0,5.968,2.4,5.956,-37.4074,2.3,5.96
