File Name,Concentration,Saturation,Start time,Run time,Mean Current,Current stdev,Delta Current,Mean Temp,Temp STDEV,Delta Temp,Oxygen Production
06092025_10pct_caclo4_25pct_sat_ink_18v_new_fine_jsc_w_temp_sensor_1_cell_8_ko_nn.csv,10%,sat,1282,1000,0.051916467,0.00137752,-0.008525848,24.04818306,0.100932299,0.309063171,5337249.683
06092025_10pct_caclo4_25pct_sat_ink_18v_new_fine_jsc_w_temp_sensor_2_cell_10_ko_nn.csv,10%,sat,1275,1000,0.037248956,0.003415308,-0.018348694,24.09273007,0.116828411,0.361278924,4720569.23
06092025_10pct_caclo4_25pct_sat_ink_18v_new_fine_jsc_w_temp_sensor_3_cell_12_ko_nn.csv,10%,sat,1276,1000,0.047620436,0.002362586,-0.014381409,24.07804162,0.286950177,0.91121529,6256429.069
06102025_10pct_caclo4_25pct_sat_ink_18v_new_fine_jsc_w_temp_sensor_1_cell_8_nn_ko_cell_leak.csv,10%,sat,735,1000,0.038123364,0.000832821,-0.006484985,25.73357892,0.841306677,2.807889597,5067632.321
06102025_10pct_caclo4_25pct_sat_ink_18v_new_fine_jsc_w_temp_sensor_2_cell_11_nn_ko.csv,10%,sat,740,1000,0.029342568,0.001425463,-0.011100769,24.37971109,0.063577046,-0.201603089,6673119.173
06112025_10pct_caclo4_25pct_sat_ink_18v_new_fine_jsc_w_temp_sensor_1_cell_1_ko_nn'.csv,10%,sat,953,1000,0.021464513,0.003457588,-0.016651154,25.59787622,0.481229832,1.755352926,6341933.415
06112025_10pct_caclo4_25pct_sat_ink_18v_new_fine_jsc_w_temp_sensor_1_cell_3.csv,10%,sat,791,1000,0.026029173,0.003492742,-0.016498566,24.11134425,0.103549427,0.293086164,5475790.035
06112025_10pct_caclo4_25pct_sat_ink_18v_new_fine_jsc_w_temp_sensor_2_cell_4_ko_nn.csv,10%,sat,938,1000,0.040662901,0.003884424,-0.020656586,26.87071072,1.026956746,3.793449441,8259306.987
06112025_10pct_caclo4_25pct_sat_ink_18v_new_fine_jsc_w_temp_sensor_2_cell_7.5_ko_nn.csv,10%,sat,838,1000,0.025838286,0.003691184,-0.016307831,24.25033233,0.306947739,0.97495205,7584684.395
06092025_10pct_caclo4_28pct_sat_ink_18v_new_fine_jsc_w_temp_sensor_1_cell_4_nn_ko.csv,10%,sat,1002,1000,0.023655658,0.002943881,-0.010871887,23.84435902,0.493577221,1.673186926,7859833.584
06092025_10pct_caclo4_28pct_sat_ink_18v_new_fine_jsc_w_temp_sensor_2_cell_14_nn_ko.csv,10%,sat,995,1000,0.019529764,0.004102851,-0.019016266,23.51667843,0.299372971,1.051997445,7042264.738
