,Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8,Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8,Timestamp,T1 - COM15,T2 - COM15,T3 - COM18,T4 - COM18,T5 - COM16,T6 - COM16,T7 - COM14,T8 - COM14
2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.5374,-55.5374,-55.8671,-56.8891,-63.5391,-61.3024,-60.7099,-59.1954
2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.5044,-55.5044,-55.9329,-56.9219,-63.572,-61.3024,-60.7758,-59.2613
2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.4714,-55.6032,-55.966,-56.9879,-63.6378,-61.3681,-60.8087,-59.2613
2119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.5374,-55.6032,-56.0319,-57.0209,-63.6706,-61.434,-60.8745,-59.3601
2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.5703,-55.7352,-56.0649,-57.0868,-63.7364,-61.4669,-60.9075,-59.3601
2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.6362,-55.7022,-56.0978,-57.1198,-63.7693,-61.5326,-61.0061,-59.4259
2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.6362,-55.7681,-56.1638,-57.1528,-63.835,-61.5985,-61.0061,-59.4918
2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.7352,-55.8341,-56.2626,-57.2515,-63.9008,-61.6971,-61.1378,-59.5576
2124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.7681,-55.9001,-56.2957,-57.2846,-63.9666,-61.7301,-61.1707,-59.6236
2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.8671,-55.966,-56.3616,-57.3835,-64.0652,-61.8288,-61.2695,-59.6894
2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.966,-55.9989,-56.4606,-57.4823,-64.1309,-61.9276,-61.3352,-59.7882
2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.9329,-56.0649,-56.5265,-57.5483,-64.1967,-61.9604,-61.434,-59.854
2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.0649,-56.1638,-56.5595,-57.5811,-64.2295,-62.0261,-61.434,-59.8869
2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.4606,-56.5595,-56.9879,-58.0425,-64.6896,-62.5196,-61.9604,-60.3807
2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.5595,-56.5595,-57.0209,-58.0754,-64.7554,-62.5526,-61.9933,-60.4137
2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.6254,-56.6583,-57.0868,-58.1084,-64.7882,-62.6183,-62.0591,-60.4466
2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.5923,-56.6254,-57.1198,-58.1743,-64.821,-62.6512,-62.092,-60.5125
2142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.6254,-56.6583,-57.1858,-58.2073,-64.854,-62.717,-62.1249,-60.5453
2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.6583,-56.7572,-57.1858,-58.2401,-64.8869,-62.7499,-62.1906,-60.5783
2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.6913,-56.7572,-57.2187,-58.2731,-64.9197,-62.8157,-62.2236,-60.6441
2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.8232,-56.7572,-57.2846,-58.306,-64.9854,-62.8485,-62.2565,-60.677
2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.7902,-56.8562,-57.3175,-58.3719,-65.0183,-62.8815,-62.2894,-60.7099
2147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.8891,-56.7902,-57.3505,-58.4378,-65.0511,-62.9144,-62.3223,-60.7758
2148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.8891,-56.9219,-57.3835,-58.4708,-65.084,-62.9473,-62.3881,-60.8087
2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.0209,-56.9879,-57.4494,-58.5037,-65.1169,-63.0129,-62.421,-60.8745
2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.0209,-57.0209,-57.4823,-58.5696,-65.1826,-63.0459,-62.4539,-60.9075
2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.3175,-57.2187,-57.7789,-58.899,-65.4455,-63.3747,-62.7499,-61.2365
2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.3505,-57.3175,-57.8448,-58.932,-65.4782,-63.4076,-62.8157,-61.2695
2160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.4164,-57.3505,-57.8778,-58.9648,-65.5112,-63.4405,-62.8485,-61.3352
2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.3835,-57.3835,-57.8778,-59.0307,-65.544,-63.5062,-62.8815,-61.3681
2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.4164,-57.4164,-57.9766,-59.0636,-65.5769,-63.5391,-62.9473,-61.434
2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.4823,-57.3505,-57.9766,-59.0966,-65.6098,-63.572,-62.9473,-61.4669
2164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.5811,-57.4494,-58.0095,-59.1625,-65.6425,-63.6049,-63.0129,-61.4669
2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.6471,-57.5153,-58.1084,-59.2283,-65.7083,-63.6378,-63.0788,-61.5656
2166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.713,-57.6471,-58.1414,-59.2613,-65.7411,-63.7035,-63.1117,-61.5985
2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.713,-57.68,-58.1743,-59.2942,-65.774,-63.7364,-63.1445,-61.6314
2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.7459,-57.6141,-58.2073,-59.3271,-65.774,-63.7693,-63.1774,-61.6643
2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.8119,-57.7789,-58.2401,-59.3929,-65.8397,-63.8022,-63.2103,-61.7301
2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.8778,-57.7789,-58.2731,-59.4259,-65.8726,-63.835,-63.2432,-61.7301
2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.9106,-57.7459,-58.339,-59.4589,-65.9054,-63.8679,-63.2761,-61.7959
2172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.9437,-57.8119,-58.3719,-59.5248,-65.9383,-63.9008,-63.3418,-61.8288
2173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.9437,-57.8448,-58.4048,-59.5576,-65.971,-63.9666,-63.3747,-61.8617
2174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.0095,-57.8778,-58.4378,-59.6236,-66.0039,-63.9993,-63.3747,-61.9276
2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.0425,-57.9106,-58.4708,-59.6236,-66.0368,-63.9993,-63.4076,-61.9604
2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.1414,-58.0754,-58.6355,-59.8211,-66.1353,-64.1967,-63.6049,-62.1578
2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.2731,-58.2073,-58.7342,-59.9199,-66.201,-64.2295,-63.6706,-62.1906
2182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.2731,-58.1084,-58.7672,-59.9528,-66.2339,-64.2953,-63.6706,-62.2236
2183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.4378,-58.1743,-58.8002,-60.0186,-66.2339,-64.328,-63.7364,-62.2894
2184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.4048,-58.2073,-58.8331,-60.0186,-66.2994,-64.361,-63.7693,-62.3223
2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.4378,-58.306,-58.8661,-60.0845,-66.2994,-64.3938,-63.8022,-62.3551
2186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.4708,-58.339,-58.932,-60.1174,-66.3324,-64.3938,-63.835,-62.3881
2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.5037,-58.3719,-58.932,-60.1833,-66.3652,-64.4267,-63.8679,-62.421
2188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.6026,-58.3719,-58.9978,-60.1833,-66.3981,-64.4924,-63.9008,-62.4539
2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.5367,-58.3719,-58.9978,-60.2491,-66.4309,-64.5253,-63.9008,-62.4868
2190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.6355,-58.4378,-59.0636,-60.282,-66.4637,-64.5253,-63.9666,-62.5196
2191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.6355,-58.5367,-59.0636,-60.3149,-66.4637,-64.5582,-63.9666,-62.5854
2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.9648,-58.8002,-59.4589,-60.677,-66.6937,-64.854,-64.2624,-62.8815
2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.9648,-58.8002,-59.4918,-60.7428,-66.7265,-64.854,-64.328,-62.9144
2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.0636,-58.8331,-59.5248,-60.7428,-66.7265,-64.9197,-64.328,-62.9801
2204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.1296,-58.9648,-59.5576,-60.8087,-66.7921,-64.9197,-64.361,-63.0129
2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.1296,-58.899,-59.6236,-60.8416,-66.7921,-64.9526,-64.3938,-63.0459
2206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.1954,-58.9978,-59.6236,-60.8745,-66.7921,-64.9854,-64.4267,-63.0788
2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.1954,-58.9648,-59.6894,-60.9075,-66.825,-65.0183,-64.4596,-63.1117
2208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.2942,-59.0636,-59.7222,-60.9732,-66.8907,-65.0511,-64.4924,-63.1117
2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.3271,-59.1296,-59.7552,-60.9732,-66.8907,-65.084,-64.5253,-63.1445
2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.4589,-59.1296,-59.8211,-61.072,-66.9236,-65.1497,-64.5911,-63.2103
2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.4589,-59.1625,-59.854,-61.072,-66.9564,-65.1497,-64.5911,-63.2432
2212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.4589,-59.1954,-59.9199,-61.2036,-66.9892,-65.2155,-64.6567,-63.309
2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.5906,-59.3271,-59.9857,-61.2695,-67.0221,-65.2484,-64.7225,-63.3747
2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.5576,-59.4259,-60.0515,-61.3352,-67.0877,-65.3139,-64.7554,-63.4076
2230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.1833,-59.9857,-60.6441,-61.9604,-67.4161,-65.774,-65.2484,-63.9337
2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.282,-59.9199,-60.677,-61.9604,-67.4488,-65.774,-65.2155,-63.9666
2232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.3478,-59.9528,-60.7428,-61.9933,-67.4817,-65.8397,-65.2812,-63.9993
2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.3807,-60.0515,-60.7428,-62.0261,-67.4817,-65.8397,-65.2812,-64.0323
2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.4137,-60.0186,-60.8087,-62.0591,-67.5146,-65.8726,-65.3139,-64.0323
2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.4137,-60.0515,-60.8416,-62.092,-67.5146,-65.8726,-65.3468,-64.0652
2236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.3807,-60.0845,-60.8416,-62.1578,-67.5474,-65.8726,-65.3468,-64.098
2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.4795,-60.1503,-60.9075,-62.1578,-67.5474,-65.9054,-65.3797,-64.1309
2238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.4795,-60.1174,-60.9404,-62.1906,-67.5802,-65.9383,-65.4126,-64.1637
2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.4466,-60.1503,-60.9404,-62.2236,-67.5802,-65.971,-65.4455,-64.1967
2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.6112,-60.1833,-60.9732,-62.2565,-67.5802,-65.971,-65.4782,-64.1967
2241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.5783,-60.2491,-61.0061,-62.2894,-67.613,-65.971,-65.4782,-64.2295
2242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.7099,-60.1833,-61.039,-62.3223,-67.613,-66.0368,-65.5112,-64.2624
2243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.7099,-60.3149,-61.1049,-62.3881,-67.6787,-66.0696,-65.544,-64.328
2262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.3352,-60.9075,-61.763,-63.0788,-68.368,-66.9236,-66.201,-64.9854
2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.434,-61.039,-61.8288,-63.1445,-68.4664,-67.0221,-66.2668,-65.0511
2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.9276,-61.5985,-62.2894,-63.572,-69.3523,-67.7115,-66.8579,-65.6098
2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.0591,-61.7301,-62.421,-63.7035,-69.5819,-67.9085,-67.0549,-65.7411
2272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.092,-61.8288,-62.4868,-63.7693,-69.6804,-68.0069,-67.1534,-65.8397
2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.2565,-61.9933,-62.5526,-63.835,-69.7788,-68.0398,-67.2519,-65.9383
2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.8815,-62.5854,-63.1445,-64.3938,-70.697,-68.7617,-67.9413,-66.5623
2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.8485,-62.684,-63.2432,-64.4596,-70.7626,-68.8274,-68.0398,-66.6279
2284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.9473,-62.6512,-63.309,-64.5253,-70.861,-68.893,-68.1053,-66.6937
2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.9473,-62.7828,-63.3747,-64.5911,-70.9594,-68.9915,-68.1711,-66.7921
2286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.9801,-62.8815,-63.4405,-64.6239,-71.0576,-69.0571,-68.2368,-66.8579
2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.0788,-62.9473,-63.5391,-64.6896,-71.1561,-69.1227,-68.3351,-66.9236
2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.2103,-63.1445,-63.6049,-64.7554,-71.2544,-69.1883,-68.4008,-66.9892
2289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.309,-63.0459,-63.6706,-64.821,-71.32,-69.2868,-68.4992,-67.0549
2290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.3747,-63.2103,-63.7364,-64.8869,-71.3854,-69.3196,-68.5649,-67.1205
2291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.4076,-63.2761,-63.8022,-64.9526,-71.4839,-69.4179,-68.6634,-67.2191
2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.9666,-64.0323,-64.4596,-65.544,-72.2377,-70.0739,-69.2868,-67.8428
2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.1309,-64.1637,-64.5582,-65.6754,-72.3687,-70.2052,-69.4179,-67.9742
2302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.2624,-64.2295,-64.7225,-65.774,-72.4998,-70.3036,-69.5819,-68.0726
2303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.3938,-64.361,-64.821,-65.9054,-72.6309,-70.4347,-69.7132,-68.2039
2304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.4267,-64.4267,-64.8869,-65.971,-72.6963,-70.5003,-69.7459,-68.2695
2305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.5582,-64.4267,-64.9526,-66.0039,-72.7619,-70.5331,-69.8116,-68.3351
2306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.5253,-64.6567,-65.0183,-66.0696,-72.8274,-70.6315,-69.9099,-68.4008
2307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.6567,-64.5582,-65.084,-66.1682,-72.893,-70.697,-69.9429,-68.4664
2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.6567,-64.5911,-65.1169,-66.201,-72.9585,-70.7626,-70.0084,-68.4992
2309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.6567,-64.6567,-65.1826,-66.2668,-73.0239,-70.8282,-70.0739,-68.5977
2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.854,-64.7554,-65.2484,-66.3324,-73.0895,-70.8937,-70.1068,-68.6634
2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.7882,-64.854,-65.3139,-66.3652,-73.155,-70.9266,-70.1724,-68.729
2312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.9526,-64.9197,-65.3797,-66.4309,-73.2206,-70.9922,-70.2379,-68.7946
2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.9526,-64.9854,-65.4455,-66.4637,-73.2861,-71.0249,-70.3036,-68.8274
2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.084,-64.9526,-65.4455,-66.5623,-73.3188,-71.1233,-70.3691,-68.893
2315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.084,-65.0511,-65.544,-66.6279,-73.3843,-71.1888,-70.4019,-68.9258
2316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.1169,-65.084,-65.6098,-66.6609,-73.4171,-71.1888,-70.4675,-68.9915
2317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.1497,-65.1826,-65.6425,-66.7265,-73.4826,-71.2872,-70.5331,-69.0242
2318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.2155,-65.2155,-65.7083,-66.7593,-73.5481,-71.32,-70.5987,-69.0898
2319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.3139,-65.2812,-65.774,-66.7921,-73.6136,-71.3527,-70.6315,-69.1555
2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.3468,-65.3468,-65.8397,-66.8579,-73.6463,-71.4511,-70.697,-69.1883
2321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.3797,-65.3468,-65.8726,-66.9236,-73.7118,-71.4839,-70.7298,-69.2539
2322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.4782,-65.4455,-65.9383,-66.9892,-73.7446,-71.5494,-70.7954,-69.3196
2323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.4782,-65.5112,-65.971,-67.0221,-73.81,-71.5494,-70.8282,-69.3851
2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.8579,-66.825,-67.3176,-68.4335,-75.0869,-72.8601,-72.1721,-70.6643
2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.8907,-66.8907,-67.3832,-68.4992,-75.0869,-72.893,-72.2048,-70.7298
2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.9236,-66.9236,-67.4161,-68.5321,-75.1523,-72.9585,-72.2377,-70.7954
2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.9564,-66.9236,-67.4817,-68.5649,-75.1523,-72.9912,-72.2704,-70.861
2353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.0221,-66.9564,-67.5146,-68.5977,-75.2179,-73.0567,-72.336,-70.8937
2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.0877,-67.0549,-67.5474,-68.6961,-75.2833,-73.0895,-72.3687,-70.9266
2355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.0877,-67.1534,-67.613,-68.729,-75.3159,-73.1223,-72.4343,-70.9594
2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.1863,-67.1205,-67.7115,-68.7946,-75.3814,-73.2206,-72.4998,-71.0576
2369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.8757,-67.7115,-68.3351,-69.4836,-75.9051,-73.81,-73.0895,-71.615
2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.81,-67.8428,-68.368,-69.5164,-75.9378,-73.81,-73.1223,-71.6805
2371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.9085,-67.81,-68.4008,-69.5819,-75.9704,-73.8756,-73.155,-71.7132
2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.9742,-67.8757,-68.4664,-69.6148,-76.0032,-73.8756,-73.2206,-71.7789
2373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.9085,-67.8757,-68.5321,-69.6804,-76.0359,-73.941,-73.2533,-71.8116
2374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.9742,-67.9085,-68.5321,-69.7132,-76.0686,-74.0064,-73.2861,-71.8444
2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0398,-67.9742,-68.5977,-69.7788,-76.1013,-74.0064,-73.3514,-71.8771
2376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.1382,-68.0398,-68.6306,-69.7788,-76.134,-74.072,-73.3843,-71.9427
2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.2368,-68.0069,-68.6634,-69.8445,-76.1668,-74.1048,-73.4171,-71.9755
2378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.2368,-68.0726,-68.729,-69.8772,-76.1995,-74.1375,-73.4498,-72.0083
2379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.2368,-68.1711,-68.7617,-69.9099,-76.1995,-74.1702,-73.4826,-72.041
2391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.7617,-68.5977,-69.2539,-70.4675,-76.5921,-74.5959,-73.941,-72.5325
2392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.9258,-68.6634,-69.2868,-70.5003,-76.6247,-74.6286,-73.9738,-72.5325
2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.9258,-68.7617,-69.3523,-70.5659,-76.6575,-74.6613,-74.0064,-72.6309
2394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.8603,-68.6961,-69.3851,-70.5987,-76.6902,-74.6941,-74.0393,-72.6309
2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.893,-68.7946,-69.4508,-70.6315,-76.7229,-74.7596,-74.072,-72.6636
2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.9258,-68.7946,-69.4508,-70.6643,-76.7556,-74.7596,-74.1375,-72.6963
2397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.0898,-68.8274,-69.5164,-70.7298,-76.7882,-74.7923,-74.1702,-72.7291
2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.0898,-68.8603,-69.5492,-70.7954,-76.7882,-74.825,-74.1702,-72.7946
2399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.0898,-68.8603,-69.5819,-70.8282,-76.821,-74.8578,-74.203,-72.8274
2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.0898,-69.0242,-69.6476,-70.8282,-76.8538,-74.8905,-74.2685,-72.8601
2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.2211,-68.9915,-69.6476,-70.8937,-76.8538,-74.9233,-74.3012,-72.9257
2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.2211,-69.0898,-69.7459,-70.9922,-76.9518,-74.956,-74.3667,-72.9585
2403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.3523,-69.0898,-69.8116,-71.0576,-76.9518,-75.0541,-74.4322,-73.0567
2404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.4836,-69.2211,-69.8772,-71.0905,-77.0172,-75.0869,-74.4322,-73.0567
2405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.4508,-69.1883,-69.9429,-71.1561,-77.05,-75.1196,-74.4976,-73.0895
2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.5819,-69.2539,-69.9429,-71.1888,-77.05,-75.1523,-74.5304,-73.155
2407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.5492,-69.3196,-69.9756,-71.2216,-77.1153,-75.1851,-74.5959,-73.1877
2426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.2379,-70.0412,-70.697,-71.9755,-77.5405,-75.7414,-75.1523,-73.81
