Timestamp,Cell 1 Current,Cell 1 current,Cell 1 Voltage,Cell 2 Current,Cell 2 Voltage,Cell 2 Temp,Cell 3 Current,Cell 3 Voltage,Cell 3 Temperature,Cell 4 Current,Cell 4 Voltage,Cell 4 Temp,Cell 5 Current,Cell 5 Voltage,Cell 5 Temperature,Cell 6 Current,Cell 6 Voltage,Cell 6 Temp,Cell 7 Current,Cell 7 Voltage,Cell 7 Temperature,Cell 8 Current,Cell 8 Voltage,Cell 8 Temp,Cell 9 Current,Cell 9 Voltage,Cell 9 Temp,Cell 10 Current,Cell 10 Voltage,Cell 10 Temp,Cell 11 Current,Cell 11 Voltage,Cell 11 Temp,Cell 12 Current,Cell 12 Voltage,Cell 12 Temp (SENSOR Failed),Cell 13 Current,Cell 13 Voltage,Cell 13 Temp,Cell 14 Current,Cell 14 Voltage,Cell 14 Temp,Cell 15 Current,Cell 15 Voltage,Cell 15 Temp,Cell 16 Current,Cell 16 Voltage,Cell 16 Temp
,,,,,,-48.3058,,,,,,-46.7845,,,,,,-47.2806,,,,,,-48.7686,0.4,5.956,,0.2,5.964,-51.5111,0.5,5.968,,0.3,5.964,-50.0906,0.2,5.956,,0.2,5.968,-49.2644,0.2,5.956,,0.1,5.96,-49.0661
,,,,,,-48.3719,,,,,,-46.7183,,,,,,-47.3137,,,,,,-48.7686,0.6,5.96,,0.4,5.964,-51.5111,0.2,5.968,,0.2,5.964,-50.0576,0.1,5.956,,0.3,5.968,-49.2644,0.5,5.956,,0.1,5.96,-49.0992
,,,,,,-48.7025,,,,,,-47.3137,,,,,,-47.7767,,,,,,-49.2314,0.4,5.96,,0.2,5.968,-51.7092,0.2,5.968,,0.3,5.968,-50.388,0.1,5.96,,0.3,5.968,-49.6941,0.3,5.956,,0.4,5.964,-49.4957
,,,,,,-48.7356,,,,,,-47.2475,,,,,,-47.8098,,,,,,-49.2314,0.2,5.956,,0.4,5.964,-51.6762,0.5,5.968,,0.3,5.964,-50.421,0.1,5.956,,0.4,5.972,-49.6941,0.5,5.956,,0.2,5.964,-49.4957
,,,,,,-48.7686,,,,,,-47.2475,,,,,,-47.8427,,,,,,-49.2314,0.2,5.956,,0.4,5.968,-51.6762,0.1,5.968,,0.3,5.968,-50.421,-0.2,5.956,,0.4,5.972,-49.6941,0.2,5.96,,0.4,5.964,-49.4957
,,,,,,-48.7686,,,,,,-47.3137,,,,,,-47.8427,,,,,,-49.2644,0.2,5.96,,0.2,5.968,-51.7092,0.5,5.964,,0.4,5.968,-50.421,0.3,5.956,,0.3,5.972,-49.7271,0.3,5.956,,0.3,5.964,-49.5289
,,,,,,-48.8017,,,,,,-47.2806,,,,,,-47.8759,,,,,,-49.2644,0.4,5.956,,0.4,5.964,-51.7092,0.1,5.968,,0.3,5.964,-50.4541,0.2,5.956,,0.1,5.968,-49.7271,0.3,5.96,,0.2,5.96,-49.5289
,,,,,,-48.8017,,,,,,-47.3467,,,,,,-47.8759,,,,,,-49.2644,0.7,5.956,,0.3,5.964,-51.7092,0.3,5.968,,0.5,5.964,-50.4541,0.2,5.956,,0.2,5.972,-49.7271,0.4,5.956,,0.1,5.96,-49.5619
,,,,,,-49.1322,,,,,,-47.8427,,,,,,-48.3388,,,,,,-49.5949,0.7,5.956,,0.3,5.96,-51.8744,0.4,5.96,,0.4,5.956,-50.6853,0.2,5.952,,0.2,5.964,-50.0576,0.3,5.952,,0.3,5.956,-49.8593
,,,,,,-49.1652,,,,,,-47.8427,,,,,,-48.3388,,,,,,-49.5949,0.5,5.952,,0.6,5.964,-51.8744,0.2,5.96,,0.4,5.96,-50.6522,0.1,5.956,,0.4,5.964,-50.0245,0.2,5.956,,0.3,5.96,-49.8593
,,,,,,-49.1652,,,,,,-47.7767,,,,,,-48.3388,,,,,,-49.5949,0.5,5.952,,0.5,5.96,-51.8744,0.3,5.96,,0.2,5.956,-50.6853,-0.1,5.948,,0.3,5.964,-50.0245,0.3,5.952,,0.2,5.956,-49.8923
,,,,,,-49.1322,,,,,,-47.7767,,,,,,-48.3719,,,,,,-49.628,0.5,5.952,,0.5,5.96,-51.8744,0.1,5.96,,0.1,5.956,-50.6853,0.4,5.952,,0.1,5.964,-50.0576,0.4,5.952,,0.3,5.956,-49.8593
,,,,,,-49.2314,,,,,,-47.8427,,,,,,-48.3719,,,,,,-49.661,0.3,5.956,,0.2,5.96,-51.8744,0.1,5.96,,0.5,5.96,-50.6853,0.2,5.952,,0.2,5.964,-50.0245,0.3,5.952,,0.1,5.956,-49.8593
,,,,,,-49.1652,,,,,,-47.8098,,,,,,-48.3719,,,,,,-49.628,0.3,5.952,,0.3,5.96,-51.8744,0.3,5.964,,0.4,5.956,-50.7184,0.2,5.948,,0.3,5.968,-50.0576,0.3,5.952,,0.4,5.96,-49.8593
,,,,,,-49.0992,,,,,,-47.8427,,,,,,-48.3719,,,,,,-49.628,0.4,5.952,,0.1,5.96,-51.9073,0.1,5.96,,0.4,5.96,-50.7184,0,5.952,,0.1,5.968,-50.0576,0.2,5.952,,0.3,5.956,-49.8923
,,,,,,-49.0992,,,,,,-47.8427,,,,,,-48.405,,,,,,-49.661,0.3,5.948,,0.5,5.956,-51.9073,0.2,5.96,,0.4,5.956,-50.7184,0,5.948,,0.3,5.964,-50.0906,0.2,5.948,,0.2,5.96,-49.9254
,,,,,,-49.1322,,,,,,-47.8427,,,,,,-48.405,,,,,,-49.661,0.3,5.952,,0.2,5.956,-51.9404,0.2,5.96,,0.3,5.956,-50.7514,0.1,5.948,,0.5,5.964,-50.0906,0,5.952,,0.3,5.956,-49.9254
,,,,,,-49.2644,,,,,,-47.8098,,,,,,-48.438,,,,,,-49.6941,0.4,5.952,,0.5,5.96,-52.0064,0.2,5.96,,0.2,5.96,-50.7844,0.2,5.948,,0.1,5.968,-50.1237,0.3,5.952,,0.1,5.956,-49.9585
,,,,,,-49.2314,,,,,,-47.8427,,,,,,-48.438,,,,,,-49.6941,0.4,5.952,,0.4,5.96,-52.0395,0,5.96,,0.3,5.956,-50.7844,0.2,5.948,,0.2,5.964,-50.1237,0.4,5.952,,0.3,5.956,-49.9585
,,,,,,-49.2644,,,,,,-47.909,,,,,,-48.438,,,,,,-49.6941,0.4,5.952,,0.2,5.96,-52.1055,0.3,5.956,,0.3,5.96,-50.8174,0,5.948,,0.3,5.964,-50.1237,0.1,5.952,,0.3,5.96,-50.0245
,,,,,,-49.3305,,,,,,-47.8759,,,,,,-48.4711,,,,,,-49.7271,0.2,5.952,,0,5.96,-52.1385,0,5.96,,0.5,5.96,-50.8505,0,5.952,,0.2,5.968,-50.1567,0.4,5.952,,0.2,5.952,-50.0245
,,,,,,-49.2975,,,,,,-47.942,,,,,,-48.4711,,,,,,-49.7602,0.5,5.952,,0.2,5.96,-52.2375,0.3,5.96,,0.2,5.96,-50.8174,-0.1,5.952,,0,5.964,-50.1898,0.1,5.956,,0.2,5.956,-50.0245
,,,,,,-49.3636,,,,,,-48.0081,,,,,,-48.5372,,,,,,-49.7932,0.6,5.952,,0.5,5.956,-52.2706,0.5,5.96,,0.4,5.956,-50.8835,-0.1,5.948,,0.2,5.964,-50.2228,0,5.948,,0.3,5.952,-50.0576
,,,,,,-49.6941,,,,,,-48.438,,,,,,-48.8678,,,,,,-50.1567,0.3,5.948,,0.3,5.956,-52.8318,0.5,5.956,,0.3,5.956,-51.1808,-0.1,5.944,,0.2,5.964,-50.5531,0.2,5.948,,0.2,5.952,-50.421
,,,,,,-49.6941,,,,,,-48.438,,,,,,-48.9008,,,,,,-50.1237,0.4,5.948,,0.3,5.956,-52.7987,0,5.956,,0.3,5.956,-51.2139,0.1,5.944,,0.3,5.956,-50.5531,0,5.948,,0.4,5.952,-50.4541
,,,,,,-49.7602,,,,,,-48.438,,,,,,-48.9008,,,,,,-50.1567,0.3,5.948,,0.3,5.956,-52.8318,0.2,5.956,,0.2,5.952,-51.2139,0.3,5.944,,0.3,5.96,-50.5862,0.2,5.948,,0.2,5.956,-50.4871
,,,,,,-49.8262,,,,,,-48.405,,,,,,-48.9339,,,,,,-50.1567,0.2,5.948,,0.6,5.956,-52.8649,0,5.956,,0,5.956,-51.2139,0.2,5.948,,0.2,5.96,-50.5862,0.1,5.948,,0.3,5.948,-50.4871
,,,,,,-49.7602,,,,,,-48.438,,,,,,-48.9339,,,,,,-50.1898,0.2,5.948,,0.5,5.952,-52.8649,-0.1,5.96,,0.4,5.952,-51.2469,0,5.944,,0.2,5.96,-50.5862,0,5.948,,0.2,5.952,-50.4871
,,,,,,-49.7602,,,,,,-48.405,,,,,,-48.9669,,,,,,-50.2228,0.1,5.944,,0.3,5.952,-52.8979,0.1,5.952,,0.4,5.952,-51.2799,0.2,5.944,,0,5.96,-50.5862,0.1,5.948,,0.2,5.952,-50.5202
,,,,,,-49.7932,,,,,,-48.4711,,,,,,-48.9669,,,,,,-50.1898,0.4,5.948,,0.4,5.952,-52.8649,0.2,5.956,,0.2,5.952,-51.2799,0.3,5.944,,0.1,5.96,-50.6192,0.2,5.948,,0.1,5.952,-50.5202
,,,,,,-49.8262,,,,,,-48.6033,,,,,,-48.9999,,,,,,-50.2228,0.2,5.948,,0.3,5.956,-52.8979,0.2,5.96,,0.3,5.952,-51.2799,0.2,5.948,,0.3,5.964,-50.6192,0.2,5.944,,0.3,5.952,-50.5202
,,,,,,-49.8262,,,,,,-48.5703,,,,,,-48.9999,,,,,,-50.2228,0.2,5.948,,0.5,5.956,-52.8979,0,5.96,,0.4,5.956,-51.2799,-0.1,5.948,,0.2,5.964,-50.6192,0.2,5.948,,0.2,5.952,-50.5531
,,,,,,-49.8593,,,,,,-48.504,,,,,,-49.0331,,,,,,-50.2558,0.4,5.948,,0.2,5.956,-52.8979,0.2,5.96,,0.3,5.956,-51.3129,0.1,5.944,,0.2,5.964,-50.6522,0.4,5.948,,0.4,5.956,-50.5531
,,,,,,-49.8262,,,,,,-48.6364,,,,,,-49.0331,,,,,,-50.2558,0.4,5.948,,0.4,5.956,-52.9308,0.2,5.956,,0.1,5.956,-51.3129,0.2,5.944,,0.3,5.96,-50.6522,-0.1,5.948,,0.2,5.952,-50.5531
,,,,,,-49.8262,,,,,,-48.5703,,,,,,-48.9999,,,,,,-50.2889,0.3,5.952,,0.4,5.96,-52.9308,0.2,5.956,,0.1,5.956,-51.3459,0.2,5.944,,0.2,5.96,-50.6853,0.1,5.948,,0.2,5.952,-50.5862
,,,,,,-49.9585,,,,,,-48.6694,,,,,,-49.0661,,,,,,-50.3218,0.4,5.948,,0.3,5.956,-52.9308,0.3,5.96,,0.3,5.956,-51.3129,-0.1,5.948,,0.1,5.964,-50.6853,0.2,5.948,,0.1,5.952,-50.5862
,,,,,,-49.8262,,,,,,-48.6033,,,,,,-49.0661,,,,,,-50.3218,0.4,5.948,,0.1,5.956,-52.9308,0.1,5.956,,0.4,5.956,-51.379,0,5.944,,0.1,5.964,-50.7184,0.2,5.948,,0.2,5.952,-50.6192
,,,,,,-49.9254,,,,,,-48.6364,,,,,,-49.0661,,,,,,-50.3218,0.5,5.948,,0.2,5.956,-52.9638,-0.1,5.956,,0.1,5.956,-51.379,0,5.944,,0.1,5.96,-50.7184,0.3,5.948,,0.3,5.956,-50.6192
,,,,,,-49.9254,,,,,,-48.6364,,,,,,-49.0992,,,,,,-50.3218,0.5,5.948,,0.4,5.956,-52.9638,0.5,5.956,,0.1,5.956,-51.379,0.2,5.948,,0.2,5.964,-50.7184,0.2,5.948,,0.2,5.952,-50.6192
,,,,,,-49.8923,,,,,,-48.6364,,,,,,-49.0992,,,,,,-50.3549,0.2,5.948,,0.4,5.956,-52.9638,0.2,5.96,,0.2,5.956,-51.412,0.1,5.948,,0.2,5.96,-50.7514,0.2,5.948,,0.1,5.952,-50.6522
,,,,,,-49.8262,,,,,,-48.6033,,,,,,-49.1322,,,,,,-50.3549,0.5,5.948,,0.4,5.956,-52.9968,0.3,5.956,,0.1,5.956,-51.412,0.1,5.948,,0.2,5.96,-50.7184,0.3,5.948,,0.1,5.956,-50.6522
,,,,,,-50.7184,,,,,,-49.5949,,,,,,-49.9585,,,,,,-51.1478,0.5,5.956,,0.1,5.96,-53.492,0.2,5.964,,0.4,5.96,-52.0725,-0.1,5.952,,0.1,5.968,-51.445,0.1,5.952,,0.2,5.96,-51.379
,,,,,,-51.2139,,,,,,-50.0245,,,,,,-50.421,,,,,,-51.5771,0.3,5.924,,0.3,5.932,-53.6569,0.6,5.936,,0,5.932,-52.3696,0,5.928,,0.2,5.936,-51.8082,0.3,5.924,,0.5,5.932,-51.7753
,,,,,,-51.0487,,,,,,-50.0245,,,,,,-50.4541,,,,,,-51.5771,0.3,5.924,,0,5.936,-53.6569,0.2,5.928,,0.2,5.932,-52.4027,0.2,5.924,,-0.1,5.94,-51.8414,0.3,5.924,,0.3,5.932,-51.7753
,,,,,,-51.2469,,,,,,-50.0245,,,,,,-50.4871,,,,,,-51.5771,0.5,5.928,,0.3,5.936,-53.6569,0.2,5.936,,0.2,5.932,-52.4357,0.2,5.928,,0.2,5.94,-51.8082,-0.1,5.928,,0.3,5.932,-51.8082
,,,,,,-51.1808,,,,,,-50.0576,,,,,,-50.4871,,,,,,-51.6102,0.5,5.928,,0.4,5.936,-53.7229,0.2,5.94,,0.2,5.936,-52.5347,0.1,5.928,,0.3,5.94,-51.8414,0.3,5.928,,0.1,5.932,-51.7753
,,,,,,-51.2139,,,,,,-50.1237,,,,,,-50.4871,,,,,,-51.6102,0,5.932,,0.2,5.94,-53.888,0.5,5.94,,0.3,5.936,-52.5678,0.1,5.928,,0.1,5.94,-51.8744,0.3,5.928,,0.2,5.932,-51.8082
,,,,,,-51.379,,,,,,-50.2558,,,,,,-50.6522,,,,,,-51.8082,0.6,5.94,,0.1,5.948,-54.8447,0.1,5.948,,0,5.948,-52.8649,0.4,5.94,,0.2,5.952,-52.1385,0.2,5.94,,0.1,5.944,-52.1055
,,,,,,-51.445,,,,,,-50.388,,,,,,-50.6853,,,,,,-51.8414,0.4,5.94,,0.2,5.948,-54.9766,0.2,5.948,,0.4,5.952,-52.8979,0.4,5.94,,0.2,5.956,-52.1715,0.2,5.944,,0,5.944,-52.2046
,,,,,,-51.445,,,,,,-50.2889,,,,,,-50.6853,,,,,,-51.8744,0.2,5.944,,0.1,5.952,-55.1085,0,5.952,,0.4,5.952,-52.9308,0,5.944,,0.3,5.96,-52.2375,0.4,5.952,,0.3,5.952,-52.2046
,,,,,,-51.5441,,,,,,-50.421,,,,,,-50.7514,,,,,,-51.8744,0.4,5.952,,0.3,5.956,-55.2076,0.4,5.96,,0.5,5.956,-52.9968,-0.1,5.948,,0.1,5.964,-52.2706,0.1,5.948,,0.3,5.956,-52.2706
,,,,,,-51.5771,,,,,,-50.4871,,,,,,-50.7514,,,,,,-51.9404,0.3,5.952,,0.2,5.96,-55.3724,0.1,5.96,,0,5.96,-53.0629,-0.2,5.952,,0.1,5.968,-52.3366,0.1,5.952,,0.2,5.96,-52.3366
,,,,,,-52.1715,,,,,,-51.1148,,,,,,-51.1808,,,,,,-52.4027,0.3,5.956,,0.3,5.964,-56.8891,0.2,5.964,,0.3,5.96,-53.6899,0,5.952,,0.4,5.968,-52.8979,0,5.952,,0.1,5.956,-52.9308
,,,,,,-52.1715,,,,,,-51.1478,,,,,,-51.2469,,,,,,-52.4686,0.3,5.952,,0.2,5.96,-56.9879,0,5.96,,0.2,5.956,-53.756,0.1,5.948,,0.2,5.964,-52.9638,0.1,5.952,,0.1,5.96,-52.9638
,,,,,,-52.2706,,,,,,-51.2139,,,,,,-51.2469,,,,,,-52.5017,0.3,5.952,,0.2,5.96,-57.0539,0.3,5.964,,0.1,5.956,-53.7889,0.2,5.952,,0.2,5.964,-52.9968,0.1,5.952,,0,5.956,-53.0629
,,,,,,-52.3696,,,,,,-51.1478,,,,,,-51.3129,,,,,,-52.5347,0.3,5.952,,0.1,5.956,-57.1528,0.1,5.96,,0.1,5.956,-53.888,-0.1,5.944,,0.1,5.964,-53.0629,0.2,5.952,,0,5.956,-53.0629
,,,,,,-52.3366,,,,,,-51.2469,,,,,,-51.3129,,,,,,-52.6007,0.5,5.948,,0.2,5.956,-57.2515,0.2,5.96,,0.2,5.956,-53.9538,-0.1,5.948,,0.3,5.964,-53.1288,0.1,5.952,,0.1,5.952,-53.1619
,,,,,,-52.3366,,,,,,-51.3129,,,,,,-51.379,,,,,,-52.6337,0.2,5.944,,0.1,5.952,-57.3175,0.2,5.956,,0,5.956,-53.9869,0,5.948,,0.2,5.964,-53.1619,0.2,5.948,,0.3,5.952,-53.1949
,,,,,,-52.4357,,,,,,-51.445,,,,,,-51.412,,,,,,-52.6667,0.3,5.952,,0.2,5.956,-57.3835,0,5.956,,0.1,5.952,-54.0199,-0.1,5.948,,0.1,5.96,-53.1949,0.1,5.948,,0.4,5.952,-53.2279
,,,,,,-52.4686,,,,,,-51.412,,,,,,-51.445,,,,,,-52.6998,0,5.948,,0.3,5.956,-57.4823,-0.1,5.956,,0.2,5.952,-54.0859,-0.2,5.944,,0.4,5.964,-53.2609,0,5.948,,0.1,5.956,-53.2938
,,,,,,-52.4686,,,,,,-51.379,,,,,,-51.5111,,,,,,-52.7658,0.4,5.948,,0,5.956,-57.5483,-0.1,5.96,,0.1,5.952,-54.1189,0,5.944,,0,5.96,-53.2938,0.2,5.948,,0,5.952,-53.3269
,,,,,,-52.6007,,,,,,-51.478,,,,,,-51.5441,,,,,,-52.7987,0.3,5.948,,0.1,5.956,-57.6471,0.2,5.956,,0.5,5.956,-54.1849,-0.1,5.948,,0.4,5.96,-53.3599,0,5.948,,0.1,5.952,-53.3929
,,,,,,-52.6337,,,,,,-51.478,,,,,,-51.5771,,,,,,-52.8649,0.4,5.948,,0.2,5.956,-57.713,0.2,5.952,,0.3,5.952,-54.2179,0.2,5.944,,0.3,5.96,-53.3929,0.2,5.952,,0.1,5.952,-53.4259
,,,,,,-52.6337,,,,,,-51.6102,,,,,,-51.6102,,,,,,-52.8979,0.4,5.948,,0.4,5.96,-57.7459,0.5,5.956,,0.1,5.952,-54.3168,0.1,5.948,,0.3,5.96,-53.4589,-0.1,5.952,,0.1,5.956,-53.492
,,,,,,-52.7328,,,,,,-51.6102,,,,,,-51.6431,,,,,,-52.9638,0.2,5.952,,0.3,5.956,-57.8448,-0.2,5.956,,0.2,5.96,-54.3168,-0.2,5.948,,0.2,5.964,-53.492,0.1,5.952,,0.3,5.956,-53.558
,,,,,,-52.7987,,,,,,-51.6102,,,,,,-51.6762,,,,,,-52.9968,0.3,5.948,,0.3,5.956,-57.8778,0.1,5.96,,0.3,5.952,-54.4158,0.2,5.948,,0.1,5.964,-53.525,0.3,5.948,,0.4,5.952,-53.5909
,,,,,,-53.3929,,,,,,-52.2706,,,,,,-52.2706,,,,,,-53.7229,0.2,5.948,,0.1,5.956,-58.7342,0.2,5.956,,0.1,5.952,-55.2405,0,5.944,,0.3,5.96,-54.2509,0.2,5.948,,0.1,5.948,-54.3168
,,,,,,-53.525,,,,,,-52.3366,,,,,,-52.3035,,,,,,-53.7889,0.3,5.948,,0.4,5.952,-58.7672,0.4,5.956,,0.3,5.952,-55.2734,0.2,5.948,,0.3,5.956,-54.2838,0.1,5.944,,0.1,5.952,-54.3828
,,,,,,-53.525,,,,,,-52.3366,,,,,,-52.3696,,,,,,-53.822,0.1,5.948,,0.4,5.952,-58.8002,0.2,5.952,,-0.1,5.952,-55.3065,0.2,5.948,,0.1,5.96,-54.3499,0.3,5.948,,0.1,5.952,-54.4488
,,,,,,-53.6569,,,,,,-52.3696,,,,,,-52.4027,,,,,,-53.822,0.2,5.948,,0.4,5.952,-58.8331,0.1,5.956,,0.2,5.956,-55.3724,-0.1,5.948,,0.1,5.956,-54.3828,0.3,5.948,,0.3,5.952,-54.4158
,,,,,,-53.525,,,,,,-52.4027,,,,,,-52.4357,,,,,,-53.9209,0.3,5.952,,0.2,5.952,-58.899,0.1,5.956,,0.4,5.956,-55.4054,0,5.948,,0.1,5.96,-54.4158,0.1,5.952,,0,5.952,-54.4818
,,,,,,-53.6899,,,,,,-52.4357,,,,,,-52.4686,,,,,,-53.9209,0.1,5.948,,0.2,5.956,-58.932,-0.2,5.96,,0.2,5.96,-55.4383,-0.1,5.948,,0.1,5.964,-54.4488,-0.1,5.948,,0.3,5.956,-54.5148
,,,,,,-53.558,,,,,,-52.5017,,,,,,-52.5017,,,,,,-53.9538,0.3,5.952,,0.2,5.96,-58.9978,0.2,5.964,,0.3,5.96,-55.5044,-0.1,5.952,,0.1,5.968,-54.4818,0.1,5.952,,-0.1,5.956,-54.5478
,,,,,,-54.6137,,,,,,-53.2609,,,,,,-53.2938,,,,,,-54.8777,0.3,5.964,,0,5.976,-59.8211,0.1,5.976,,0.3,5.972,-56.4935,-0.1,5.96,,0.2,5.976,-55.3724,0,5.964,,0.4,5.968,-55.4714
,,,,,,-54.5808,,,,,,-53.2609,,,,,,-53.3269,,,,,,-54.9766,0.1,5.968,,0.2,5.972,-59.7882,-0.1,5.976,,0,5.976,-56.5265,0.1,5.968,,0.3,5.98,-55.4054,0.3,5.968,,0.1,5.968,-55.5044
,,,,,,-54.7128,,,,,,-53.2938,,,,,,-53.4259,,,,,,-55.0426,0.1,5.968,,0.3,5.98,-59.8869,0,5.98,,0.1,5.972,-56.6583,0.3,5.964,,0.2,5.984,-55.5044,0.2,5.972,,0,5.972,-55.6032
,,,,,,-54.8447,,,,,,-53.3599,,,,,,-53.4589,,,,,,-55.0756,0.2,5.968,,0,5.976,-59.9199,-0.1,5.976,,0.1,5.976,-56.6913,0.2,5.968,,-0.2,5.984,-55.5374,0,5.972,,0.3,5.976,-55.6032
,,,,,,-54.9107,,,,,,-53.3599,,,,,,-53.492,,,,,,-55.1416,-0.1,5.968,,0.3,5.976,-59.9528,0.1,5.976,,0.2,5.976,-56.7902,-0.2,5.968,,0.1,5.98,-55.5703,0.1,5.968,,0.3,5.972,-55.7022
,,,,,,-54.7128,,,,,,-53.4259,,,,,,-53.558,,,,,,-55.1746,0.3,5.968,,0.2,5.976,-59.9857,0.2,5.98,,0.4,5.972,-56.7572,0.2,5.968,,0,5.98,-55.6362,-0.1,5.972,,0,5.972,-55.7022
,,,,,,-54.7787,,,,,,-53.492,,,,,,-53.558,,,,,,-55.1746,0.2,5.968,,0.1,5.972,-60.0515,0.1,5.976,,0,5.976,-56.8232,0,5.968,,0.1,5.976,-55.6362,0.2,5.968,,0.2,5.972,-55.7681
,,,,,,-54.9107,,,,,,-53.525,,,,,,-53.5909,,,,,,-55.2405,0.2,5.968,,0.3,5.976,-60.1174,-0.1,5.976,,0.2,5.976,-56.8891,-0.2,5.968,,0,5.976,-55.6692,0.1,5.968,,0.2,5.972,-55.8011
,,,,,,-54.9436,,,,,,-53.558,,,,,,-53.6239,,,,,,-55.2734,0.4,5.964,,0.3,5.972,-60.1503,0.2,5.976,,0.1,5.972,-56.9219,0,5.968,,0.1,5.976,-55.7352,0.1,5.968,,0.1,5.968,-55.8341
,,,,,,-54.9766,,,,,,-53.558,,,,,,-53.6569,,,,,,-55.3065,0,5.964,,0.3,5.976,-60.2161,0.2,5.98,,0.2,5.972,-56.955,-0.1,5.964,,0.2,5.98,-55.7681,0.2,5.964,,0.2,5.976,-55.8671
,,,,,,-54.9766,,,,,,-53.5909,,,,,,-53.6899,,,,,,-55.3394,0.3,5.968,,0.4,5.976,-60.2161,0.1,5.976,,0.3,5.972,-56.9879,0.2,5.964,,0.3,5.98,-55.8011,0.1,5.968,,0,5.972,-55.9329
,,,,,,-55.0426,,,,,,-53.7229,,,,,,-53.756,,,,,,-55.4054,0.2,5.968,,-0.1,5.976,-60.282,0.2,5.976,,0.2,5.976,-57.0539,0,5.968,,0.2,5.98,-55.8341,-0.1,5.964,,0.1,5.972,-55.9329
,,,,,,-55.1085,,,,,,-53.6899,,,,,,-53.756,,,,,,-55.4714,0.4,5.968,,0,5.972,-60.282,0.1,5.98,,-0.1,5.976,-57.0868,0.2,5.968,,0.1,5.98,-55.8671,0.1,5.968,,0.1,5.972,-55.9989
,,,,,,-55.0426,,,,,,-53.7229,,,,,,-53.7889,,,,,,-55.4714,0.3,5.968,,0.2,5.976,-60.3807,0.2,5.976,,0.1,5.972,-57.1198,-0.1,5.968,,0,5.98,-55.9001,0,5.968,,0.3,5.972,-56.0319
,,,,,,-55.1746,,,,,,-53.756,,,,,,-53.855,,,,,,-55.5044,0.1,5.972,,0.3,5.98,-60.4137,0,5.98,,0.1,5.976,-57.1858,0.2,5.968,,0.4,5.984,-55.9329,0.2,5.972,,0,5.976,-56.0978
,,,,,,-55.2405,,,,,,-53.756,,,,,,-53.888,,,,,,-55.5703,0.4,5.976,,0.2,5.984,-60.4466,0.1,5.984,,0.3,5.98,-57.2187,0.1,5.976,,0,5.988,-55.966,0.3,5.972,,0,5.98,-56.0978
,,,,,,-55.0756,,,,,,-53.756,,,,,,-53.888,,,,,,-55.5703,0.3,5.976,,0.3,5.984,-60.5125,-0.1,5.984,,-0.1,5.984,-57.2515,0,5.976,,0.2,5.988,-55.9989,0.2,5.972,,0.3,5.98,-56.1309
,,,,,,-55.2076,,,,,,-53.888,,,,,,-53.9538,,,,,,-55.6362,0.3,5.972,,0.2,5.984,-60.5453,0,5.984,,0.3,5.984,-57.3175,0.1,5.976,,0.2,5.988,-56.0319,0,5.976,,0.1,5.98,-56.1968
,,,,,,-55.2405,,,,,,-53.822,,,,,,-53.9869,,,,,,-55.6692,0.2,5.976,,0.3,5.98,-60.5783,0,5.984,,0.2,5.98,-57.3505,0.1,5.972,,0.3,5.988,-56.0978,0.2,5.976,,0.2,5.976,-56.2298
,,,,,,-56.9879,,,,,,-55.3394,,,,,,-55.5374,,,,,,-57.3835,0.4,5.984,,0,5.992,-61.8288,0,5.992,,0,5.992,-59.0966,-0.1,5.98,,0.1,5.996,-57.68,0.1,5.984,,0,5.988,-57.7459
,,,,,,-57.0539,,,,,,-55.4054,,,,,,-55.6032,,,,,,-57.4494,0.3,5.968,,0.1,5.98,-61.8947,-0.1,5.98,,0,5.976,-59.0966,0,5.968,,0.1,5.984,-57.713,0.2,5.972,,-0.1,5.976,-57.8448
,,,,,,-57.0868,,,,,,-55.4714,,,,,,-55.6362,,,,,,-57.4823,0.1,5.952,,0.2,5.956,-61.8947,0.1,5.956,,0.3,5.956,-59.1296,0,5.944,,0,5.96,-57.7459,-0.2,5.948,,0.1,5.952,-57.8778
,,,,,,-57.0868,,,,,,-55.5044,,,,,,-55.6692,,,,,,-57.5153,0.1,5.944,,0,5.952,-61.9276,0.1,5.948,,-0.1,5.952,-59.1625,0,5.944,,0.1,5.96,-57.7459,0,5.944,,0.3,5.948,-57.9106
,,,,,,-57.1528,,,,,,-55.4714,,,,,,-55.6692,,,,,,-57.5483,0.2,5.944,,0.2,5.952,-61.9604,-0.1,5.956,,0.1,5.948,-59.2283,-0.1,5.944,,0.1,5.956,-57.8119,0.4,5.944,,0.1,5.944,-57.9437
,,,,,,-57.1858,,,,,,-55.5044,,,,,,-55.7352,,,,,,-57.5811,0.4,5.944,,0.1,5.952,-61.9604,0.2,5.948,,0.1,5.948,-59.2283,-0.1,5.94,,0.2,5.956,-57.8448,0.1,5.944,,0,5.948,-57.9437
,,,,,,-57.2187,,,,,,-55.5374,,,,,,-55.7352,,,,,,-57.6141,0,5.944,,0.1,5.952,-61.9933,-0.1,5.952,,0.1,5.948,-59.2942,-0.1,5.94,,0.3,5.956,-57.8778,0,5.944,,0.3,5.948,-57.9766
,,,,,,-57.2515,,,,,,-55.6362,,,,,,-55.7681,,,,,,-57.6471,0,5.944,,-0.1,5.952,-62.0261,0,5.952,,0.3,5.948,-59.2613,0,5.94,,0.2,5.956,-57.9106,0.2,5.944,,0.1,5.948,-57.9766
