Timestamp,Cell 1 Current,Cell 1 current,Cell 1 Voltage,Cell 2 Current,Cell 2 Voltage,Cell 2 Temp,Cell 3 Current,Cell 3 Voltage,Cell 3 Temperature,Cell 4 Current,Cell 4 Voltage,Cell 4 Temp,Cell 5 Current,Cell 5 Voltage,Cell 5 Temperature,Cell 6 Current,Cell 6 Voltage,Cell 6 Temp,Cell 7 Current,Cell 7 Voltage,Cell 7 Temperature,Cell 8 Current,Cell 8 Voltage,Cell 8 Temp,Cell 9 Current,Cell 9 Voltage,Cell 9 Temp,Cell 10 Current,Cell 10 Voltage,Cell 10 Temp,Cell 11 Current,Cell 11 Voltage,Cell 11 Temp,Cell 12 Current,Cell 12 Voltage,Cell 12 Temp (SENSOR Failed),Cell 13 Current,Cell 13 Voltage,Cell 13 Temp,Cell 14 Current,Cell 14 Voltage,Cell 14 Temp,Cell 15 Current,Cell 15 Voltage,Cell 15 Temp,Cell 16 Current,Cell 16 Voltage,Cell 16 Temp
,,,,,,-11.8482,,,,,,-12.049,,,,,,-10.0076,,,,,,-10.9112,5,5.936,,5.9,5.948,-17.3306,6.2,5.948,,7.5,5.948,-4.81471,4.5,5.936,,5.4,5.956,-7.02687,4.9,5.936,,4.9,5.94,-7.62991
,,,,,,-11.9486,,,,,,-12.1159,,,,,,-10.041,,,,,,-10.9447,5.2,5.94,,5.7,5.944,-17.5644,6.3,5.944,,7.3,5.944,-4.94884,4.6,5.936,,5.2,5.952,-7.06032,4.5,5.936,,4.7,5.94,-7.66343
,,,,,,-12.9522,,,,,,-13.5207,,,,,,-10.9112,,,,,,-11.982,4.2,5.928,,5.2,5.936,-21.403,5.7,5.936,,6.5,5.94,-6.32317,4.3,5.924,,5.5,5.944,-7.9984,4.5,5.928,,4.2,5.928,-8.83572
,,,,,,-13.0525,,,,,,-13.6544,,,,,,-10.9447,,,,,,-12.0155,4.3,5.932,,5.1,5.936,-21.5364,5.4,5.936,,6.5,5.936,-6.75883,4.1,5.928,,5.1,5.944,-8.03191,4.4,5.928,,3.9,5.932,-8.83572
,,,,,,-13.019,,,,,,-13.6544,,,,,,-10.9782,,,,,,-12.049,4,5.932,,4.8,5.932,-21.603,5.5,5.936,,6.4,5.936,-7.06032,4,5.928,,4.8,5.944,-8.06533,4.2,5.928,,4.1,5.932,-8.90258
,,,,,,-13.019,,,,,,-13.7547,,,,,,-10.9782,,,,,,-12.0823,4,5.928,,4.8,5.936,-21.7032,5.2,5.936,,6.3,5.94,-7.32841,4.2,5.924,,4.8,5.94,-8.0989,4.2,5.924,,4.1,5.932,-8.93615
,,,,,,-12.9522,,,,,,-13.6878,,,,,,-11.0117,,,,,,-12.1159,4,5.928,,5,5.94,-21.8032,4.9,5.936,,6.3,5.94,-7.49595,4,5.924,,4.6,5.944,-8.1324,4,5.924,,4,5.932,-8.96964
,,,,,,-13.1863,,,,,,-13.7547,,,,,,-11.0452,,,,,,-12.1493,3.5,5.928,,4.4,5.936,-21.9033,5.3,5.94,,6.1,5.936,-7.66343,3.8,5.928,,4.7,5.94,-8.1324,4.1,5.924,,3.6,5.932,-9.00314
,,,,,,-13.1194,,,,,,-13.855,,,,,,-11.0452,,,,,,-12.1828,3.6,5.932,,4.5,5.94,-22.0034,5.2,5.936,,6.1,5.936,-7.79744,3.6,5.928,,4.7,5.944,-8.16591,3.9,5.928,,4,5.936,-9.03663
,,,,,,-13.2531,,,,,,-13.9219,,,,,,-11.0785,,,,,,-12.1828,3.9,5.928,,4.6,5.936,-22.1034,5.1,5.936,,5.9,5.94,-7.9649,3.7,5.928,,4.3,5.944,-8.23278,3.9,5.928,,4,5.932,-9.07004
,,,,,,-13.1863,,,,,,-13.8885,,,,,,-11.1121,,,,,,-12.2496,3.8,5.94,,4.5,5.948,-22.1701,5,5.944,,5.9,5.944,-8.0989,3.5,5.932,,4.5,5.952,-8.23278,3.9,5.936,,3.8,5.94,-9.07004
,,,,,,-14.39,,,,,,-14.8914,,,,,,-11.9486,,,,,,-13.32,3.5,5.928,,4.1,5.936,-24.7038,4.6,5.936,,5.3,5.936,-11.0452,3.8,5.928,,4.2,5.944,-9.23743,3.8,5.928,,3.5,5.928,-10.0745
,,,,,,-14.4568,,,,,,-14.8914,,,,,,-11.982,,,,,,-13.32,3.4,5.928,,3.8,5.94,-24.7703,4.3,5.94,,5.3,5.932,-11.3129,3.1,5.924,,4.1,5.94,-9.27099,3.5,5.928,,3.3,5.932,-10.1415
,,,,,,-14.4233,,,,,,-14.9583,,,,,,-12.0155,,,,,,-13.3534,3.2,5.928,,4,5.936,-24.8371,4.1,5.936,,4.9,5.936,-11.5471,3.3,5.928,,4.1,5.944,-9.30449,3.3,5.928,,3,5.932,-10.1415
,,,,,,-14.4903,,,,,,-14.858,,,,,,-12.049,,,,,,-13.3869,3.1,5.932,,3.8,5.94,-24.9037,4.5,5.936,,5,5.94,-11.7478,3.1,5.928,,4.1,5.94,-9.33797,3.3,5.928,,2.9,5.932,-10.175
,,,,,,-14.4903,,,,,,-14.9917,,,,,,-12.049,,,,,,-13.4203,3.2,5.932,,3.8,5.936,-24.9703,4.3,5.94,,4.6,5.936,-11.915,3.2,5.932,,3.9,5.948,-9.37146,3.4,5.928,,3.1,5.936,-10.2085
,,,,,,-14.5905,,,,,,-14.8914,,,,,,-12.0823,,,,,,-13.4872,3.1,5.932,,3.7,5.94,-25.0703,3.9,5.944,,4.9,5.936,-12.2163,2.9,5.928,,3.9,5.948,-9.43843,3.2,5.932,,3.2,5.936,-10.2418
,,,,,,-14.624,,,,,,-14.9917,,,,,,-12.1159,,,,,,-13.5207,2.9,5.936,,3.8,5.94,-25.137,4,5.944,,4.7,5.944,-12.35,3.1,5.936,,3.8,5.952,-9.47193,3.3,5.932,,2.9,5.94,-10.2753
,,,,,,-15.0919,,,,,,-15.0919,,,,,,-12.4169,,,,,,-13.9554,3.1,5.936,,3.8,5.94,-26.1364,3.8,5.94,,4.6,5.94,-13.32,2.8,5.932,,3.9,5.948,-10.0076,3.1,5.932,,2.9,5.936,-10.7439
,,,,,,-15.1588,,,,,,-15.0251,,,,,,-12.4504,,,,,,-13.9888,2.9,5.936,,3.4,5.944,-26.203,4,5.944,,4.6,5.944,-13.621,2.9,5.932,,3.9,5.948,-10.041,2.9,5.932,,2.8,5.936,-10.8109
,,,,,,-15.1254,,,,,,-15.0251,,,,,,-12.4504,,,,,,-14.0222,2.7,5.932,,3.5,5.94,-26.2695,3.7,5.944,,4.4,5.944,-13.8885,2.7,5.932,,3.6,5.948,-10.041,2.9,5.932,,2.8,5.94,-10.8444
,,,,,,-16.2615,,,,,,-15.6267,,,,,,-13.1194,,,,,,-15.1254,2.7,5.952,,3.1,5.956,-28.2008,3.4,5.956,,4.4,5.96,-16.7961,2.7,5.948,,3.5,5.96,-11.5805,3.1,5.948,,2.7,5.956,-12.1828
,,,,,,-16.2615,,,,,,-15.5932,,,,,,-13.1528,,,,,,-15.1254,3,5.952,,3.1,5.96,-28.2673,3.2,5.96,,3.7,5.964,-16.9966,2.7,5.952,,3.5,5.968,-11.6475,2.7,5.956,,2.2,5.96,-12.2163
,,,,,,-16.3618,,,,,,-15.6267,,,,,,-13.1863,,,,,,-15.1588,2.5,5.956,,2.9,5.96,-28.3007,3.4,5.964,,4,5.964,-17.1636,2.5,5.952,,3.1,5.968,-11.6809,2.6,5.952,,2.2,5.96,-12.2831
,,,,,,-16.3618,,,,,,-15.6935,,,,,,-13.1863,,,,,,-15.1922,2.7,5.956,,3.2,5.964,-28.4005,3.2,5.964,,4,5.964,-17.2972,2.8,5.952,,3.4,5.968,-11.7144,2.4,5.952,,2.3,5.96,-12.3166
,,,,,,-16.4286,,,,,,-15.6602,,,,,,-13.1863,,,,,,-15.2257,2.6,5.956,,2.9,5.96,-28.4338,3.3,5.96,,4,5.964,-17.4307,2.5,5.952,,3.1,5.968,-11.7813,2.6,5.952,,2.2,5.96,-12.3835
,,,,,,-16.3952,,,,,,-15.7269,,,,,,-13.2197,,,,,,-15.259,2.6,5.952,,2.9,5.964,-28.4671,3,5.964,,3.9,5.96,-17.531,2.5,5.956,,2.8,5.972,-11.8482,2.6,5.952,,2.3,5.956,-12.4169
,,,,,,-16.5289,,,,,,-15.6267,,,,,,-13.2197,,,,,,-15.2925,2.5,5.956,,3.1,5.964,-28.5337,3,5.968,,3.8,5.964,-17.6312,2.6,5.956,,3,5.968,-11.8817,2.6,5.956,,2.3,5.96,-12.4839
,,,,,,-16.4955,,,,,,-15.6935,,,,,,-13.2531,,,,,,-15.326,2.6,5.956,,2.6,5.968,-28.567,3.3,5.968,,3.9,5.964,-17.698,2.6,5.956,,3,5.968,-11.9486,2.7,5.956,,2.3,5.96,-12.4839
,,,,,,-16.5623,,,,,,-15.7603,,,,,,-13.2866,,,,,,-15.3928,2.4,5.964,,2.9,5.968,-28.6335,3,5.972,,3.8,5.972,-17.7982,2.3,5.956,,2.9,5.976,-11.982,2.6,5.96,,2.2,5.964,-12.5508
,,,,,,-16.6625,,,,,,-15.7269,,,,,,-13.2866,,,,,,-15.3928,2.6,5.968,,3,5.976,-28.6668,2.9,5.976,,3.5,5.972,-17.9317,2.3,5.964,,2.8,5.98,-12.049,2.5,5.964,,2.3,5.968,-12.5841
,,,,,,-17.7647,,,,,,-16.2615,,,,,,-14.0222,,,,,,-16.6625,2.4,5.952,,2.9,5.96,-30.2307,3.1,5.964,,3.5,5.956,-20.4353,2.4,5.952,,3,5.964,-14.0556,2.4,5.952,,2,5.956,-14.5237
,,,,,,-17.7982,,,,,,-16.295,,,,,,-14.0556,,,,,,-16.696,2.5,5.952,,2.7,5.96,-30.2972,2.6,5.96,,3.6,5.964,-20.6022,2.2,5.952,,2.7,5.968,-14.1225,2.3,5.956,,2.1,5.956,-14.5905
,,,,,,-17.7982,,,,,,-16.3285,,,,,,-14.089,,,,,,-16.7293,2.5,5.956,,2.5,5.96,-30.3304,2.7,5.964,,3.6,5.964,-20.769,2.1,5.952,,2.8,5.968,-14.1894,2.2,5.956,,2,5.96,-14.624
,,,,,,-17.8984,,,,,,-16.295,,,,,,-14.089,,,,,,-16.7961,2.3,5.956,,2.5,5.964,-30.3637,2.8,5.968,,3.2,5.964,-20.8692,2.1,5.956,,2.6,5.968,-14.2562,2.1,5.956,,2.1,5.96,-14.7243
,,,,,,-18.2991,,,,,,-16.5956,,,,,,-14.4233,,,,,,-17.3974,2.2,5.956,,2.5,5.96,-30.929,2.8,5.96,,3.4,5.96,-21.8366,2.1,5.952,,2.7,5.964,-15.2257,2.1,5.952,,1.7,5.96,-15.6602
,,,,,,-18.3659,,,,,,-16.5289,,,,,,-14.4568,,,,,,-17.4307,2.2,5.956,,2.3,5.96,-30.929,2.6,5.964,,3.1,5.96,-21.97,2.1,5.952,,2.6,5.968,-15.2925,2,5.952,,1.9,5.96,-15.7603
,,,,,,-18.4326,,,,,,-16.5623,,,,,,-14.4903,,,,,,-17.4642,2.1,5.956,,2.6,5.964,-30.9956,2.6,5.964,,3.1,5.964,-22.1034,2,5.952,,2.5,5.972,-15.3593,2.1,5.952,,1.9,5.96,-15.7938
,,,,,,-18.466,,,,,,-16.6291,,,,,,-14.4903,,,,,,-17.531,1.9,5.956,,2.5,5.96,-30.9956,2.7,5.964,,3.2,5.96,-22.2034,1.8,5.952,,2.8,5.968,-15.4261,2.1,5.952,,1.8,5.956,-15.8272
,,,,,,-18.5662,,,,,,-16.5623,,,,,,-14.5237,,,,,,-17.531,2.1,5.956,,2.5,5.96,-31.0289,2.8,5.964,,3.2,5.964,-22.2701,1.9,5.952,,2.6,5.968,-15.4596,1.9,5.956,,1.7,5.956,-15.8941
,,,,,,-18.633,,,,,,-16.5956,,,,,,-14.5572,,,,,,-17.5644,2.1,5.956,,2.4,5.968,-31.0622,2.6,5.968,,3.1,5.964,-22.3702,1.8,5.956,,2.6,5.972,-15.5599,1.8,5.952,,1.8,5.964,-15.9609
,,,,,,-18.5328,,,,,,-16.5956,,,,,,-14.5572,,,,,,-17.6312,2,5.956,,2.7,5.964,-31.1287,2.6,5.964,,3.3,5.96,-22.4036,2,5.952,,2.6,5.968,-15.5932,1.9,5.952,,1.9,5.96,-16.0611
,,,,,,-19.3007,,,,,,-16.9632,,,,,,-15.0251,,,,,,-18.4326,2,5.964,,2.3,5.968,-31.7272,2.6,5.972,,3.3,5.968,-23.5038,1.9,5.96,,2.4,5.976,-16.8964,2,5.964,,1.7,5.968,-17.3306
,,,,,,-19.2672,,,,,,-16.9632,,,,,,-15.0585,,,,,,-18.4994,1.9,5.964,,2.3,5.972,-31.7604,2.4,5.972,,3.2,5.972,-23.6705,1.9,5.96,,2.3,5.976,-16.9297,2.1,5.964,,1.4,5.968,-17.3974
,,,,,,-19.2005,,,,,,-16.9966,,,,,,-15.0919,,,,,,-18.5328,2.1,5.968,,2.5,5.972,-31.7937,2.3,5.972,,3.2,5.972,-23.7372,1.8,5.964,,2.4,5.98,-16.9966,1.8,5.964,,1.4,5.968,-17.4642
,,,,,,-19.3341,,,,,,-16.9632,,,,,,-15.1254,,,,,,-18.5995,2,5.964,,2.2,5.972,-31.7937,2.6,5.972,,2.9,5.972,-23.8372,1.8,5.96,,2.5,5.976,-17.0967,1.6,5.96,,1.6,5.968,-17.5644
,,,,,,-19.4341,,,,,,-17.0634,,,,,,-15.1254,,,,,,-18.633,1.8,5.964,,2.2,5.976,-31.827,2.3,5.972,,2.8,5.972,-23.9039,1.9,5.964,,2.4,5.98,-17.1636,1.9,5.964,,1.6,5.968,-17.5977
,,,,,,-19.3675,,,,,,-17.1302,,,,,,-15.1922,,,,,,-18.6998,1.9,5.968,,2.1,5.968,-31.8602,2.3,5.976,,2.8,5.972,-23.9705,1.6,5.964,,2.4,5.976,-17.2637,1.9,5.964,,1.7,5.968,-17.698
,,,,,,-20.3019,,,,,,-17.4307,,,,,,-15.7938,,,,,,-19.6679,1.9,5.964,,2.2,5.976,-32.4586,2.5,5.972,,2.9,5.972,-25.1036,1.9,5.964,,2.3,5.98,-18.6664,2.1,5.968,,1.9,5.972,-19.1337
,,,,,,-20.2018,,,,,,-17.4642,,,,,,-15.8272,,,,,,-19.7012,2.2,5.972,,2.3,5.98,-32.4919,2.4,5.976,,2.8,5.972,-25.1703,1.7,5.968,,2.4,5.98,-18.7332,1.7,5.968,,1.6,5.972,-19.2005
,,,,,,-20.2352,,,,,,-17.5644,,,,,,-15.8606,,,,,,-19.7346,1.9,5.976,,2.1,5.98,-32.4919,2.1,5.98,,2.8,5.98,-25.3035,1.8,5.972,,2.4,5.984,-18.7664,1.7,5.972,,1.5,5.98,-19.2672
,,,,,,-20.7357,,,,,,-17.7982,,,,,,-16.1948,,,,,,-20.3019,1.8,5.976,,2.2,5.984,-32.791,2.2,5.988,,2.7,5.984,-25.8699,1.8,5.98,,2.2,5.988,-19.5677,1.6,5.976,,1.7,5.98,-20.1016
,,,,,,-20.8358,,,,,,-17.698,,,,,,-16.2615,,,,,,-20.3353,1.9,5.976,,2.1,5.984,-32.8242,2.2,5.984,,2.7,5.98,-25.9698,1.9,5.972,,2,5.988,-19.6345,2,5.976,,1.6,5.98,-20.1684
,,,,,,-20.769,,,,,,-17.7647,,,,,,-16.295,,,,,,-20.4021,1.8,5.972,,2.1,5.98,-32.8242,2.2,5.98,,2.8,5.976,-26.0364,1.5,5.972,,2.2,5.984,-19.7346,1.7,5.972,,1.6,5.976,-20.2352
,,,,,,-20.8024,,,,,,-17.8316,,,,,,-16.295,,,,,,-20.4688,1.9,5.968,,2.1,5.976,-32.8907,1.9,5.976,,2.5,5.972,-26.103,1.6,5.964,,2.1,5.984,-19.8013,1.7,5.968,,1.4,5.976,-20.3353
,,,,,,-20.8692,,,,,,-17.8316,,,,,,-16.3285,,,,,,-20.4688,2.1,5.972,,2,5.98,-32.8907,1.9,5.98,,2.5,5.98,-26.1364,1.6,5.972,,2.2,5.988,-19.8681,1.4,5.972,,1.8,5.976,-20.3687
,,,,,,-20.9025,,,,,,-17.865,,,,,,-16.3952,,,,,,-20.5689,1.8,5.968,,2,5.98,-32.9239,2.2,5.984,,2.5,5.976,-26.2363,1.5,5.968,,1.9,5.984,-19.9015,1.7,5.972,,1.4,5.98,-20.4353
,,,,,,-20.9358,,,,,,-17.865,,,,,,-16.3952,,,,,,-20.6022,1.8,5.976,,1.8,5.984,-32.9239,2.4,5.984,,2.6,5.98,-26.2695,1.7,5.972,,2,5.988,-20.0016,1.7,5.976,,1.4,5.98,-20.5021
,,,,,,-20.9358,,,,,,-17.8316,,,,,,-16.4621,,,,,,-20.6356,1.9,5.976,,2.1,5.984,-32.9572,2,5.984,,2.5,5.984,-26.3029,1.4,5.972,,2.1,5.988,-20.0684,1.6,5.976,,1.6,5.976,-20.5689
,,,,,,-21.0026,,,,,,-17.7982,,,,,,-16.4621,,,,,,-20.7024,2,5.976,,1.9,5.98,-32.9904,2.1,5.984,,2.3,5.976,-26.3695,1.3,5.972,,2.3,5.984,-20.135,1.4,5.976,,1.3,5.976,-20.6356
,,,,,,-21.0026,,,,,,-17.9652,,,,,,-16.4955,,,,,,-20.7357,1.6,5.976,,2,5.984,-33.0236,2,5.984,,2.7,5.98,-26.4361,1.6,5.972,,2,5.988,-20.2018,1.5,5.976,,1.5,5.98,-20.7024
,,,,,,-21.036,,,,,,-17.8984,,,,,,-16.5623,,,,,,-20.769,1.9,5.976,,2.1,5.984,-33.0569,2.1,5.984,,2.7,5.984,-26.4695,1.6,5.976,,1.9,5.992,-20.2685,1.6,5.976,,1.5,5.984,-20.769
,,,,,,-23.7039,,,,,,-19.7012,,,,,,-19.1671,,,,,,-24.2038,1.9,5.984,,1.9,5.996,-34.253,2.3,5.992,,2.3,5.992,-29.3324,1.6,5.984,,1.8,6,-24.5704,1.7,5.984,,1.5,5.988,-25.2035
,,,,,,-23.8372,,,,,,-19.6679,,,,,,-19.2005,,,,,,-24.2372,1.6,5.988,,1.8,5.992,-34.253,1.6,5.992,,2.2,5.992,-29.3989,1.6,5.988,,1.8,6,-24.6037,1.4,5.988,,1.2,5.992,-25.2369
,,,,,,-23.8372,,,,,,-19.7346,,,,,,-19.2339,,,,,,-24.3038,1.6,5.988,,1.7,5.992,-34.253,2.1,5.992,,2.1,5.992,-29.4321,1.3,5.988,,1.6,6,-24.6704,1.5,5.988,,1.4,5.988,-25.2701
,,,,,,-23.8705,,,,,,-19.7346,,,,,,-19.3007,,,,,,-24.3372,1.8,5.988,,1.9,6,-34.2863,2.1,5.996,,2.2,5.992,-29.4655,1.2,5.988,,1.8,6,-24.7038,1.7,5.984,,1.4,5.992,-25.3702
,,,,,,-23.9039,,,,,,-19.7346,,,,,,-19.3341,,,,,,-24.4038,1.8,5.992,,1.8,6,-34.2863,1.9,6,,2.4,5.996,-29.4988,1.4,5.988,,1.8,6.004,-24.7703,1.4,5.988,,1.4,5.996,-25.4035
,,,,,,-23.9705,,,,,,-19.8013,,,,,,-19.3675,,,,,,-24.4371,1.6,5.988,,1.9,5.996,-34.3196,2.1,6,,2.3,5.992,-29.5653,1.4,5.992,,1.6,6,-24.8037,1.3,5.988,,1.4,5.992,-25.4367
,,,,,,-23.9705,,,,,,-19.8013,,,,,,-19.4008,,,,,,-24.4705,1.6,5.988,,1.7,5.988,-34.3527,2,5.992,,2,5.992,-29.5985,1.5,5.984,,1.8,6,-24.8371,1.1,5.988,,1.3,5.992,-25.5035
,,,,,,-23.9705,,,,,,-19.9015,,,,,,-19.4341,,,,,,-24.5038,1.6,5.988,,1.5,5.996,-34.3527,2,5.996,,2.1,5.992,-29.6318,1.3,5.988,,1.5,6.004,-24.9037,1.4,5.988,,1.2,5.996,-25.57
,,,,,,-24.0372,,,,,,-19.9682,,,,,,-19.4675,,,,,,-24.5704,1.9,5.992,,1.9,5.992,-34.3527,2,5.996,,2.1,5.992,-29.6651,1.3,5.984,,1.8,6,-24.9369,1.5,5.988,,1.3,5.996,-25.6367
,,,,,,-24.3705,,,,,,-20.0684,,,,,,-19.8013,,,,,,-24.9369,1.7,5.98,,1.8,5.988,-34.4191,1.7,5.988,,2.1,5.988,-29.9312,1.1,5.976,,1.8,5.992,-25.3702,1.4,5.98,,1.3,5.984,-26.0364
,,,,,,-24.4038,,,,,,-20.1684,,,,,,-19.8347,,,,,,-24.9703,2,5.98,,1.7,5.992,-34.4191,2,5.988,,1.9,5.988,-29.9645,1.2,5.98,,1.6,5.996,-25.4367,1.2,5.98,,1.3,5.988,-26.0697
,,,,,,-24.4371,,,,,,-20.1684,,,,,,-19.9015,,,,,,-25.0037,1.6,5.984,,1.8,5.992,-34.4524,1.9,5.988,,2,5.988,-29.9978,0.8,5.98,,1.7,5.996,-25.4701,1.3,5.98,,1.2,5.988,-26.1364
,,,,,,-24.4038,,,,,,-20.1684,,,,,,-19.9015,,,,,,-25.037,1.7,5.984,,1.7,5.988,-34.4524,1.6,5.992,,1.9,5.988,-30.0311,1.1,5.984,,1.4,5.996,-25.5368,1.2,5.984,,1.3,5.984,-26.1697
,,,,,,-25.137,,,,,,-20.769,,,,,,-20.7024,,,,,,-25.9032,1.9,5.98,,1.7,5.988,-34.685,1.7,5.988,,2,5.988,-30.5633,1.3,5.976,,1.5,5.992,-26.4361,1.3,5.98,,1.3,5.984,-27.1021
,,,,,,-25.2369,,,,,,-20.8692,,,,,,-20.7357,,,,,,-25.9032,1.7,5.98,,1.8,5.988,-34.685,1.6,5.988,,2,5.988,-30.5965,1.1,5.976,,1.7,5.996,-26.4695,1.3,5.98,,1,5.984,-27.1355
,,,,,,-25.1703,,,,,,-20.9025,,,,,,-20.769,,,,,,-25.9364,1.9,5.98,,1.5,5.988,-34.685,1.7,5.988,,2,5.988,-30.6298,1.4,5.98,,1.8,5.992,-26.5028,1.3,5.98,,1.1,5.98,-27.2021
,,,,,,-25.2701,,,,,,-20.8358,,,,,,-20.8024,,,,,,-26.0031,1.9,5.98,,1.8,5.984,-34.685,1.4,5.984,,2.1,5.984,-30.663,1.1,5.98,,1.7,5.992,-26.5693,1.2,5.98,,0.9,5.984,-27.2353
,,,,,,-25.3035,,,,,,-20.8692,,,,,,-20.8358,,,,,,-26.0364,1.7,5.98,,1.5,5.984,-34.7181,1.7,5.984,,1.8,5.98,-30.6963,0.9,5.976,,1.7,5.988,-26.6026,1,5.98,,1,5.98,-27.2686
,,,,,,-25.2701,,,,,,-20.8358,,,,,,-20.8692,,,,,,-26.0697,1.8,5.98,,1.6,5.988,-34.7513,1.5,5.988,,2.1,5.984,-30.7296,1.1,5.976,,1.7,5.992,-26.6693,0.9,5.976,,1,5.984,-27.3019
,,,,,,-25.3035,,,,,,-20.9693,,,,,,-20.9358,,,,,,-26.0697,1.6,5.98,,1.9,5.988,-34.7181,1.7,5.988,,1.8,5.988,-30.7296,1.3,5.98,,1.4,5.992,-26.6693,1.1,5.98,,1,5.984,-27.3352
,,,,,,-25.4035,,,,,,-20.9358,,,,,,-20.9693,,,,,,-26.1364,1.8,5.98,,1.5,5.988,-34.7181,1.5,5.984,,2,5.984,-30.7628,1,5.98,,1.5,5.992,-26.7359,1.1,5.98,,1.2,5.984,-27.3685
,,,,,,-26.4695,,,,,,-22.0034,,,,,,-22.2368,,,,,,-27.3685,1.7,5.968,,1.8,5.976,-34.9839,1.7,5.98,,1.9,5.976,-31.4612,1.3,5.968,,1.4,5.984,-28.0344,1.3,5.968,,1.2,5.976,-28.6668
,,,,,,-26.5028,,,,,,-21.9366,,,,,,-22.3035,,,,,,-27.4018,1.9,5.968,,1.7,5.976,-34.9839,1.7,5.976,,1.7,5.976,-31.4945,0.7,5.968,,1.5,5.984,-28.0677,1.3,5.972,,1,5.972,-28.7334
,,,,,,-26.5028,,,,,,-22.0034,,,,,,-22.3369,,,,,,-27.4351,1.7,5.972,,1.5,5.976,-35.0171,1.8,5.976,,1.8,5.976,-31.5277,1.1,5.968,,1.5,5.98,-28.1009,1.1,5.968,,1.1,5.972,-28.7334
,,,,,,-26.5693,,,,,,-22.0367,,,,,,-22.3702,,,,,,-27.4684,1.5,5.968,,1.7,5.976,-34.9839,1.4,5.98,,1.7,5.976,-31.561,1.1,5.968,,1.4,5.98,-28.1676,1.1,5.968,,0.9,5.976,-28.7999
,,,,,,-26.6026,,,,,,-22.0701,,,,,,-22.4036,,,,,,-27.535,1.7,5.972,,1.3,5.98,-35.0171,1.6,5.984,,2,5.976,-31.5942,1.1,5.968,,1.3,5.984,-28.2008,1,5.972,,1.1,5.976,-28.8332
,,,,,,-27.768,,,,,,-23.3038,,,,,,-23.9705,,,,,,-28.8665,1.7,5.98,,1.7,5.988,-35.2828,1.6,5.988,,1.9,5.984,-32.3256,1.1,5.976,,1.3,5.992,-29.532,0.8,5.976,,0.9,5.98,-30.1974
,,,,,,-27.868,,,,,,-23.3705,,,,,,-23.9705,,,,,,-28.8998,1.7,5.98,,1.6,5.988,-35.2828,1.6,5.984,,1.7,5.984,-32.3256,0.9,5.98,,1.7,5.992,-29.5653,1.1,5.98,,0.8,5.984,-30.1974
,,,,,,-27.8347,,,,,,-23.3705,,,,,,-24.0372,,,,,,-28.8998,1.7,5.98,,1.6,5.984,-35.2828,1.3,5.988,,1.7,5.984,-32.3589,1,5.976,,1.4,5.992,-29.5653,1,5.98,,1.2,5.984,-30.1974
,,,,,,-27.868,,,,,,-23.4039,,,,,,-24.0705,,,,,,-28.933,1.7,5.976,,1.2,5.984,-35.316,1.5,5.988,,1.4,5.988,-32.3921,1,5.976,,1.2,5.992,-29.6318,1,5.976,,1.1,5.984,-30.2307
,,,,,,-27.9344,,,,,,-23.4371,,,,,,-24.1038,,,,,,-28.9663,1.5,5.984,,1.7,5.988,-35.316,1.6,5.988,,1.7,5.988,-32.3921,1,5.98,,1.2,5.992,-29.6318,1.1,5.98,,1,5.984,-30.2307
,,,,,,-27.9344,,,,,,-23.4706,,,,,,-24.1372,,,,,,-28.9996,1.7,5.98,,1.7,5.984,-35.316,1.6,5.984,,1.7,5.984,-32.4253,0.9,5.972,,1.2,5.992,-29.6651,1.1,5.98,,1.1,5.984,-30.2972
,,,,,,-27.9344,,,,,,-23.4706,,,,,,-24.1372,,,,,,-29.0329,1.5,5.98,,1.3,5.988,-35.316,1.5,5.984,,1.7,5.988,-32.4253,0.7,5.976,,1.3,5.988,-29.6651,0.7,5.98,,0.9,5.984,-30.2972
,,,,,,-28.4005,,,,,,-24.0372,,,,,,-24.7371,,,,,,-29.4321,1.3,5.984,,1.7,5.988,-35.3824,1.6,5.988,,1.9,5.988,-32.6248,1,5.976,,1.2,5.996,-30.1309,1.1,5.976,,1.3,5.984,-30.7296
,,,,,,-28.3672,,,,,,-24.0372,,,,,,-24.7703,,,,,,-29.4655,1.8,5.98,,1.3,5.988,-35.3824,1.5,5.988,,1.8,5.988,-32.6913,0.8,5.98,,1.3,5.996,-30.1309,1.1,5.98,,1.1,5.984,-30.7628
,,,,,,-28.3672,,,,,,-24.0705,,,,,,-24.8037,,,,,,-29.4988,1.4,5.984,,1.5,5.988,-35.3824,1.2,5.988,,1.8,5.988,-32.6913,1.1,5.98,,1.2,5.996,-30.1974,1.4,5.98,,1.2,5.984,-30.7961
,,,,,,-28.3672,,,,,,-24.1038,,,,,,-24.8371,,,,,,-29.532,1.6,5.984,,1.5,5.988,-35.4488,1.3,5.988,,1.5,5.988,-32.7245,0.6,5.976,,1.2,5.996,-30.1974,1,5.98,,1.1,5.984,-30.7961
,,,,,,-28.567,,,,,,-24.1372,,,,,,-24.8371,,,,,,-29.5653,1.6,5.98,,1.3,5.984,-35.4155,1.3,5.988,,1.9,5.984,-32.7245,0.6,5.98,,0.7,5.992,-30.2307,1,5.98,,0.9,5.984,-30.8294
