Cell 1 Timestamp,60pct Cell 1 Current,60pct Cell 1 Voltage,60pct Cell 1 Temp,Cell 1 Resistance,Cell 2 Timestamp,60pct Cell 2 Current,60pct Cell 2 Voltage,60pct Cell 2 Temp,Cell 2 Resistance,Cell 3 Timestamp,60pct Cell 3 Current,60pct Cell 3 Voltage,60pct Cell 3 Temp,Cell 3 Resistance,Cell 4 Timestamp,60pct Cell 4 Current,60pct Cell 4 Voltage,60pct Cell 4 Temp,Cell 4 Resistance,Cell 5 Timestamp,60pct Cell 5 Current,60pct Cell 5 Voltage,60pct Cell 5 Temp,Cell 5 Resistance,Cell 6 Timestamp,60pct Cell 6 Current,60pct Cell 6 Voltage,60pct Cell 6 Temp,Cell 6 Resistance,Cell 7 Timestamp,55pct Cell 7 Current,55pct Cell 7 Voltage,55pct Cell 7 Temp,Cell 7 Resistance,Cell 8 Timestamp,55pct Cell 8 Current,55pct Cell 8 Voltage,55pct Cell 8 Temp,Cell 8 Resistance,Cell 9 Timestamp,55pct Cell 9 Current,55pct Cell 9 Voltage,55pct Cell 9 Temp,Cell 9 Resistance,Cell 10 Timestamp,55pct Cell 10 Current,55pct Cell 10 Voltage,55pct Cell 10 Temp,Cell 10 Resistance,Cell 11 Timestamp,55pct Cell 11 Current,55pct Cell 11 Voltage,55pct Cell 11 Temp,Cell 11 Resistance,Cell 12 Timestamp,55pct Cell 12 Current,55pct Cell 12 Voltage,55pct Cell 12 Temp,Cell 12 Resistance,Cell 13 Timestamp,45pct Cell 13 Current,45pct Cell 13 Voltage,45pct Cell 13 Temp,Cell 13 Resistance,Cell 14 Timestamp,45pct Cell 14 Current,45pct Cell 14 Voltage,45pct Cell 14 Temp,Cell 14 Resistance,Cell 15 Timestamp,40pct Cell 15 Current,40pct Cell 15 Voltage,40pct Cell 15 Temp,Cell 15 Resistance,Cell 16 Timestamp,40pct Cell 16 Current,40pct Cell 16 Voltage,40pct Cell 16 Temp,Cell 16 Resistance
11-07-2025-Fri 16-04-02-PM,0.3,5.808,-73.776,24.2,11-07-2025-Fri 16-05-15-PM,0.3,5.812,-71.91,24.2167,11-07-2025-Fri 16-08-42-PM,0.4,5.812,-74.715,18.1625,11-07-2025-Fri 16-06-25-PM,0.0,5.816,-69.0242,inf,11-07-2025-Fri 16-12-11-PM,-0.1,5.812,-78.51,-72.65,11-07-2025-Fri 16-09-10-PM,0.2,5.812,-75.1523,36.325,11-07-2025-Fri 16-04-02-PM,0.2,5.816,-72.27,36.35,11-07-2025-Fri 16-06-11-PM,0.1,5.812,-74.5632,72.65,11-07-2025-Fri 16-03-57-PM,0.0,5.804,-76.5594,inf,11-07-2025-Fri 16-05-13-PM,0.2,5.812,-74.453,36.325,11-07-2025-Fri 16-03-57-PM,0.4,5.816,-73.5481,18.175,11-07-2025-Fri 16-02-58-PM,0.1,5.812,-69.449,72.65,11-07-2025-Fri 16-02-58-PM,0.1,5.804,-69.6804,72.55,11-07-2025-Fri 16-05-08-PM,0.4,5.816,-72.314,18.175,11-07-2025-Fri 16-01-45-PM,0.2,5.804,-71.6805,36.275,11-07-2025-Fri 16-01-14-PM,0.1,5.808,-70.828,72.6
11-07-2025-Fri 16-04-05-PM,0.2,5.804,-73.776,36.275,11-07-2025-Fri 16-05-18-PM,0.0,5.812,-71.91,inf,11-07-2025-Fri 16-08-44-PM,0.3,5.816,-74.769,24.2333,11-07-2025-Fri 16-07-02-PM,0.5,5.82,-69.5164,14.55,11-07-2025-Fri 16-12-13-PM,0.1,5.812,-78.575,72.65,11-07-2025-Fri 16-09-12-PM,0.1,5.816,-75.1851,72.7,11-07-2025-Fri 16-04-05-PM,0.3,5.816,-72.303,24.2333,11-07-2025-Fri 16-06-14-PM,0.6,5.816,-74.5632,12.1167,11-07-2025-Fri 16-04-00-PM,0.4,5.808,-76.5921,18.15,11-07-2025-Fri 16-05-15-PM,0.1,5.812,-74.464,72.65,11-07-2025-Fri 16-04-00-PM,0.1,5.816,-73.5481,72.7,11-07-2025-Fri 16-03-01-PM,0.6,5.808,-69.493,12.1,11-07-2025-Fri 16-03-01-PM,0.2,5.8,-69.7132,36.25,11-07-2025-Fri 16-05-11-PM,0.1,5.816,-72.325,72.7,11-07-2025-Fri 16-01-48-PM,0.2,5.804,-71.6805,36.275,11-07-2025-Fri 16-01-42-PM,0.3,5.808,-71.32,24.2
11-07-2025-Fri 16-04-07-PM,0.3,5.804,-73.808,24.1833,11-07-2025-Fri 16-05-20-PM,0.1,5.812,-71.9427,72.65,11-07-2025-Fri 16-09-01-PM,0.3,5.812,-75.206,24.2167,11-07-2025-Fri 16-07-04-PM,0.0,5.82,-69.5492,inf,11-07-2025-Fri 16-12-23-PM,0.1,5.816,-78.717,72.7,11-07-2025-Fri 16-09-15-PM,0.1,5.816,-75.2833,72.7,11-07-2025-Fri 16-04-07-PM,0.1,5.812,-72.325,72.65,11-07-2025-Fri 16-06-16-PM,0.1,5.816,-74.5632,72.7,11-07-2025-Fri 16-04-02-PM,0.3,5.808,-76.5921,24.2,11-07-2025-Fri 16-05-18-PM,0.3,5.812,-74.486,24.2167,11-07-2025-Fri 16-04-02-PM,0.0,5.816,-73.5808,inf,11-07-2025-Fri 16-03-03-PM,0.1,5.808,-69.493,72.6,11-07-2025-Fri 16-03-03-PM,0.3,5.804,-69.7132,24.1833,11-07-2025-Fri 16-05-13-PM,0.2,5.816,-72.346,36.35,11-07-2025-Fri 16-01-50-PM,-0.1,5.804,-71.7461,-72.55,11-07-2025-Fri 16-01-45-PM,0.2,5.808,-71.369,36.3
11-07-2025-Fri 16-05-08-PM,0.2,5.808,-74.447,36.3,11-07-2025-Fri 16-05-22-PM,0.4,5.812,-72.0083,18.1625,11-07-2025-Fri 16-09-03-PM,0.1,5.812,-75.282,72.65,11-07-2025-Fri 16-07-07-PM,0.1,5.816,-69.6148,72.7,11-07-2025-Fri 16-12-25-PM,0.4,5.812,-78.782,18.1625,11-07-2025-Fri 16-09-17-PM,0.1,5.816,-75.3159,72.7,11-07-2025-Fri 16-05-08-PM,0.5,5.816,-73.078,14.54,11-07-2025-Fri 16-06-18-PM,0.4,5.812,-74.6286,18.1625,11-07-2025-Fri 16-04-05-PM,0.1,5.804,-76.6247,72.55,11-07-2025-Fri 16-05-20-PM,0.2,5.812,-74.519,36.325,11-07-2025-Fri 16-04-05-PM,0.2,5.816,-73.6136,36.35,11-07-2025-Fri 16-03-05-PM,0.2,5.808,-69.548,36.3,11-07-2025-Fri 16-03-05-PM,0.2,5.804,-69.7788,36.275,11-07-2025-Fri 16-05-15-PM,0.1,5.82,-72.39,72.75,11-07-2025-Fri 16-01-52-PM,0.1,5.804,-71.7789,72.55,11-07-2025-Fri 16-01-48-PM,0.0,5.808,-71.386,inf
11-07-2025-Fri 16-05-11-PM,0.5,5.808,-74.496,14.52,11-07-2025-Fri 16-05-25-PM,0.4,5.816,-72.0738,18.175,11-07-2025-Fri 16-09-05-PM,0.1,5.812,-75.369,72.65,11-07-2025-Fri 16-07-09-PM,0.4,5.82,-69.6476,18.1875,11-07-2025-Fri 16-12-28-PM,0.2,5.812,-78.826,36.325,11-07-2025-Fri 16-09-19-PM,0.5,5.816,-75.4142,14.54,11-07-2025-Fri 16-05-11-PM,0.2,5.816,-73.1,36.35,11-07-2025-Fri 16-06-21-PM,0.0,5.816,-74.6613,inf,11-07-2025-Fri 16-04-07-PM,0.3,5.804,-76.6247,24.1833,11-07-2025-Fri 16-05-22-PM,0.1,5.812,-74.551,72.65,11-07-2025-Fri 16-04-07-PM,0.0,5.812,-73.6463,inf,11-07-2025-Fri 16-03-57-PM,0.0,5.816,-70.335,inf,11-07-2025-Fri 16-03-57-PM,0.2,5.804,-70.5987,36.275,11-07-2025-Fri 16-05-18-PM,0.1,5.82,-72.412,72.75,11-07-2025-Fri 16-01-54-PM,0.1,5.804,-71.8116,72.55,11-07-2025-Fri 16-01-50-PM,0.4,5.808,-71.435,18.15
11-07-2025-Fri 16-05-13-PM,0.2,5.808,-74.513,36.3,11-07-2025-Fri 16-05-27-PM,0.3,5.812,-72.041,24.2167,11-07-2025-Fri 16-09-08-PM,0.2,5.816,-75.435,36.35,11-07-2025-Fri 16-07-11-PM,0.1,5.82,-69.6804,72.75,11-07-2025-Fri 16-12-30-PM,0.0,5.816,-78.847,inf,11-07-2025-Fri 16-09-22-PM,0.2,5.812,-75.4469,36.325,11-07-2025-Fri 16-05-13-PM,0.1,5.812,-73.122,72.65,11-07-2025-Fri 16-06-23-PM,0.1,5.812,-74.6941,72.65,11-07-2025-Fri 16-05-08-PM,0.2,5.804,-77.0827,36.275,11-07-2025-Fri 16-05-25-PM,0.3,5.812,-74.573,24.2167,11-07-2025-Fri 16-05-08-PM,0.0,5.812,-74.3339,inf,11-07-2025-Fri 16-04-00-PM,0.1,5.808,-70.346,72.6,11-07-2025-Fri 16-04-00-PM,0.3,5.8,-70.6315,24.1667,11-07-2025-Fri 16-05-20-PM,0.3,5.82,-72.456,24.25,11-07-2025-Fri 16-01-57-PM,0.1,5.808,-71.8444,72.6,11-07-2025-Fri 16-01-52-PM,0.0,5.812,-71.484,inf
11-07-2025-Fri 16-05-15-PM,0.1,5.804,-74.513,72.55,11-07-2025-Fri 16-06-02-PM,0.1,5.812,-72.4343,72.65,11-07-2025-Fri 16-09-10-PM,0.0,5.816,-75.489,inf,11-07-2025-Fri 16-07-14-PM,0.1,5.816,-69.6804,72.7,11-07-2025-Fri 16-12-33-PM,0.2,5.812,-78.913,36.325,11-07-2025-Fri 16-09-24-PM,0.3,5.816,-75.5124,24.2333,11-07-2025-Fri 16-05-15-PM,0.2,5.816,-73.166,36.35,11-07-2025-Fri 16-06-25-PM,0.2,5.812,-74.6941,36.325,11-07-2025-Fri 16-05-11-PM,0.1,5.804,-77.1153,72.55,11-07-2025-Fri 16-05-27-PM,0.2,5.812,-74.595,36.325,11-07-2025-Fri 16-05-11-PM,-0.1,5.812,-74.3339,-72.65,11-07-2025-Fri 16-04-02-PM,-0.1,5.812,-70.401,-72.65,11-07-2025-Fri 16-04-02-PM,-0.1,5.804,-70.6315,-72.55,11-07-2025-Fri 16-05-22-PM,0.1,5.816,-72.467,72.7,11-07-2025-Fri 16-01-59-PM,0.0,5.804,-71.8771,inf,11-07-2025-Fri 16-01-54-PM,0.2,5.808,-71.533,36.3
11-07-2025-Fri 16-05-18-PM,0.1,5.808,-74.529,72.6,11-07-2025-Fri 16-06-04-PM,0.1,5.812,-72.5325,72.65,11-07-2025-Fri 16-09-12-PM,0.0,5.812,-75.522,inf,11-07-2025-Fri 16-07-16-PM,-0.1,5.82,-69.7132,-72.75,11-07-2025-Fri 16-13-13-PM,0.0,5.816,-79.545,inf,11-07-2025-Fri 16-09-26-PM,0.1,5.812,-75.6106,72.65,11-07-2025-Fri 16-05-18-PM,0.1,5.816,-73.176,72.7,11-07-2025-Fri 16-07-02-PM,0.0,5.816,-75.0214,inf,11-07-2025-Fri 16-05-13-PM,0.2,5.804,-77.1153,36.275,11-07-2025-Fri 16-06-02-PM,0.1,5.812,-74.901,72.65,11-07-2025-Fri 16-05-13-PM,0.0,5.812,-74.3339,inf,11-07-2025-Fri 16-04-05-PM,0.2,5.812,-70.422,36.325,11-07-2025-Fri 16-04-05-PM,-0.1,5.804,-70.697,-72.55,11-07-2025-Fri 16-05-25-PM,0.2,5.816,-72.488,36.35,11-07-2025-Fri 16-02-01-PM,0.2,5.804,-71.91,36.275,11-07-2025-Fri 16-01-57-PM,0.2,5.808,-71.549,36.3
11-07-2025-Fri 16-05-20-PM,0.4,5.804,-74.562,18.1375,11-07-2025-Fri 16-06-07-PM,0.3,5.812,-72.5653,24.2167,11-07-2025-Fri 16-09-15-PM,0.0,5.812,-75.62,inf,11-07-2025-Fri 16-07-19-PM,0.2,5.82,-69.6804,36.375,11-07-2025-Fri 16-13-15-PM,0.1,5.812,-79.566,72.65,11-07-2025-Fri 16-09-29-PM,0.1,5.816,-75.6432,72.7,11-07-2025-Fri 16-05-20-PM,0.1,5.816,-73.209,72.7,11-07-2025-Fri 16-07-04-PM,0.1,5.812,-75.0541,72.65,11-07-2025-Fri 16-05-15-PM,0.1,5.804,-77.1153,72.55,11-07-2025-Fri 16-06-04-PM,0.1,5.812,-74.955,72.65,11-07-2025-Fri 16-05-15-PM,0.1,5.812,-74.3667,72.65,11-07-2025-Fri 16-04-07-PM,0.1,5.812,-70.466,72.65,11-07-2025-Fri 16-04-07-PM,0.0,5.804,-70.7298,inf,11-07-2025-Fri 16-05-27-PM,0.0,5.816,-72.532,inf,11-07-2025-Fri 16-02-04-PM,0.4,5.808,-71.9755,18.15,11-07-2025-Fri 16-01-59-PM,0.1,5.812,-71.599,72.65
11-07-2025-Fri 16-05-22-PM,0.0,5.804,-74.595,inf,11-07-2025-Fri 16-06-09-PM,0.2,5.812,-72.6636,36.325,11-07-2025-Fri 16-09-17-PM,0.3,5.816,-75.62,24.2333,11-07-2025-Fri 16-07-21-PM,0.3,5.82,-69.7459,24.25,11-07-2025-Fri 16-13-17-PM,0.0,5.816,-79.61,inf,11-07-2025-Fri 16-09-53-PM,0.1,5.812,-76.2976,72.65,11-07-2025-Fri 16-05-22-PM,0.0,5.816,-73.22,inf,11-07-2025-Fri 16-07-07-PM,0.1,5.812,-75.0541,72.65,11-07-2025-Fri 16-05-18-PM,0.3,5.804,-77.1481,24.1833,11-07-2025-Fri 16-06-07-PM,0.1,5.812,-74.966,72.65,11-07-2025-Fri 16-05-18-PM,0.2,5.812,-74.3994,36.325,11-07-2025-Fri 16-05-08-PM,0.2,5.812,-71.297,36.325,11-07-2025-Fri 16-05-08-PM,0.0,5.804,-71.5822,inf,11-07-2025-Fri 16-06-02-PM,0.1,5.816,-72.936,72.7,11-07-2025-Fri 16-02-35-PM,0.1,5.804,-72.4343,72.55,11-07-2025-Fri 16-02-01-PM,0.1,5.808,-71.615,72.6
11-07-2025-Fri 16-05-25-PM,0.1,5.804,-74.627,72.55,11-07-2025-Fri 16-06-11-PM,0.2,5.812,-72.6309,36.325,11-07-2025-Fri 16-09-19-PM,0.1,5.816,-75.729,72.7,11-07-2025-Fri 16-08-28-PM,0.3,5.82,-71.2544,24.25,11-07-2025-Fri 16-13-20-PM,0.0,5.816,-79.643,inf,11-07-2025-Fri 16-09-55-PM,0.4,5.816,-76.3631,18.175,11-07-2025-Fri 16-05-25-PM,0.2,5.812,-73.242,36.325,11-07-2025-Fri 16-07-09-PM,0.4,5.812,-75.0869,18.1625,11-07-2025-Fri 16-05-20-PM,0.1,5.804,-77.1808,72.55,11-07-2025-Fri 16-06-09-PM,-0.1,5.812,-75.01,-72.65,11-07-2025-Fri 16-05-20-PM,0.2,5.816,-74.4322,36.35,11-07-2025-Fri 16-05-11-PM,0.4,5.812,-71.297,18.1625,11-07-2025-Fri 16-05-11-PM,-0.1,5.804,-71.5822,-72.55,11-07-2025-Fri 16-06-04-PM,0.4,5.816,-72.969,18.175,11-07-2025-Fri 16-02-37-PM,0.3,5.804,-72.4998,24.1833,11-07-2025-Fri 16-02-04-PM,0.0,5.808,-71.664,inf
11-07-2025-Fri 16-05-27-PM,0.3,5.808,-74.644,24.2,11-07-2025-Fri 16-06-14-PM,0.1,5.812,-72.6309,72.65,11-07-2025-Fri 16-09-22-PM,0.0,5.812,-75.762,inf,11-07-2025-Fri 16-08-30-PM,0.0,5.82,-71.1888,inf,11-07-2025-Fri 16-13-22-PM,0.1,5.82,-79.675,72.75,11-07-2025-Fri 16-09-57-PM,0.1,5.82,-76.3958,72.75,11-07-2025-Fri 16-05-27-PM,0.0,5.812,-73.286,inf,11-07-2025-Fri 16-07-11-PM,0.1,5.816,-75.1196,72.7,11-07-2025-Fri 16-05-22-PM,0.2,5.804,-77.1808,36.275,11-07-2025-Fri 16-06-11-PM,0.3,5.812,-75.01,24.2167,11-07-2025-Fri 16-05-22-PM,0.2,5.812,-74.4649,36.325,11-07-2025-Fri 16-05-13-PM,0.2,5.812,-71.319,36.325,11-07-2025-Fri 16-05-13-PM,0.1,5.804,-71.615,72.55,11-07-2025-Fri 16-06-07-PM,0.1,5.816,-72.991,72.7,11-07-2025-Fri 16-02-40-PM,0.1,5.808,-72.4998,72.6,11-07-2025-Fri 16-02-35-PM,0.2,5.808,-72.139,36.3
11-07-2025-Fri 16-06-02-PM,0.0,5.804,-74.938,inf,11-07-2025-Fri 16-06-16-PM,0.0,5.812,-72.6963,inf,11-07-2025-Fri 16-09-24-PM,0.3,5.816,-75.849,24.2333,11-07-2025-Fri 16-08-33-PM,0.3,5.816,-71.3854,24.2333,11-07-2025-Fri 16-13-25-PM,0.0,5.816,-79.719,inf,11-07-2025-Fri 16-10-00-PM,0.2,5.816,-76.4285,36.35,11-07-2025-Fri 16-06-02-PM,-0.1,5.816,-73.668,-72.7,11-07-2025-Fri 16-07-14-PM,0.3,5.816,-75.1196,24.2333,11-07-2025-Fri 16-05-25-PM,0.3,5.804,-77.1808,24.1833,11-07-2025-Fri 16-06-14-PM,0.2,5.812,-75.021,36.325,11-07-2025-Fri 16-05-25-PM,0.2,5.816,-74.4649,36.35,11-07-2025-Fri 16-05-15-PM,0.1,5.812,-71.362,72.65,11-07-2025-Fri 16-05-15-PM,0.1,5.804,-71.6478,72.55,11-07-2025-Fri 16-06-09-PM,0.0,5.816,-73.024,inf,11-07-2025-Fri 16-02-47-PM,-0.1,5.804,-72.5981,-72.55,11-07-2025-Fri 16-02-37-PM,0.2,5.812,-72.205,36.325
11-07-2025-Fri 16-06-04-PM,-0.1,5.804,-75.004,-72.55,11-07-2025-Fri 16-06-18-PM,0.1,5.812,-72.7619,72.65,11-07-2025-Fri 16-09-26-PM,0.2,5.812,-75.926,36.325,11-07-2025-Fri 16-08-40-PM,0.0,5.816,-71.5494,inf,11-07-2025-Fri 16-13-27-PM,0.1,5.812,-79.762,72.65,11-07-2025-Fri 16-10-02-PM,0.2,5.812,-76.494,36.325,11-07-2025-Fri 16-06-04-PM,0.3,5.812,-73.7,24.2167,11-07-2025-Fri 16-07-16-PM,0.3,5.812,-75.1523,24.2167,11-07-2025-Fri 16-05-27-PM,0.6,5.808,-77.2462,12.1,11-07-2025-Fri 16-06-16-PM,0.2,5.812,-75.064,36.325,11-07-2025-Fri 16-05-27-PM,0.3,5.812,-74.4976,24.2167,11-07-2025-Fri 16-05-18-PM,0.0,5.812,-71.395,inf,11-07-2025-Fri 16-05-18-PM,-0.1,5.804,-71.7132,-72.55,11-07-2025-Fri 16-06-11-PM,0.1,5.82,-73.035,72.75,11-07-2025-Fri 16-02-54-PM,0.3,5.804,-72.6963,24.1833,11-07-2025-Fri 16-02-40-PM,0.2,5.808,-72.221,36.3
11-07-2025-Fri 16-06-07-PM,0.2,5.808,-75.004,36.3,11-07-2025-Fri 16-06-21-PM,0.2,5.812,-72.7291,36.325,11-07-2025-Fri 16-09-29-PM,0.0,5.816,-75.958,inf,11-07-2025-Fri 16-08-42-PM,0.2,5.82,-71.615,36.375,11-07-2025-Fri 16-13-30-PM,0.1,5.816,-79.784,72.7,11-07-2025-Fri 16-10-05-PM,-0.1,5.816,-76.5594,-72.7,11-07-2025-Fri 16-06-07-PM,0.3,5.816,-73.733,24.2333,11-07-2025-Fri 16-07-19-PM,0.2,5.812,-75.1523,36.325,11-07-2025-Fri 16-06-02-PM,0.6,5.808,-77.4424,12.1,11-07-2025-Fri 16-06-18-PM,0.2,5.816,-75.097,36.35,11-07-2025-Fri 16-06-02-PM,0.0,5.816,-74.825,inf,11-07-2025-Fri 16-05-20-PM,-0.1,5.812,-71.417,-72.65,11-07-2025-Fri 16-05-20-PM,0.1,5.804,-71.7461,72.55,11-07-2025-Fri 16-06-14-PM,0.0,5.82,-73.067,inf,11-07-2025-Fri 16-02-56-PM,0.2,5.804,-72.7291,36.275,11-07-2025-Fri 16-02-47-PM,0.0,5.808,-72.32,inf
11-07-2025-Fri 16-06-09-PM,0.2,5.808,-75.069,36.3,11-07-2025-Fri 16-06-23-PM,0.3,5.812,-72.7291,24.2167,11-07-2025-Fri 16-09-53-PM,0.1,5.816,-76.536,72.7,11-07-2025-Fri 16-08-44-PM,0.3,5.82,-71.6805,24.25,11-07-2025-Fri 16-13-32-PM,-0.1,5.816,-79.839,-72.7,11-07-2025-Fri 16-10-07-PM,0.2,5.816,-76.6247,36.35,11-07-2025-Fri 16-06-09-PM,0.3,5.812,-73.744,24.2167,11-07-2025-Fri 16-07-21-PM,0.3,5.812,-75.1851,24.2167,11-07-2025-Fri 16-06-04-PM,0.4,5.804,-77.4751,18.1375,11-07-2025-Fri 16-06-21-PM,0.1,5.816,-75.086,72.7,11-07-2025-Fri 16-06-04-PM,0.2,5.812,-74.8578,36.325,11-07-2025-Fri 16-05-22-PM,0.2,5.812,-71.472,36.325,11-07-2025-Fri 16-05-22-PM,-0.3,5.804,-71.7789,-24.1833,11-07-2025-Fri 16-06-16-PM,0.2,5.816,-73.089,36.35,11-07-2025-Fri 16-02-58-PM,0.1,5.804,-72.7619,72.55,11-07-2025-Fri 16-02-54-PM,0.3,5.808,-72.418,24.2
11-07-2025-Fri 16-06-11-PM,0.0,5.808,-75.053,inf,11-07-2025-Fri 16-06-25-PM,0.1,5.812,-72.7619,72.65,11-07-2025-Fri 16-09-55-PM,0.2,5.816,-76.58,36.35,11-07-2025-Fri 16-09-01-PM,0.2,5.82,-72.1065,36.375,11-07-2025-Fri 16-13-35-PM,0.1,5.816,-79.893,72.7,11-07-2025-Fri 16-11-04-PM,0.4,5.812,-77.8675,18.1625,11-07-2025-Fri 16-06-11-PM,0.4,5.812,-73.755,18.1625,11-07-2025-Fri 16-08-28-PM,0.1,5.816,-76.4285,72.7,11-07-2025-Fri 16-06-07-PM,0.3,5.804,-77.4424,24.1833,11-07-2025-Fri 16-06-23-PM,0.5,5.812,-75.097,14.53,11-07-2025-Fri 16-06-07-PM,0.2,5.812,-74.8905,36.325,11-07-2025-Fri 16-05-25-PM,0.1,5.812,-71.461,72.65,11-07-2025-Fri 16-05-25-PM,-0.1,5.8,-71.7789,-72.5,11-07-2025-Fri 16-06-18-PM,0.2,5.82,-73.122,36.375,11-07-2025-Fri 16-03-01-PM,0.1,5.804,-72.7946,72.55,11-07-2025-Fri 16-02-56-PM,0.2,5.808,-72.467,36.3
11-07-2025-Fri 16-06-14-PM,0.3,5.804,-75.069,24.1833,11-07-2025-Fri 16-07-02-PM,0.2,5.816,-73.2533,36.35,11-07-2025-Fri 16-09-57-PM,0.0,5.812,-76.645,inf,11-07-2025-Fri 16-09-03-PM,0.2,5.82,-72.2048,36.375,11-07-2025-Fri 16-14-35-PM,0.3,5.812,-80.731,24.2167,11-07-2025-Fri 16-11-07-PM,0.0,5.812,-77.9002,inf,11-07-2025-Fri 16-06-14-PM,0.1,5.816,-73.777,72.7,11-07-2025-Fri 16-08-30-PM,0.1,5.816,-76.494,72.7,11-07-2025-Fri 16-06-09-PM,0.2,5.804,-77.4751,36.275,11-07-2025-Fri 16-06-25-PM,0.1,5.812,-75.119,72.65,11-07-2025-Fri 16-06-09-PM,0.3,5.816,-74.8905,24.2333,11-07-2025-Fri 16-05-27-PM,-0.1,5.816,-71.526,-72.7,11-07-2025-Fri 16-05-27-PM,0.0,5.804,-71.8116,inf,11-07-2025-Fri 16-06-21-PM,-0.1,5.82,-73.122,-72.75,11-07-2025-Fri 16-03-03-PM,0.3,5.808,-72.8274,24.2,11-07-2025-Fri 16-02-58-PM,0.2,5.812,-72.483,36.325
11-07-2025-Fri 16-06-16-PM,0.3,5.804,-75.118,24.1833,11-07-2025-Fri 16-07-04-PM,0.2,5.812,-73.155,36.325,11-07-2025-Fri 16-10-00-PM,-0.1,5.812,-76.7,-72.65,11-07-2025-Fri 16-09-05-PM,0.0,5.82,-72.2704,inf,11-07-2025-Fri 16-14-37-PM,0.2,5.816,-80.797,36.35,11-07-2025-Fri 16-11-09-PM,0.0,5.816,-77.9328,inf,11-07-2025-Fri 16-06-16-PM,0.2,5.816,-73.799,36.35,11-07-2025-Fri 16-08-33-PM,0.2,5.816,-76.5594,36.35,11-07-2025-Fri 16-06-11-PM,0.3,5.804,-77.4751,24.1833,11-07-2025-Fri 16-07-02-PM,0.1,5.812,-75.457,72.65,11-07-2025-Fri 16-06-11-PM,-0.1,5.816,-74.9233,-72.7,11-07-2025-Fri 16-06-02-PM,0.2,5.812,-71.941,36.325,11-07-2025-Fri 16-06-02-PM,0.3,5.804,-72.2704,24.1833,11-07-2025-Fri 16-06-23-PM,0.0,5.816,-73.166,inf,11-07-2025-Fri 16-03-05-PM,0.2,5.808,-72.8601,36.3,11-07-2025-Fri 16-03-01-PM,0.1,5.808,-72.532,72.6
11-07-2025-Fri 16-06-18-PM,0.2,5.808,-75.151,36.3,11-07-2025-Fri 16-07-07-PM,0.3,5.812,-73.1877,24.2167,11-07-2025-Fri 16-10-02-PM,0.2,5.812,-76.744,36.325,11-07-2025-Fri 16-09-08-PM,-0.2,5.816,-72.336,-36.35,11-07-2025-Fri 16-14-40-PM,0.1,5.816,-80.808,72.7,11-07-2025-Fri 16-11-11-PM,-0.2,5.816,-77.9983,-36.35,11-07-2025-Fri 16-06-18-PM,0.2,5.816,-73.842,36.35,11-07-2025-Fri 16-08-40-PM,0.1,5.816,-76.7556,72.7,11-07-2025-Fri 16-06-14-PM,0.2,5.808,-77.5078,36.3,11-07-2025-Fri 16-07-04-PM,0.2,5.812,-75.435,36.325,11-07-2025-Fri 16-06-14-PM,0.3,5.812,-74.9233,24.2167,11-07-2025-Fri 16-06-04-PM,0.1,5.812,-71.985,72.65,11-07-2025-Fri 16-06-04-PM,0.2,5.804,-72.3032,36.275,11-07-2025-Fri 16-06-25-PM,0.5,5.82,-73.187,14.55,11-07-2025-Fri 16-03-57-PM,0.0,5.808,-73.5153,inf,11-07-2025-Fri 16-03-03-PM,0.1,5.808,-72.565,72.6
11-07-2025-Fri 16-06-21-PM,0.3,5.808,-75.135,24.2,11-07-2025-Fri 16-07-09-PM,0.3,5.812,-73.3188,24.2167,11-07-2025-Fri 16-10-05-PM,0.1,5.816,-76.82,72.7,11-07-2025-Fri 16-09-10-PM,0.3,5.82,-72.4015,24.25,11-07-2025-Fri 16-14-42-PM,0.2,5.816,-80.851,36.35,11-07-2025-Fri 16-11-14-PM,0.0,5.816,-78.0309,inf,11-07-2025-Fri 16-06-21-PM,0.1,5.816,-73.853,72.7,11-07-2025-Fri 16-08-42-PM,0.4,5.812,-76.821,18.1625,11-07-2025-Fri 16-06-16-PM,0.2,5.808,-77.5405,36.3,11-07-2025-Fri 16-07-07-PM,0.2,5.816,-75.446,36.35,11-07-2025-Fri 16-06-16-PM,-0.2,5.816,-74.956,-36.35,11-07-2025-Fri 16-06-07-PM,-0.1,5.812,-71.996,-72.65,11-07-2025-Fri 16-06-07-PM,0.0,5.804,-72.3032,inf,11-07-2025-Fri 16-07-02-PM,0.0,5.82,-73.57,inf,11-07-2025-Fri 16-04-00-PM,0.2,5.808,-73.5808,36.3,11-07-2025-Fri 16-03-05-PM,0.3,5.808,-72.582,24.2
