timestamp, volt1 V, volt2 V, H ppm1, H ppm2
2025-12-23T12:11:58,Index:41, DAC1:11474, 34.27PPM, DAC2:11794, 35.24PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:20,Index:62, DAC1:11618, 34.71PPM, DAC2:11778, 35.19PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:21,Index:63, DAC1:11570, 34.56PPM, DAC2:11778, 35.19PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:22,Index:64, DAC1:11442, 34.17PPM, DAC2:11842, 35.39PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:23,Index:65, DAC1:11346, 33.88PPM, DAC2:11730, 35.05PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:24,Index:66, DAC1:10530, 31.39PPM, DAC2:11650, 34.80PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:25,Index:67, DAC1:10674, 31.82PPM, DAC2:11570, 34.56PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:26,Index:68, DAC1:10626, 31.68PPM, DAC2:11714, 35.00PPM, DAC3:288.00, 0.13PPM
2025-12-23T12:12:27,Index:69, DAC1:11138, 33.24PPM, DAC2:11746, 35.10PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:28,Index:70, DAC1:11330, 33.83PPM, DAC2:11650, 34.80PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:29,Index:71, DAC1:11506, 34.36PPM, DAC2:11810, 35.29PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:30,Index:72, DAC1:10882, 32.46PPM, DAC2:11602, 34.66PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:31,Index:73, DAC1:10850, 32.36PPM, DAC2:11602, 34.66PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:32,Index:74, DAC1:10514, 31.34PPM, DAC2:11570, 34.56PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:33,Index:75, DAC1:10642, 31.73PPM, DAC2:11554, 34.51PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:34,Index:76, DAC1:10850, 32.36PPM, DAC2:11634, 34.75PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:35,Index:77, DAC1:11330, 33.83PPM, DAC2:11730, 35.05PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:36,Index:78, DAC1:11218, 33.49PPM, DAC2:11698, 34.95PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:37,Index:79, DAC1:11058, 33.00PPM, DAC2:11714, 35.00PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:38,Index:80, DAC1:10546, 31.43PPM, DAC2:11522, 34.41PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:39,Index:81, DAC1:10850, 32.36PPM, DAC2:11586, 34.61PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:40,Index:82, DAC1:10562, 31.48PPM, DAC2:11586, 34.61PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:41,Index:83, DAC1:10978, 32.75PPM, DAC2:11602, 34.66PPM, DAC3:288.00, 0.13PPM
2025-12-23T12:12:42,Index:84, DAC1:11778, 35.19PPM, DAC2:11746, 35.10PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:43,Index:85, DAC1:11570, 34.56PPM, DAC2:11714, 35.00PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:44,Index:86, DAC1:11330, 33.83PPM, DAC2:11778, 35.19PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:45,Index:87, DAC1:11170, 33.34PPM, DAC2:11746, 35.10PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:46,Index:88, DAC1:10674, 31.82PPM, DAC2:11538, 34.46PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:47,Index:89, DAC1:10498, 31.29PPM, DAC2:11538, 34.46PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:48,Index:90, DAC1:10706, 31.92PPM, DAC2:11522, 34.41PPM, DAC3:240.00, -0.02PPM
2025-12-23T12:12:49,Index:91, DAC1:10962, 32.70PPM, DAC2:11586, 34.61PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:50,Index:92, DAC1:10946, 32.66PPM, DAC2:11730, 35.05PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:51,Index:93, DAC1:11330, 33.83PPM, DAC2:11794, 35.24PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:52,Index:94, DAC1:11570, 34.56PPM, DAC2:11730, 35.05PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:53,Index:95, DAC1:11730, 35.05PPM, DAC2:11746, 35.10PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:54,Index:96, DAC1:11042, 32.95PPM, DAC2:11698, 34.95PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:55,Index:97, DAC1:10722, 31.97PPM, DAC2:11490, 34.32PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:56,Index:98, DAC1:10482, 31.24PPM, DAC2:11570, 34.56PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:57,Index:99, DAC1:10818, 32.26PPM, DAC2:11554, 34.51PPM, DAC3:240.00, -0.02PPM
2025-12-23T12:12:58,Index:100, DAC1:10626, 31.68PPM, DAC2:11602, 34.66PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:12:59,Index:101, DAC1:11026, 32.90PPM, DAC2:11602, 34.66PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:00,Index:102, DAC1:11378, 33.97PPM, DAC2:11730, 35.05PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:01,Index:103, DAC1:11506, 34.36PPM, DAC2:11714, 35.00PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:02,Index:104, DAC1:11362, 33.92PPM, DAC2:11698, 34.95PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:03,Index:105, DAC1:11010, 32.85PPM, DAC2:11586, 34.61PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:04,Index:106, DAC1:10754, 32.07PPM, DAC2:11570, 34.56PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:05,Index:107, DAC1:10626, 31.68PPM, DAC2:11506, 34.36PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:06,Index:108, DAC1:10866, 32.41PPM, DAC2:11570, 34.56PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:07,Index:109, DAC1:10850, 32.36PPM, DAC2:11586, 34.61PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:08,Index:110, DAC1:11330, 33.83PPM, DAC2:11746, 35.10PPM, DAC3:240.00, -0.02PPM
2025-12-23T12:13:09,Index:111, DAC1:11282, 33.68PPM, DAC2:11746, 35.10PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:10,Index:112, DAC1:11282, 33.68PPM, DAC2:11714, 35.00PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:11,Index:113, DAC1:11538, 34.46PPM, DAC2:11666, 34.85PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:12,Index:114, DAC1:10706, 31.92PPM, DAC2:11506, 34.36PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:13,Index:115, DAC1:10578, 31.53PPM, DAC2:11458, 34.22PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:14,Index:116, DAC1:10578, 31.53PPM, DAC2:11538, 34.46PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:15,Index:117, DAC1:10898, 32.51PPM, DAC2:11570, 34.56PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:16,Index:118, DAC1:10962, 32.70PPM, DAC2:11586, 34.61PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:17,Index:119, DAC1:10706, 31.92PPM, DAC2:11266, 33.63PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:18,Index:120, DAC1:11362, 33.92PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:19,Index:121, DAC1:11202, 33.44PPM, DAC2:11698, 34.95PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:20,Index:122, DAC1:11186, 33.39PPM, DAC2:11666, 34.85PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:21,Index:123, DAC1:10530, 31.39PPM, DAC2:11554, 34.51PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:22,Index:124, DAC1:10418, 31.04PPM, DAC2:11410, 34.07PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:23,Index:125, DAC1:10690, 31.87PPM, DAC2:11442, 34.17PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:24,Index:126, DAC1:10882, 32.46PPM, DAC2:11554, 34.51PPM, DAC3:224.00, -0.07PPM
2025-12-23T12:13:25,Index:127, DAC1:38665, 117.25PPM, DAC2:12675, 37.93PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:26,Index:128, DAC1:11122, 33.19PPM, DAC2:11762, 35.15PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:13:27,Index:129, DAC1:256, 0.03PPM, DAC2:11378, 33.97PPM, DAC3:15907.00, 47.80PPM
2025-12-23T12:13:28,Index:130, DAC1:256, 0.03PPM, DAC2:11714, 35.00PPM, DAC3:57870.00, 175.86PPM
2025-12-23T12:13:29,Index:131, DAC1:12258, 36.66PPM, DAC2:11938, 35.68PPM, DAC3:57870.00, 175.86PPM
2025-12-23T12:13:30,Index:132, DAC1:12002, 35.88PPM, DAC2:11874, 35.49PPM, DAC3:57886.00, 175.91PPM
2025-12-23T12:13:31,Index:133, DAC1:12002, 35.88PPM, DAC2:11874, 35.49PPM, DAC3:57886.00, 175.91PPM
