timestamp, volt1 V, volt2 V, H ppm1, H ppm2
2025-12-23T12:11:16,]0;🐍Wi-Fi: No IP | Done | 9.2.9\
2025-12-23T12:11:17,Code stopped by auto-reload. Reloading soon.
2025-12-23T12:11:18,soft reboot
2025-12-23T12:11:20,[2K[0GAuto-reload is on. Simply save files over USB to run them or enter REPL to disable.
2025-12-23T12:11:21,[2K[0Gcode.py output:
2025-12-23T12:11:22,]0;🐍Wi-Fi: off | code.py | 9.2.9\attempting to connect to wifi...
2025-12-23T12:11:23,error connecting: No network with that ssid
2025-12-23T12:11:24,Running in offline mode.
2025-12-23T12:11:25,Index:1, DAC1:65535, 199.25PPM, DAC2:13315, 39.88PPM, DAC3:272.00, 0.08PPM
2025-12-23T12:11:26,Index:2, DAC1:65535, 199.25PPM, DAC2:13235, 39.64PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:27,Index:3, DAC1:65535, 199.25PPM, DAC2:13283, 39.79PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:28,Index:4, DAC1:65535, 199.25PPM, DAC2:13315, 39.88PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:29,Index:5, DAC1:65535, 199.25PPM, DAC2:13379, 40.08PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:30,Index:6, DAC1:65487, 199.10PPM, DAC2:13395, 40.13PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:31,Index:7, DAC1:62335, 189.48PPM, DAC2:13251, 39.69PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:32,Index:8, DAC1:60334, 183.38PPM, DAC2:12755, 38.18PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:33,Index:9, DAC1:58062, 176.44PPM, DAC2:12723, 38.08PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:34,Index:10, DAC1:57341, 174.24PPM, DAC2:12755, 38.18PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:35,Index:11, DAC1:54093, 164.33PPM, DAC2:12675, 37.93PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:36,Index:12, DAC1:53293, 161.89PPM, DAC2:12691, 37.98PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:37,Index:13, DAC1:51132, 155.29PPM, DAC2:12675, 37.93PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:38,Index:14, DAC1:47707, 144.84PPM, DAC2:12387, 37.05PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:39,Index:15, DAC1:45467, 138.01PPM, DAC2:12291, 36.76PPM, DAC3:224.00, -0.07PPM
2025-12-23T12:11:40,Index:16, DAC1:45243, 137.32PPM, DAC2:12419, 37.15PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:41,Index:17, DAC1:41658, 126.38PPM, DAC2:12291, 36.76PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:42,Index:18, DAC1:41386, 125.55PPM, DAC2:12323, 36.86PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:43,Index:19, DAC1:39849, 120.86PPM, DAC2:12210, 36.51PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:44,Index:20, DAC1:39273, 119.10PPM, DAC2:12291, 36.76PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:45,Index:21, DAC1:37961, 115.10PPM, DAC2:12130, 36.27PPM, DAC3:240.00, -0.02PPM
2025-12-23T12:11:46,Index:22, DAC1:38553, 116.91PPM, DAC2:12178, 36.41PPM, DAC3:240.00, -0.02PPM
2025-12-23T12:11:47,Index:23, DAC1:37161, 112.66PPM, DAC2:12162, 36.37PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:48,Index:24, DAC1:34312, 103.96PPM, DAC2:12098, 36.17PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:49,Index:25, DAC1:34392, 104.21PPM, DAC2:12178, 36.41PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:50,Index:26, DAC1:32359, 98.00PPM, DAC2:12098, 36.17PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:51,Index:27, DAC1:32359, 98.00PPM, DAC2:12130, 36.27PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:52,Index:28, DAC1:10834, 32.31PPM, DAC2:11538, 34.46PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:53,Index:29, DAC1:10930, 32.61PPM, DAC2:11730, 35.05PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:54,Index:30, DAC1:10930, 32.61PPM, DAC2:11618, 34.71PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:11:55,Index:31, DAC1:11394, 34.02PPM, DAC2:11954, 35.73PPM, DAC3:256.00, 0.03PPM
