timestamp, volt1 V, volt2 V, H ppm1, H ppm2
2025-12-09T15:31:39,Index:436, DAC1:8194, 24.26PPM, DAC2:11586, 34.61PPM, DAC3:400.00, 0.47PPM
2025-12-09T15:31:40,Index:437, DAC1:8306, 24.60PPM, DAC2:11634, 34.75PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:31:41,Index:438, DAC1:8113, 24.01PPM, DAC2:11506, 34.36PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:31:42,Index:439, DAC1:8194, 24.26PPM, DAC2:11298, 33.73PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:31:43,Index:440, DAC1:8274, 24.50PPM, DAC2:11298, 33.73PPM, DAC3:400.00, 0.47PPM
2025-12-09T15:31:44,Index:441, DAC1:8578, 25.43PPM, DAC2:11442, 34.17PPM, DAC3:400.00, 0.47PPM
2025-12-09T15:31:45,Index:442, DAC1:8482, 25.14PPM, DAC2:11458, 34.22PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:31:46,Index:443, DAC1:8354, 24.74PPM, DAC2:11666, 34.85PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:31:47,Index:444, DAC1:8450, 25.04PPM, DAC2:11554, 34.51PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:31:48,Index:445, DAC1:8290, 24.55PPM, DAC2:11570, 34.56PPM, DAC3:576.00, 1.01PPM
2025-12-09T15:31:49,Index:446, DAC1:8514, 25.23PPM, DAC2:11490, 34.32PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:31:50,Index:447, DAC1:8898, 26.40PPM, DAC2:11410, 34.07PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:31:51,Index:448, DAC1:8962, 26.60PPM, DAC2:11266, 33.63PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:31:52,Index:449, DAC1:8466, 25.09PPM, DAC2:11442, 34.17PPM, DAC3:512.00, 0.81PPM
2025-12-09T15:31:53,Index:450, DAC1:8482, 25.14PPM, DAC2:11074, 33.05PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:31:54,Index:451, DAC1:8177, 24.20PPM, DAC2:11714, 35.00PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:31:55,Index:452, DAC1:8530, 25.28PPM, DAC2:11602, 34.66PPM, DAC3:544.00, 0.91PPM
2025-12-09T15:31:56,Index:453, DAC1:8466, 25.09PPM, DAC2:11666, 34.85PPM, DAC3:352.00, 0.32PPM
2025-12-09T15:31:57,Index:454, DAC1:8594, 25.48PPM, DAC2:11586, 34.61PPM, DAC3:336.00, 0.28PPM
2025-12-09T15:31:58,Index:455, DAC1:8594, 25.48PPM, DAC2:11394, 34.02PPM, DAC3:528.00, 0.86PPM
2025-12-09T15:31:59,Index:456, DAC1:8738, 25.92PPM, DAC2:11346, 33.88PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:32:00,Index:457, DAC1:8658, 25.67PPM, DAC2:11314, 33.78PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:32:01,Index:458, DAC1:8898, 26.40PPM, DAC2:11394, 34.02PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:32:02,Index:459, DAC1:8770, 26.01PPM, DAC2:11362, 33.92PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:32:03,Index:460, DAC1:8786, 26.06PPM, DAC2:11442, 34.17PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:32:04,Index:461, DAC1:8834, 26.21PPM, DAC2:11586, 34.61PPM, DAC3:544.00, 0.91PPM
2025-12-09T15:32:05,Index:462, DAC1:8722, 25.87PPM, DAC2:11602, 34.66PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:32:06,Index:463, DAC1:9058, 26.89PPM, DAC2:11586, 34.61PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:32:07,Index:464, DAC1:9538, 28.36PPM, DAC2:11474, 34.27PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:32:08,Index:465, DAC1:10706, 31.92PPM, DAC2:11442, 34.17PPM, DAC3:400.00, 0.47PPM
2025-12-09T15:32:09,Index:466, DAC1:9922, 29.53PPM, DAC2:11362, 33.92PPM, DAC3:656.00, 1.25PPM
2025-12-09T15:32:10,Index:467, DAC1:10690, 31.87PPM, DAC2:11362, 33.92PPM, DAC3:544.00, 0.91PPM
2025-12-09T15:32:11,Index:468, DAC1:10898, 32.51PPM, DAC2:11426, 34.12PPM, DAC3:544.00, 0.91PPM
2025-12-09T15:32:12,Index:469, DAC1:10898, 32.51PPM, DAC2:11474, 34.27PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:32:13,Index:470, DAC1:10674, 31.82PPM, DAC2:11570, 34.56PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:32:14,Index:471, DAC1:10978, 32.75PPM, DAC2:11650, 34.80PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:32:15,Index:472, DAC1:11426, 34.12PPM, DAC2:11618, 34.71PPM, DAC3:544.00, 0.91PPM
2025-12-09T15:32:16,Index:473, DAC1:11026, 32.90PPM, DAC2:11618, 34.71PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:32:17,Index:474, DAC1:11394, 34.02PPM, DAC2:11570, 34.56PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:32:18,Index:475, DAC1:11442, 34.17PPM, DAC2:11426, 34.12PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:32:19,Index:476, DAC1:11618, 34.71PPM, DAC2:11426, 34.12PPM, DAC3:352.00, 0.32PPM
2025-12-09T15:32:20,Index:477, DAC1:11410, 34.07PPM, DAC2:11410, 34.07PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:32:21,Index:478, DAC1:11794, 35.24PPM, DAC2:11570, 34.56PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:32:22,Index:479, DAC1:11586, 34.61PPM, DAC2:11586, 34.61PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:32:23,Index:480, DAC1:11218, 33.49PPM, DAC2:11682, 34.90PPM, DAC3:592.00, 1.06PPM
2025-12-09T15:32:24,Index:481, DAC1:11538, 34.46PPM, DAC2:11666, 34.85PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:32:25,Index:482, DAC1:11778, 35.19PPM, DAC2:11618, 34.71PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:32:26,Index:483, DAC1:11426, 34.12PPM, DAC2:11554, 34.51PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:32:27,Index:484, DAC1:11330, 33.83PPM, DAC2:11394, 34.02PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:32:28,Index:485, DAC1:11794, 35.24PPM, DAC2:11410, 34.07PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:32:29,Index:486, DAC1:11890, 35.54PPM, DAC2:11442, 34.17PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:32:30,Index:487, DAC1:11682, 34.90PPM, DAC2:11650, 34.80PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:32:31,Index:488, DAC1:11730, 35.05PPM, DAC2:11634, 34.75PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:32:32,Index:489, DAC1:11698, 34.95PPM, DAC2:11666, 34.85PPM, DAC3:512.00, 0.81PPM
2025-12-09T15:32:33,Index:490, DAC1:11986, 35.83PPM, DAC2:11618, 34.71PPM, DAC3:512.00, 0.81PPM
2025-12-09T15:32:34,Index:491, DAC1:11890, 35.54PPM, DAC2:11538, 34.46PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:32:35,Index:492, DAC1:12258, 36.66PPM, DAC2:11410, 34.07PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:32:36,Index:493, DAC1:11586, 34.61PPM, DAC2:11410, 34.07PPM, DAC3:512.00, 0.81PPM
2025-12-09T15:32:37,Index:494, DAC1:11906, 35.58PPM, DAC2:11394, 34.02PPM, DAC3:528.00, 0.86PPM
2025-12-09T15:32:38,Index:495, DAC1:12258, 36.66PPM, DAC2:11538, 34.46PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:32:39,Index:496, DAC1:12210, 36.51PPM, DAC2:11650, 34.80PPM, DAC3:512.00, 0.81PPM
2025-12-09T15:32:40,Index:497, DAC1:12323, 36.86PPM, DAC2:11698, 34.95PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:32:41,Index:498, DAC1:12355, 36.96PPM, DAC2:11650, 34.80PPM, DAC3:512.00, 0.81PPM
2025-12-09T15:32:42,Index:499, DAC1:11938, 35.68PPM, DAC2:11650, 34.80PPM, DAC3:512.00, 0.81PPM
2025-12-09T15:32:43,Index:500, DAC1:12291, 36.76PPM, DAC2:11554, 34.51PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:32:44,Index:501, DAC1:12291, 36.76PPM, DAC2:11458, 34.22PPM, DAC3:400.00, 0.47PPM
2025-12-09T15:32:45,Index:502, DAC1:12178, 36.41PPM, DAC2:11410, 34.07PPM, DAC3:528.00, 0.86PPM
2025-12-09T15:32:46,Index:503, DAC1:12371, 37.00PPM, DAC2:11458, 34.22PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:32:47,Index:504, DAC1:12034, 35.98PPM, DAC2:11458, 34.22PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:32:48,Index:505, DAC1:12242, 36.61PPM, DAC2:11618, 34.71PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:32:49,Index:506, DAC1:12339, 36.91PPM, DAC2:11666, 34.85PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:32:50,Index:507, DAC1:11682, 34.90PPM, DAC2:11682, 34.90PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:32:51,Index:508, DAC1:12371, 37.00PPM, DAC2:11714, 35.00PPM, DAC3:496.00, 0.76PPM
2025-12-09T15:32:52,Index:509, DAC1:12339, 36.91PPM, DAC2:11714, 35.00PPM, DAC3:512.00, 0.81PPM
2025-12-09T15:32:53,Index:510, DAC1:11794, 35.24PPM, DAC2:11538, 34.46PPM, DAC3:400.00, 0.47PPM
2025-12-09T15:32:55,Index:511, DAC1:12178, 36.41PPM, DAC2:11442, 34.17PPM, DAC3:352.00, 0.32PPM
2025-12-09T15:32:56,Index:512, DAC1:11938, 35.68PPM, DAC2:11490, 34.32PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:32:57,Index:513, DAC1:12066, 36.07PPM, DAC2:11266, 33.63PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:32:58,Index:514, DAC1:12547, 37.54PPM, DAC2:11490, 34.32PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:32:59,Index:515, DAC1:12403, 37.10PPM, DAC2:11618, 34.71PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:33:00,Index:516, DAC1:12851, 38.47PPM, DAC2:11666, 34.85PPM, DAC3:544.00, 0.91PPM
2025-12-09T15:33:01,Index:517, DAC1:12707, 38.03PPM, DAC2:11458, 34.22PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:33:02,Index:518, DAC1:12579, 37.64PPM, DAC2:11522, 34.41PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:33:03,Index:519, DAC1:12403, 37.10PPM, DAC2:11586, 34.61PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:33:04,Index:520, DAC1:12547, 37.54PPM, DAC2:11426, 34.12PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:33:05,Index:521, DAC1:12691, 37.98PPM, DAC2:11410, 34.07PPM, DAC3:384.00, 0.42PPM
2025-12-09T15:33:06,Index:522, DAC1:12307, 36.81PPM, DAC2:11426, 34.12PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:33:07,Index:523, DAC1:12499, 37.39PPM, DAC2:11458, 34.22PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:33:08,Index:524, DAC1:11746, 35.10PPM, DAC2:11506, 34.36PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:33:09,Index:525, DAC1:12323, 36.86PPM, DAC2:11698, 34.95PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:33:10,Index:526, DAC1:12739, 38.13PPM, DAC2:11746, 35.10PPM, DAC3:336.00, 0.28PPM
2025-12-09T15:33:11,Index:527, DAC1:13027, 39.01PPM, DAC2:11714, 35.00PPM, DAC3:400.00, 0.47PPM
2025-12-09T15:33:12,Index:528, DAC1:12707, 38.03PPM, DAC2:11698, 34.95PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:33:13,Index:529, DAC1:12899, 38.62PPM, DAC2:11522, 34.41PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:33:14,Index:530, DAC1:12899, 38.62PPM, DAC2:11394, 34.02PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:33:15,Index:531, DAC1:12739, 38.13PPM, DAC2:11394, 34.02PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:33:16,Index:532, DAC1:12675, 37.93PPM, DAC2:11394, 34.02PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:33:17,Index:533, DAC1:12803, 38.32PPM, DAC2:11458, 34.22PPM, DAC3:544.00, 0.91PPM
2025-12-09T15:33:18,Index:534, DAC1:12547, 37.54PPM, DAC2:11554, 34.51PPM, DAC3:384.00, 0.42PPM
2025-12-09T15:33:58,Index:535, DAC1:12194, 36.46PPM, DAC2:11666, 34.85PPM, DAC3:528.00, 0.86PPM
2025-12-09T15:33:59,Index:536, DAC1:12627, 37.79PPM, DAC2:11746, 35.10PPM, DAC3:528.00, 0.86PPM
2025-12-09T15:34:00,Index:576, DAC1:13859, 41.54PPM, DAC2:11330, 33.83PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:34:01,Index:577, DAC1:13571, 40.67PPM, DAC2:11602, 34.66PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:34:02,Index:578, DAC1:13795, 41.35PPM, DAC2:11490, 34.32PPM, DAC3:400.00, 0.47PPM
2025-12-09T15:34:03,Index:579, DAC1:14131, 42.38PPM, DAC2:11474, 34.27PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:34:04,Index:580, DAC1:13731, 41.15PPM, DAC2:11330, 33.83PPM, DAC3:368.00, 0.37PPM
2025-12-09T15:34:05,Index:581, DAC1:13827, 41.45PPM, DAC2:11426, 34.12PPM, DAC3:496.00, 0.76PPM
2025-12-09T15:34:06,Index:582, DAC1:13971, 41.89PPM, DAC2:11426, 34.12PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:34:07,Index:583, DAC1:13795, 41.35PPM, DAC2:11586, 34.61PPM, DAC3:496.00, 0.76PPM
2025-12-09T15:34:08,Index:584, DAC1:13779, 41.30PPM, DAC2:11666, 34.85PPM, DAC3:400.00, 0.47PPM
2025-12-09T15:34:09,Index:585, DAC1:13907, 41.69PPM, DAC2:11682, 34.90PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:34:10,Index:586, DAC1:14163, 42.47PPM, DAC2:11650, 34.80PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:34:11,Index:587, DAC1:14003, 41.98PPM, DAC2:11618, 34.71PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:34:12,Index:588, DAC1:14387, 43.16PPM, DAC2:11426, 34.12PPM, DAC3:496.00, 0.76PPM
2025-12-09T15:34:13,Index:589, DAC1:14275, 42.81PPM, DAC2:11490, 34.32PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:34:14,Index:590, DAC1:15027, 45.11PPM, DAC2:11474, 34.27PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:34:15,Index:591, DAC1:14243, 42.72PPM, DAC2:11522, 34.41PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:34:16,Index:592, DAC1:14403, 43.21PPM, DAC2:11602, 34.66PPM, DAC3:496.00, 0.76PPM
2025-12-09T15:34:17,Index:593, DAC1:14691, 44.08PPM, DAC2:11682, 34.90PPM, DAC3:352.00, 0.32PPM
2025-12-09T15:34:18,Index:594, DAC1:14307, 42.91PPM, DAC2:11714, 35.00PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:34:19,Index:595, DAC1:12675, 37.93PPM, DAC2:11586, 34.61PPM, DAC3:592.00, 1.06PPM
2025-12-09T15:34:20,Index:596, DAC1:13299, 39.84PPM, DAC2:11522, 34.41PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:34:21,Index:597, DAC1:13891, 41.64PPM, DAC2:11426, 34.12PPM, DAC3:496.00, 0.76PPM
2025-12-09T15:34:22,Index:598, DAC1:13923, 41.74PPM, DAC2:11410, 34.07PPM, DAC3:496.00, 0.76PPM
2025-12-09T15:34:23,Index:599, DAC1:14515, 43.55PPM, DAC2:11474, 34.27PPM, DAC3:320.00, 0.23PPM
2025-12-09T15:34:24,Index:600, DAC1:14515, 43.55PPM, DAC2:11522, 34.41PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:34:25,Index:601, DAC1:14195, 42.57PPM, DAC2:11618, 34.71PPM, DAC3:560.00, 0.96PPM
2025-12-09T15:34:26,Index:602, DAC1:14275, 42.81PPM, DAC2:11682, 34.90PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:34:27,Index:603, DAC1:14179, 42.52PPM, DAC2:11682, 34.90PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:34:28,Index:604, DAC1:14387, 43.16PPM, DAC2:11682, 34.90PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:34:29,Index:605, DAC1:14307, 42.91PPM, DAC2:11618, 34.71PPM, DAC3:400.00, 0.47PPM
2025-12-09T15:34:30,Index:606, DAC1:14771, 44.33PPM, DAC2:11474, 34.27PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:34:31,Index:607, DAC1:14643, 43.94PPM, DAC2:11426, 34.12PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:34:32,Index:608, DAC1:14387, 43.16PPM, DAC2:11458, 34.22PPM, DAC3:400.00, 0.47PPM
2025-12-09T15:34:33,Index:609, DAC1:14547, 43.64PPM, DAC2:11474, 34.27PPM, DAC3:400.00, 0.47PPM
2025-12-09T15:34:34,Index:610, DAC1:14643, 43.94PPM, DAC2:11474, 34.27PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:34:35,Index:611, DAC1:14547, 43.64PPM, DAC2:11682, 34.90PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:34:36,Index:612, DAC1:14771, 44.33PPM, DAC2:11698, 34.95PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:34:37,Index:613, DAC1:14627, 43.89PPM, DAC2:11682, 34.90PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:34:38,Index:614, DAC1:14307, 42.91PPM, DAC2:11602, 34.66PPM, DAC3:384.00, 0.42PPM
2025-12-09T15:34:39,Index:615, DAC1:14435, 43.30PPM, DAC2:11426, 34.12PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:34:40,Index:616, DAC1:14771, 44.33PPM, DAC2:11426, 34.12PPM, DAC3:496.00, 0.76PPM
2025-12-09T15:34:41,Index:617, DAC1:14547, 43.64PPM, DAC2:11426, 34.12PPM, DAC3:368.00, 0.37PPM
2025-12-09T15:34:42,Index:618, DAC1:14627, 43.89PPM, DAC2:11474, 34.27PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:34:43,Index:619, DAC1:14627, 43.89PPM, DAC2:11522, 34.41PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:34:44,Index:620, DAC1:14435, 43.30PPM, DAC2:11650, 34.80PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:34:45,Index:621, DAC1:14771, 44.33PPM, DAC2:11666, 34.85PPM, DAC3:384.00, 0.42PPM
2025-12-09T15:34:46,Index:622, DAC1:14675, 44.04PPM, DAC2:11554, 34.51PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:34:47,Index:623, DAC1:14595, 43.79PPM, DAC2:11394, 34.02PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:34:48,Index:624, DAC1:14851, 44.57PPM, DAC2:11362, 33.92PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:34:49,Index:625, DAC1:14771, 44.33PPM, DAC2:11394, 34.02PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:34:50,Index:626, DAC1:14963, 44.91PPM, DAC2:11442, 34.17PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:34:51,Index:627, DAC1:14643, 43.94PPM, DAC2:11602, 34.66PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:34:52,Index:628, DAC1:14627, 43.89PPM, DAC2:11682, 34.90PPM, DAC3:352.00, 0.32PPM
2025-12-09T15:34:53,Index:629, DAC1:14755, 44.28PPM, DAC2:11698, 34.95PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:34:54,Index:630, DAC1:14915, 44.77PPM, DAC2:11698, 34.95PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:34:55,Index:631, DAC1:14915, 44.77PPM, DAC2:11714, 35.00PPM, DAC3:496.00, 0.76PPM
2025-12-09T15:34:56,Index:632, DAC1:15123, 45.40PPM, DAC2:11410, 34.07PPM, DAC3:608.00, 1.11PPM
2025-12-09T15:34:57,Index:633, DAC1:15027, 45.11PPM, DAC2:11394, 34.02PPM, DAC3:320.00, 0.23PPM
2025-12-09T15:34:58,Index:634, DAC1:15011, 45.06PPM, DAC2:11522, 34.41PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:34:59,Index:635, DAC1:15171, 45.55PPM, DAC2:11538, 34.46PPM, DAC3:512.00, 0.81PPM
2025-12-09T15:35:00,Index:636, DAC1:14915, 44.77PPM, DAC2:11714, 35.00PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:35:01,Index:637, DAC1:15267, 45.84PPM, DAC2:11714, 35.00PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:35:02,Index:638, DAC1:15203, 45.65PPM, DAC2:11586, 34.61PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:35:03,Index:639, DAC1:15171, 45.55PPM, DAC2:11426, 34.12PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:35:04,Index:640, DAC1:14691, 44.08PPM, DAC2:11426, 34.12PPM, DAC3:384.00, 0.42PPM
2025-12-09T15:35:05,Index:641, DAC1:14563, 43.69PPM, DAC2:11442, 34.17PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:35:06,Index:642, DAC1:14995, 45.01PPM, DAC2:11442, 34.17PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:35:07,Index:643, DAC1:15171, 45.55PPM, DAC2:11506, 34.36PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:35:08,Index:644, DAC1:15059, 45.21PPM, DAC2:11698, 34.95PPM, DAC3:352.00, 0.32PPM
2025-12-09T15:35:09,Index:645, DAC1:14803, 44.43PPM, DAC2:11666, 34.85PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:35:10,Index:646, DAC1:15107, 45.35PPM, DAC2:11618, 34.71PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:35:11,Index:647, DAC1:15363, 46.13PPM, DAC2:11586, 34.61PPM, DAC3:512.00, 0.81PPM
2025-12-09T15:35:12,Index:648, DAC1:15123, 45.40PPM, DAC2:11442, 34.17PPM, DAC3:592.00, 1.06PPM
2025-12-09T15:35:13,Index:649, DAC1:15715, 47.21PPM, DAC2:11442, 34.17PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:35:14,Index:650, DAC1:15331, 46.04PPM, DAC2:11426, 34.12PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:35:15,Index:651, DAC1:15411, 46.28PPM, DAC2:11458, 34.22PPM, DAC3:544.00, 0.91PPM
2025-12-09T15:35:16,Index:652, DAC1:15603, 46.87PPM, DAC2:11570, 34.56PPM, DAC3:496.00, 0.76PPM
2025-12-09T15:35:17,Index:653, DAC1:15235, 45.74PPM, DAC2:11698, 34.95PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:35:18,Index:654, DAC1:15155, 45.50PPM, DAC2:11714, 35.00PPM, DAC3:400.00, 0.47PPM
2025-12-09T15:35:19,Index:655, DAC1:15203, 45.65PPM, DAC2:11666, 34.85PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:35:20,Index:656, DAC1:15411, 46.28PPM, DAC2:11666, 34.85PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:35:21,Index:657, DAC1:15427, 46.33PPM, DAC2:11586, 34.61PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:35:22,Index:658, DAC1:15459, 46.43PPM, DAC2:11410, 34.07PPM, DAC3:528.00, 0.86PPM
2025-12-09T15:35:23,Index:659, DAC1:16035, 48.19PPM, DAC2:11410, 34.07PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:35:24,Index:660, DAC1:15459, 46.43PPM, DAC2:11570, 34.56PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:35:25,Index:661, DAC1:15555, 46.72PPM, DAC2:11554, 34.51PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:35:26,Index:662, DAC1:15427, 46.33PPM, DAC2:11538, 34.46PPM, DAC3:352.00, 0.32PPM
2025-12-09T15:35:27,Index:663, DAC1:15363, 46.13PPM, DAC2:11394, 34.02PPM, DAC3:496.00, 0.76PPM
2025-12-09T15:35:28,Index:664, DAC1:15107, 45.35PPM, DAC2:11666, 34.85PPM, DAC3:480.00, 0.71PPM
2025-12-09T15:35:29,Index:665, DAC1:15491, 46.53PPM, DAC2:11762, 35.15PPM, DAC3:528.00, 0.86PPM
2025-12-09T15:35:30,Index:666, DAC1:15315, 45.99PPM, DAC2:11538, 34.46PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:35:31,Index:667, DAC1:15155, 45.50PPM, DAC2:11442, 34.17PPM, DAC3:512.00, 0.81PPM
2025-12-09T15:35:32,Index:668, DAC1:15139, 45.45PPM, DAC2:11410, 34.07PPM, DAC3:512.00, 0.81PPM
2025-12-09T15:35:33,Index:669, DAC1:15459, 46.43PPM, DAC2:11410, 34.07PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:35:34,Index:670, DAC1:15155, 45.50PPM, DAC2:11458, 34.22PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:35:35,Index:671, DAC1:15635, 46.96PPM, DAC2:11650, 34.80PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:35:36,Index:672, DAC1:15827, 47.55PPM, DAC2:11778, 35.19PPM, DAC3:512.00, 0.81PPM
2025-12-09T15:35:37,Index:673, DAC1:14803, 44.43PPM, DAC2:11890, 35.54PPM, DAC3:496.00, 0.76PPM
2025-12-09T15:35:38,Index:674, DAC1:15171, 45.55PPM, DAC2:11698, 34.95PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:35:39,Index:675, DAC1:15171, 45.55PPM, DAC2:11554, 34.51PPM, DAC3:384.00, 0.42PPM
2025-12-09T15:35:40,Index:676, DAC1:15635, 46.96PPM, DAC2:11426, 34.12PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:35:41,Index:677, DAC1:15923, 47.84PPM, DAC2:11474, 34.27PPM, DAC3:384.00, 0.42PPM
2025-12-09T15:35:42,Index:678, DAC1:15811, 47.50PPM, DAC2:11506, 34.36PPM, DAC3:384.00, 0.42PPM
2025-12-09T15:35:43,Index:679, DAC1:15683, 47.11PPM, DAC2:11618, 34.71PPM, DAC3:432.00, 0.57PPM
2025-12-09T15:35:44,Index:680, DAC1:16035, 48.19PPM, DAC2:11682, 34.90PPM, DAC3:464.00, 0.67PPM
2025-12-09T15:35:45,Index:681, DAC1:16179, 48.63PPM, DAC2:11714, 35.00PPM, DAC3:416.00, 0.52PPM
2025-12-09T15:35:46,Index:682, DAC1:15891, 47.75PPM, DAC2:11650, 34.80PPM, DAC3:480.00, 0.71PPM
