timestamp, volt1 V, volt2 V, H ppm1, H ppm2
2025-12-07T17:43:30,0.32PPM, DAC2:11298, 33.73PPM, DAC3:464.00, 0.67PPM
2025-12-07T17:43:31,Index:147, DAC1:448, 0.62PPM, DAC2:11330, 33.83PPM, DAC3:448.00, 0.62PPM
2025-12-07T17:43:32,Index:148, DAC1:352, 0.32PPM, DAC2:11346, 33.88PPM, DAC3:480.00, 0.71PPM
2025-12-07T17:43:33,Index:149, DAC1:416, 0.52PPM, DAC2:11266, 33.63PPM, DAC3:464.00, 0.67PPM
2025-12-07T17:43:34,Index:150, DAC1:400, 0.47PPM, DAC2:11218, 33.49PPM, DAC3:432.00, 0.57PPM
2025-12-07T17:43:35,Index:151, DAC1:432, 0.57PPM, DAC2:11234, 33.53PPM, DAC3:432.00, 0.57PPM
2025-12-07T17:43:36,Index:152, DAC1:432, 0.57PPM, DAC2:11282, 33.68PPM, DAC3:416.00, 0.52PPM
2025-12-07T17:43:37,Index:153, DAC1:448, 0.62PPM, DAC2:11314, 33.78PPM, DAC3:352.00, 0.32PPM
2025-12-07T17:43:38,Index:154, DAC1:432, 0.57PPM, DAC2:11282, 33.68PPM, DAC3:416.00, 0.52PPM
2025-12-07T17:43:39,Index:155, DAC1:432, 0.57PPM, DAC2:11298, 33.73PPM, DAC3:448.00, 0.62PPM
2025-12-07T17:43:40,Index:156, DAC1:432, 0.57PPM, DAC2:11298, 33.73PPM, DAC3:432.00, 0.57PPM
