timestamp, volt1 V, volt2 V, H ppm1, H ppm2
2025-12-23T19:44:29,v1->0.024976V,dac1->496, s1->2.739ppm  |  v2->0.0161135V,dac2->320, s2->0.000ppm
2025-12-23T19:44:31,v1->0.0265873V,dac1->528, s1->22.270ppm  |  v2->0.0169192V,dac2->336, s2->0.000ppm
2025-12-23T19:44:32,v1->0.0257816V,dac1->512, s1->12.505ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:44:33,v1->0.0209476V,dac1->416, s1->0.000ppm  |  v2->0.0169192V,dac2->336, s2->0.000ppm
2025-12-23T19:44:34,v1->0.0225589V,dac1->448, s1->0.000ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:44:35,v1->0.0233646V,dac1->464, s1->0.000ppm  |  v2->0.0209476V,dac2->416, s2->0.000ppm
2025-12-23T19:44:36,v1->0.024976V,dac1->496, s1->2.739ppm  |  v2->0.0201419V,dac2->400, s2->0.000ppm
2025-12-23T19:44:37,v1->0.0225589V,dac1->448, s1->0.000ppm  |  v2->0.0177249V,dac2->352, s2->0.000ppm
2025-12-23T19:44:38,v1->0.0193362V,dac1->384, s1->0.000ppm  |  v2->0.0201419V,dac2->400, s2->0.000ppm
2025-12-23T19:44:39,v1->0.0201419V,dac1->400, s1->0.000ppm  |  v2->0.0153078V,dac2->304, s2->0.000ppm
2025-12-23T19:44:40,v1->0.0233646V,dac1->464, s1->0.000ppm  |  v2->0.0177249V,dac2->352, s2->0.000ppm
2025-12-23T19:44:41,v1->0.0265873V,dac1->528, s1->22.270ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:44:42,v1->0.0241703V,dac1->480, s1->0.000ppm  |  v2->0.0177249V,dac2->352, s2->0.000ppm
2025-12-23T19:44:43,v1->0.0241703V,dac1->480, s1->0.000ppm  |  v2->0.0169192V,dac2->336, s2->0.000ppm
2025-12-23T19:44:44,v1->0.0225589V,dac1->448, s1->0.000ppm  |  v2->0.0177249V,dac2->352, s2->0.000ppm
2025-12-23T19:44:45,v1->0.0233646V,dac1->464, s1->0.000ppm  |  v2->0.0169192V,dac2->336, s2->0.000ppm
2025-12-23T19:44:46,v1->0.0257816V,dac1->512, s1->12.505ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:44:47,v1->0.0217533V,dac1->432, s1->0.000ppm  |  v2->0.0185305V,dac2->368, s2->0.000ppm
2025-12-23T19:44:48,v1->0.0241703V,dac1->480, s1->0.000ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:44:49,v1->0.024976V,dac1->496, s1->2.739ppm  |  v2->0.0153078V,dac2->304, s2->0.000ppm
2025-12-23T19:44:50,v1->0.0193362V,dac1->384, s1->0.000ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:44:51,v1->0.0233646V,dac1->464, s1->0.000ppm  |  v2->0.0161135V,dac2->320, s2->0.000ppm
2025-12-23T19:44:52,v1->0.0233646V,dac1->464, s1->0.000ppm  |  v2->0.0153078V,dac2->304, s2->0.000ppm
2025-12-23T19:44:53,v1->0.0225589V,dac1->448, s1->0.000ppm  |  v2->0.0177249V,dac2->352, s2->0.000ppm
2025-12-23T19:44:54,v1->0.0209476V,dac1->416, s1->0.000ppm  |  v2->0.0153078V,dac2->304, s2->0.000ppm
2025-12-23T19:44:55,v1->0.0265873V,dac1->528, s1->22.270ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:44:56,v1->0.0225589V,dac1->448, s1->0.000ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:44:57,v1->0.0209476V,dac1->416, s1->0.000ppm  |  v2->0.0145022V,dac2->288, s2->0.000ppm
2025-12-23T19:44:58,v1->0.0233646V,dac1->464, s1->0.000ppm  |  v2->0.0169192V,dac2->336, s2->0.000ppm
2025-12-23T19:44:59,v1->0.0241703V,dac1->480, s1->0.000ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:45:00,v1->0.0257816V,dac1->512, s1->12.505ppm  |  v2->0.0177249V,dac2->352, s2->0.000ppm
2025-12-23T19:45:01,v1->0.0330327V,dac1->656, s1->100.396ppm  |  v2->0.0225589V,dac2->448, s2->0.000ppm
2025-12-23T19:45:02,v1->0.0257816V,dac1->512, s1->12.505ppm  |  v2->0.0169192V,dac2->336, s2->0.000ppm
2025-12-23T19:45:03,v1->0.0281987V,dac1->560, s1->41.802ppm  |  v2->0.0225589V,dac2->448, s2->0.000ppm
2025-12-23T19:45:04,v1->0.0281987V,dac1->560, s1->41.802ppm  |  v2->0.0177249V,dac2->352, s2->0.000ppm
2025-12-23T19:45:05,v1->0.0306157V,dac1->608, s1->71.099ppm  |  v2->0.0169192V,dac2->336, s2->0.000ppm
2025-12-23T19:45:06,v1->0.0265873V,dac1->528, s1->22.270ppm  |  v2->0.0201419V,dac2->400, s2->0.000ppm
2025-12-23T19:45:07,v1->0.0265873V,dac1->528, s1->22.270ppm  |  v2->0.0201419V,dac2->400, s2->0.000ppm
2025-12-23T19:45:08,v1->0.0233646V,dac1->464, s1->0.000ppm  |  v2->0.0161135V,dac2->320, s2->0.000ppm
2025-12-23T19:45:09,v1->0.027393V,dac1->544, s1->32.036ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:45:10,v1->0.0281987V,dac1->560, s1->41.802ppm  |  v2->0.0169192V,dac2->336, s2->0.000ppm
2025-12-23T19:45:11,v1->0.0209476V,dac1->416, s1->0.000ppm  |  v2->0.0169192V,dac2->336, s2->0.000ppm
2025-12-23T19:45:12,v1->0.0217533V,dac1->432, s1->0.000ppm  |  v2->0.00886244V,dac2->176, s2->0.000ppm
2025-12-23T19:45:13,v1->0.0241703V,dac1->480, s1->0.000ppm  |  v2->0.0145022V,dac2->288, s2->0.000ppm
2025-12-23T19:45:14,v1->0.0281987V,dac1->560, s1->41.802ppm  |  v2->0.0169192V,dac2->336, s2->0.000ppm
2025-12-23T19:45:15,v1->0.02981V,dac1->592, s1->61.334ppm  |  v2->0.0209476V,dac2->416, s2->0.000ppm
2025-12-23T19:45:16,v1->0.027393V,dac1->544, s1->32.036ppm  |  v2->0.0177249V,dac2->352, s2->0.000ppm
2025-12-23T19:45:17,v1->0.027393V,dac1->544, s1->32.036ppm  |  v2->0.0185305V,dac2->368, s2->0.000ppm
2025-12-23T19:45:18,v1->0.0209476V,dac1->416, s1->0.000ppm  |  v2->0.0177249V,dac2->352, s2->0.000ppm
2025-12-23T19:45:19,v1->0.0257816V,dac1->512, s1->12.505ppm  |  v2->0.0217533V,dac2->432, s2->0.000ppm
2025-12-23T19:45:20,v1->0.0241703V,dac1->480, s1->0.000ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:45:21,v1->0.0354497V,dac1->704, s1->129.694ppm  |  v2->0.0241703V,dac2->480, s2->0.000ppm
2025-12-23T19:45:22,v1->0.0217533V,dac1->432, s1->0.000ppm  |  v2->0.0201419V,dac2->400, s2->0.000ppm
2025-12-23T19:45:23,v1->0.0177249V,dac1->352, s1->0.000ppm  |  v2->0.0177249V,dac2->352, s2->0.000ppm
2025-12-23T19:45:24,v1->0.0241703V,dac1->480, s1->0.000ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:45:25,v1->0.0265873V,dac1->528, s1->22.270ppm  |  v2->0.0161135V,dac2->320, s2->0.000ppm
2025-12-23T19:45:26,v1->0.0265873V,dac1->528, s1->22.270ppm  |  v2->0.0201419V,dac2->400, s2->0.000ppm
2025-12-23T19:45:27,v1->0.0281987V,dac1->560, s1->41.802ppm  |  v2->0.0217533V,dac2->432, s2->0.000ppm
2025-12-23T19:45:28,v1->0.0265873V,dac1->528, s1->22.270ppm  |  v2->0.0209476V,dac2->416, s2->0.000ppm
2025-12-23T19:45:29,v1->0.0217533V,dac1->432, s1->0.000ppm  |  v2->0.0201419V,dac2->400, s2->0.000ppm
2025-12-23T19:45:30,v1->0.0209476V,dac1->416, s1->0.000ppm  |  v2->0.0201419V,dac2->400, s2->0.000ppm
2025-12-23T19:45:31,v1->0.0233646V,dac1->464, s1->0.000ppm  |  v2->0.0169192V,dac2->336, s2->0.000ppm
2025-12-23T19:45:32,v1->0.0233646V,dac1->464, s1->0.000ppm  |  v2->0.0161135V,dac2->320, s2->0.000ppm
2025-12-23T19:45:33,v1->0.0265873V,dac1->528, s1->22.270ppm  |  v2->0.0169192V,dac2->336, s2->0.000ppm
2025-12-23T19:45:34,v1->0.0257816V,dac1->512, s1->12.505ppm  |  v2->0.0217533V,dac2->432, s2->0.000ppm
2025-12-23T19:45:35,v1->0.0281987V,dac1->560, s1->41.802ppm  |  v2->0.0225589V,dac2->448, s2->0.000ppm
2025-12-23T19:45:36,v1->0.027393V,dac1->544, s1->32.036ppm  |  v2->0.0225589V,dac2->448, s2->0.000ppm
2025-12-23T19:45:37,v1->0.0201419V,dac1->400, s1->0.000ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:45:38,v1->0.0281987V,dac1->560, s1->41.802ppm  |  v2->0.0225589V,dac2->448, s2->0.000ppm
2025-12-23T19:45:39,v1->0.0241703V,dac1->480, s1->0.000ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:45:40,v1->0.0209476V,dac1->416, s1->0.000ppm  |  v2->0.0201419V,dac2->400, s2->0.000ppm
2025-12-23T19:45:41,v1->0.0209476V,dac1->416, s1->0.000ppm  |  v2->0.0177249V,dac2->352, s2->0.000ppm
2025-12-23T19:45:42,v1->0.0225589V,dac1->448, s1->0.000ppm  |  v2->0.0177249V,dac2->352, s2->0.000ppm
2025-12-23T19:45:43,v1->0.0225589V,dac1->448, s1->0.000ppm  |  v2->0.0169192V,dac2->336, s2->0.000ppm
2025-12-23T19:45:44,v1->0.032227V,dac1->640, s1->90.631ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:45:45,v1->0.0225589V,dac1->448, s1->0.000ppm  |  v2->0.0225589V,dac2->448, s2->0.000ppm
2025-12-23T19:45:46,v1->0.0265873V,dac1->528, s1->22.270ppm  |  v2->0.0177249V,dac2->352, s2->0.000ppm
2025-12-23T19:45:47,v1->0.0241703V,dac1->480, s1->0.000ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:45:48,v1->0.0241703V,dac1->480, s1->0.000ppm  |  v2->0.0201419V,dac2->400, s2->0.000ppm
2025-12-23T19:45:49,v1->0.0241703V,dac1->480, s1->0.000ppm  |  v2->0.0201419V,dac2->400, s2->0.000ppm
2025-12-23T19:45:50,v1->0.0225589V,dac1->448, s1->0.000ppm  |  v2->0.0209476V,dac2->416, s2->0.000ppm
2025-12-23T19:45:51,v1->0.027393V,dac1->544, s1->32.036ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:45:52,v1->0.0177249V,dac1->352, s1->0.000ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:45:53,v1->0.0209476V,dac1->416, s1->0.000ppm  |  v2->0.0201419V,dac2->400, s2->0.000ppm
2025-12-23T19:45:54,v1->0.0233646V,dac1->464, s1->0.000ppm  |  v2->0.0161135V,dac2->320, s2->0.000ppm
2025-12-23T19:45:55,v1->0.0265873V,dac1->528, s1->22.270ppm  |  v2->0.0201419V,dac2->400, s2->0.000ppm
2025-12-23T19:45:56,v1->0.02981V,dac1->592, s1->61.334ppm  |  v2->0.0241703V,dac2->480, s2->0.000ppm
2025-12-23T19:45:57,v1->0.0201419V,dac1->400, s1->0.000ppm  |  v2->0.0177249V,dac2->352, s2->0.000ppm
2025-12-23T19:45:58,v1->0.0233646V,dac1->464, s1->0.000ppm  |  v2->0.0217533V,dac2->432, s2->0.000ppm
2025-12-23T19:45:59,v1->0.024976V,dac1->496, s1->2.739ppm  |  v2->0.0169192V,dac2->336, s2->0.000ppm
2025-12-23T19:46:00,v1->0.0177249V,dac1->352, s1->0.000ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:46:01,v1->0.0257816V,dac1->512, s1->12.505ppm  |  v2->0.0225589V,dac2->448, s2->0.000ppm
2025-12-23T19:46:02,v1->0.0233646V,dac1->464, s1->0.000ppm  |  v2->0.0161135V,dac2->320, s2->0.000ppm
2025-12-23T19:46:03,v1->0.0104738V,dac1->208, s1->0.000ppm  |  v2->0.0201419V,dac2->400, s2->0.000ppm
2025-12-23T19:46:04,v1->0.0241703V,dac1->480, s1->0.000ppm  |  v2->0.0201419V,dac2->400, s2->0.000ppm
2025-12-23T19:46:05,v1->0.0233646V,dac1->464, s1->0.000ppm  |  v2->0.0193362V,dac2->384, s2->0.000ppm
2025-12-23T19:46:06,v1->0.0257816V,dac1->512, s1->12.505ppm  |  v2->0.0177249V,dac2->352, s2->0.000ppm
2025-12-23T19:46:07,v1->0.0265873V,dac1->528, s1->22.270ppm  |  v2->0.0169192V,dac2->336, s2->0.000ppm
