timestamp, volt1 V, volt2 V, H ppm1, H ppm2
2025-12-07T16:27:14,3:576.00, 1.01PPM
2025-12-07T16:27:15,Index:124, DAC1:400, 0.47PPM, DAC2:11298, 33.73PPM, DAC3:448.00, 0.62PPM
2025-12-07T16:27:16,Index:125, DAC1:432, 0.57PPM, DAC2:11298, 33.73PPM, DAC3:352.00, 0.32PPM
2025-12-07T16:27:17,Index:126, DAC1:448, 0.62PPM, DAC2:11282, 33.68PPM, DAC3:400.00, 0.47PPM
2025-12-07T16:27:18,Index:127, DAC1:416, 0.52PPM, DAC2:11330, 33.83PPM, DAC3:400.00, 0.47PPM
2025-12-07T16:27:19,Index:128, DAC1:464, 0.67PPM, DAC2:11266, 33.63PPM, DAC3:336.00, 0.28PPM
2025-12-07T16:27:20,Index:129, DAC1:384, 0.42PPM, DAC2:11314, 33.78PPM, DAC3:464.00, 0.67PPM
2025-12-07T16:27:21,Index:130, DAC1:384, 0.42PPM, DAC2:11282, 33.68PPM, DAC3:416.00, 0.52PPM
2025-12-07T16:27:22,Index:131, DAC1:432, 0.57PPM, DAC2:11314, 33.78PPM, DAC3:448.00, 0.62PPM
2025-12-07T16:27:23,Index:132, DAC1:464, 0.67PPM, DAC2:11314, 33.78PPM, DAC3:432.00, 0.57PPM
2025-12-07T16:27:24,Index:133, DAC1:352, 0.32PPM, DAC2:11298, 33.73PPM, DAC3:432.00, 0.57PPM
