timestamp, volt1 V, volt2 V, H ppm1, H ppm2
2025-12-23T12:13:48,Index:151, DAC1:58062, 176.44PPM, DAC2:12499, 37.39PPM, DAC3:272.00, 0.08PPM
2025-12-23T12:14:07,Index:169, DAC1:17476, 52.58PPM, DAC2:11586, 34.61PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:08,Index:170, DAC1:16612, 49.95PPM, DAC2:11618, 34.71PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:09,Index:171, DAC1:17172, 51.66PPM, DAC2:11602, 34.66PPM, DAC3:240.00, -0.02PPM
2025-12-23T12:14:10,Index:172, DAC1:16580, 49.85PPM, DAC2:11746, 35.10PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:11,Index:173, DAC1:17556, 52.83PPM, DAC2:11746, 35.10PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:12,Index:174, DAC1:18564, 55.90PPM, DAC2:11714, 35.00PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:13,Index:175, DAC1:17668, 53.17PPM, DAC2:11714, 35.00PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:14,Index:176, DAC1:17076, 51.36PPM, DAC2:11730, 35.05PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:15,Index:177, DAC1:17028, 51.22PPM, DAC2:11554, 34.51PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:16,Index:178, DAC1:18276, 55.02PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:17,Index:179, DAC1:14739, 44.23PPM, DAC2:11602, 34.66PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:18,Index:180, DAC1:15923, 47.84PPM, DAC2:11474, 34.27PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:19,Index:181, DAC1:15763, 47.36PPM, DAC2:11586, 34.61PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:20,Index:182, DAC1:15523, 46.62PPM, DAC2:11586, 34.61PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:21,Index:183, DAC1:16195, 48.67PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:22,Index:184, DAC1:15555, 46.72PPM, DAC2:11666, 34.85PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:23,Index:185, DAC1:16868, 50.73PPM, DAC2:11714, 35.00PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:24,Index:186, DAC1:15715, 47.21PPM, DAC2:11618, 34.71PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:25,Index:187, DAC1:15763, 47.36PPM, DAC2:11570, 34.56PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:26,Index:188, DAC1:14419, 43.25PPM, DAC2:11522, 34.41PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:27,Index:189, DAC1:16644, 50.04PPM, DAC2:11618, 34.71PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:28,Index:190, DAC1:13875, 41.59PPM, DAC2:11522, 34.41PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:29,Index:191, DAC1:14419, 43.25PPM, DAC2:11554, 34.51PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:30,Index:192, DAC1:13955, 41.84PPM, DAC2:11602, 34.66PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:31,Index:193, DAC1:14483, 43.45PPM, DAC2:11666, 34.85PPM, DAC3:272.00, 0.08PPM
2025-12-23T12:14:32,Index:194, DAC1:15603, 46.87PPM, DAC2:11730, 35.05PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:33,Index:195, DAC1:15411, 46.28PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:34,Index:196, DAC1:15875, 47.70PPM, DAC2:11666, 34.85PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:35,Index:197, DAC1:15667, 47.06PPM, DAC2:11586, 34.61PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:36,Index:198, DAC1:13971, 41.89PPM, DAC2:11410, 34.07PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:37,Index:199, DAC1:16259, 48.87PPM, DAC2:11650, 34.80PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:38,Index:200, DAC1:14883, 44.67PPM, DAC2:11554, 34.51PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:39,Index:201, DAC1:14179, 42.52PPM, DAC2:11474, 34.27PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:40,Index:202, DAC1:14131, 42.38PPM, DAC2:11506, 34.36PPM, DAC3:240.00, -0.02PPM
2025-12-23T12:14:41,Index:203, DAC1:14803, 44.43PPM, DAC2:11666, 34.85PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:42,Index:204, DAC1:13779, 41.30PPM, DAC2:11762, 35.15PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:43,Index:205, DAC1:13331, 39.93PPM, DAC2:11554, 34.51PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:44,Index:206, DAC1:13859, 41.54PPM, DAC2:11538, 34.46PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:45,Index:207, DAC1:13523, 40.52PPM, DAC2:11586, 34.61PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:46,Index:208, DAC1:14355, 43.06PPM, DAC2:11554, 34.51PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:47,Index:209, DAC1:14067, 42.18PPM, DAC2:11570, 34.56PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:48,Index:210, DAC1:13267, 39.74PPM, DAC2:11586, 34.61PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:49,Index:211, DAC1:13123, 39.30PPM, DAC2:11522, 34.41PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:50,Index:212, DAC1:12323, 36.86PPM, DAC2:11570, 34.56PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:51,Index:213, DAC1:12387, 37.05PPM, DAC2:11586, 34.61PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:52,Index:214, DAC1:11826, 35.34PPM, DAC2:11490, 34.32PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:53,Index:215, DAC1:11858, 35.44PPM, DAC2:11538, 34.46PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:54,Index:216, DAC1:10274, 30.60PPM, DAC2:11522, 34.41PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:55,Index:217, DAC1:9826, 29.24PPM, DAC2:11490, 34.32PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:56,Index:218, DAC1:8177, 24.20PPM, DAC2:11458, 34.22PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:57,Index:219, DAC1:9026, 26.80PPM, DAC2:11538, 34.46PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:58,Index:220, DAC1:9314, 27.67PPM, DAC2:11538, 34.46PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:14:59,Index:221, DAC1:9314, 27.67PPM, DAC2:11490, 34.32PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:00,Index:222, DAC1:9650, 28.70PPM, DAC2:11522, 34.41PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:01,Index:223, DAC1:8850, 26.26PPM, DAC2:11490, 34.32PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:02,Index:224, DAC1:8274, 24.50PPM, DAC2:11490, 34.32PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:03,Index:225, DAC1:8722, 25.87PPM, DAC2:11490, 34.32PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:04,Index:226, DAC1:8258, 24.45PPM, DAC2:11458, 34.22PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:05,Index:227, DAC1:8546, 25.33PPM, DAC2:11442, 34.17PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:06,Index:228, DAC1:7297, 21.52PPM, DAC2:11458, 34.22PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:07,Index:229, DAC1:8177, 24.20PPM, DAC2:11474, 34.27PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:08,Index:230, DAC1:7585, 22.40PPM, DAC2:11458, 34.22PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:09,Index:231, DAC1:7889, 23.33PPM, DAC2:11442, 34.17PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:10,Index:232, DAC1:8370, 24.79PPM, DAC2:11474, 34.27PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:11,Index:233, DAC1:8145, 24.11PPM, DAC2:11442, 34.17PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:12,Index:234, DAC1:8097, 23.96PPM, DAC2:11426, 34.12PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:13,Index:235, DAC1:8177, 24.20PPM, DAC2:11442, 34.17PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:14,Index:236, DAC1:7857, 23.23PPM, DAC2:11410, 34.07PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:15,Index:237, DAC1:8177, 24.20PPM, DAC2:11538, 34.46PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:16,Index:238, DAC1:8033, 23.77PPM, DAC2:11522, 34.41PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:17,Index:239, DAC1:8097, 23.96PPM, DAC2:11522, 34.41PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:18,Index:240, DAC1:7473, 22.06PPM, DAC2:11458, 34.22PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:19,Index:241, DAC1:8161, 24.16PPM, DAC2:11506, 34.36PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:20,Index:242, DAC1:6561, 19.27PPM, DAC2:11394, 34.02PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:21,Index:243, DAC1:7889, 23.33PPM, DAC2:11442, 34.17PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:22,Index:244, DAC1:8097, 23.96PPM, DAC2:11490, 34.32PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:23,Index:245, DAC1:7377, 21.76PPM, DAC2:11426, 34.12PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:24,Index:246, DAC1:7921, 23.42PPM, DAC2:11458, 34.22PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:25,Index:247, DAC1:8177, 24.20PPM, DAC2:11490, 34.32PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:26,Index:248, DAC1:8626, 25.57PPM, DAC2:11602, 34.66PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:27,Index:249, DAC1:7569, 22.35PPM, DAC2:11426, 34.12PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:28,Index:250, DAC1:8177, 24.20PPM, DAC2:11474, 34.27PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:29,Index:251, DAC1:7601, 22.45PPM, DAC2:11458, 34.22PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:30,Index:252, DAC1:8226, 24.35PPM, DAC2:11522, 34.41PPM, DAC3:240.00, -0.02PPM
2025-12-23T12:15:31,Index:253, DAC1:7505, 22.15PPM, DAC2:11490, 34.32PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:32,Index:254, DAC1:6593, 19.37PPM, DAC2:11458, 34.22PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:33,Index:255, DAC1:7329, 21.62PPM, DAC2:11458, 34.22PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:34,Index:256, DAC1:7073, 20.84PPM, DAC2:11442, 34.17PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:35,Index:257, DAC1:7985, 23.62PPM, DAC2:11490, 34.32PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:36,Index:258, DAC1:7217, 21.27PPM, DAC2:11426, 34.12PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:37,Index:259, DAC1:6081, 17.81PPM, DAC2:11394, 34.02PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:38,Index:260, DAC1:6785, 19.96PPM, DAC2:11410, 34.07PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:39,Index:261, DAC1:6849, 20.15PPM, DAC2:11474, 34.27PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:40,Index:262, DAC1:6465, 18.98PPM, DAC2:11474, 34.27PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:41,Index:263, DAC1:6801, 20.01PPM, DAC2:11442, 34.17PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:42,Index:264, DAC1:7377, 21.76PPM, DAC2:11490, 34.32PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:43,Index:265, DAC1:7377, 21.76PPM, DAC2:11538, 34.46PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:44,Index:266, DAC1:6481, 19.03PPM, DAC2:11410, 34.07PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:45,Index:267, DAC1:6225, 18.25PPM, DAC2:11394, 34.02PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:46,Index:268, DAC1:6273, 18.39PPM, DAC2:11442, 34.17PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:47,Index:269, DAC1:6241, 18.30PPM, DAC2:11346, 33.88PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:48,Index:270, DAC1:6929, 20.40PPM, DAC2:11474, 34.27PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:49,Index:271, DAC1:5969, 17.47PPM, DAC2:11442, 34.17PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:50,Index:272, DAC1:5857, 17.12PPM, DAC2:11490, 34.32PPM, DAC3:240.00, -0.02PPM
2025-12-23T12:15:51,Index:273, DAC1:6689, 19.66PPM, DAC2:12034, 35.98PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:52,Index:274, DAC1:5841, 17.08PPM, DAC2:44986, 136.54PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:53,Index:275, DAC1:6865, 20.20PPM, DAC2:11778, 35.19PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:54,Index:276, DAC1:5505, 16.05PPM, DAC2:11666, 34.85PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:55,Index:277, DAC1:5249, 15.27PPM, DAC2:11714, 35.00PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:56,Index:278, DAC1:5905, 17.27PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:57,Index:279, DAC1:6833, 20.10PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:58,Index:280, DAC1:7937, 23.47PPM, DAC2:11698, 34.95PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:15:59,Index:281, DAC1:7601, 22.45PPM, DAC2:11698, 34.95PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:16:00,Index:282, DAC1:6913, 20.35PPM, DAC2:11666, 34.85PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:16:01,Index:283, DAC1:7217, 21.27PPM, DAC2:11698, 34.95PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:16:02,Index:284, DAC1:6449, 18.93PPM, DAC2:11650, 34.80PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:16:04,Index:285, DAC1:6593, 19.37PPM, DAC2:11618, 34.71PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:16:05,Index:286, DAC1:7233, 21.32PPM, DAC2:11714, 35.00PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:17:00,Index:342, DAC1:6881, 20.25PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:17:01,Index:343, DAC1:7969, 23.57PPM, DAC2:11698, 34.95PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:17:02,Index:344, DAC1:6881, 20.25PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:17:03,Index:345, DAC1:5457, 15.90PPM, DAC2:11666, 34.85PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:17:04,Index:346, DAC1:6289, 18.44PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:17:05,Index:347, DAC1:6705, 19.71PPM, DAC2:11618, 34.71PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:17:55,Index:348, DAC1:6849, 20.15PPM, DAC2:11666, 34.85PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:17:57,Index:398, DAC1:6865, 20.20PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:17:58,Index:399, DAC1:5857, 17.12PPM, DAC2:11618, 34.71PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:17:59,Index:400, DAC1:6625, 19.47PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:18:00,Index:401, DAC1:6817, 20.05PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:18:01,Index:402, DAC1:7041, 20.74PPM, DAC2:11682, 34.90PPM, DAC3:240.00, -0.02PPM
2025-12-23T12:18:02,Index:403, DAC1:6817, 20.05PPM, DAC2:11666, 34.85PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:18:45,Index:404, DAC1:6865, 20.20PPM, DAC2:11650, 34.80PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:18:46,Index:447, DAC1:6353, 18.64PPM, DAC2:11698, 34.95PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:18:47,Index:448, DAC1:5953, 17.42PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:18:48,Index:449, DAC1:6033, 17.66PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:18:49,Index:450, DAC1:5985, 17.52PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:18:50,Index:451, DAC1:6337, 18.59PPM, DAC2:11666, 34.85PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:18:51,Index:452, DAC1:5569, 16.25PPM, DAC2:11586, 34.61PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:18:52,Index:453, DAC1:6209, 18.20PPM, DAC2:11650, 34.80PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:19:40,Index:501, DAC1:5825, 17.03PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:19:41,Index:502, DAC1:6177, 18.10PPM, DAC2:11730, 35.05PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:19:42,Index:503, DAC1:6017, 17.61PPM, DAC2:11698, 34.95PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:19:43,Index:504, DAC1:5089, 14.78PPM, DAC2:11618, 34.71PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:19:44,Index:505, DAC1:6017, 17.61PPM, DAC2:11650, 34.80PPM, DAC3:240.00, -0.02PPM
2025-12-23T12:19:45,Index:506, DAC1:6449, 18.93PPM, DAC2:11682, 34.90PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:19:46,Index:507, DAC1:5425, 15.81PPM, DAC2:11714, 35.00PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:20:40,Index:562, DAC1:6321, 18.54PPM, DAC2:11730, 35.05PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:20:42,Index:563, DAC1:5649, 16.49PPM, DAC2:11666, 34.85PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:20:43,Index:564, DAC1:6081, 17.81PPM, DAC2:11746, 35.10PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:20:44,Index:565, DAC1:5297, 15.42PPM, DAC2:11666, 34.85PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:20:45,Index:566, DAC1:5121, 14.88PPM, DAC2:11650, 34.80PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:20:46,Index:567, DAC1:5825, 17.03PPM, DAC2:11698, 34.95PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:20:47,Index:568, DAC1:5761, 16.83PPM, DAC2:11698, 34.95PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:42,Index:569, DAC1:6369, 18.69PPM, DAC2:11730, 35.05PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:43,Index:743, DAC1:5553, 16.20PPM, DAC2:11458, 34.22PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:44,Index:744, DAC1:5553, 16.20PPM, DAC2:11458, 34.22PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:45,Index:745, DAC1:5937, 17.37PPM, DAC2:11586, 34.61PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:46,Index:746, DAC1:5281, 15.37PPM, DAC2:11458, 34.22PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:47,Index:747, DAC1:5601, 16.34PPM, DAC2:11474, 34.27PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:48,Index:748, DAC1:5985, 17.52PPM, DAC2:11474, 34.27PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:49,Index:749, DAC1:5825, 17.03PPM, DAC2:11458, 34.22PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:50,Index:750, DAC1:5521, 16.10PPM, DAC2:11458, 34.22PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:51,Index:751, DAC1:5601, 16.34PPM, DAC2:11442, 34.17PPM, DAC3:272.00, 0.08PPM
2025-12-23T12:23:52,Index:752, DAC1:5857, 17.12PPM, DAC2:11298, 33.73PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:53,Index:753, DAC1:5793, 16.93PPM, DAC2:11474, 34.27PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:54,Index:754, DAC1:5249, 15.27PPM, DAC2:11442, 34.17PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:55,Index:755, DAC1:5697, 16.64PPM, DAC2:10290, 30.65PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:56,Index:756, DAC1:6321, 18.54PPM, DAC2:10690, 31.87PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:57,Index:757, DAC1:5713, 16.68PPM, DAC2:62927, 191.29PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:58,Index:758, DAC1:6209, 18.20PPM, DAC2:15107, 45.35PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:23:59,Index:759, DAC1:5473, 15.95PPM, DAC2:352, 0.32PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:00,Index:760, DAC1:5601, 16.34PPM, DAC2:416, 0.52PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:01,Index:761, DAC1:5697, 16.64PPM, DAC2:432, 0.57PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:02,Index:762, DAC1:6097, 17.86PPM, DAC2:432, 0.57PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:03,Index:763, DAC1:5745, 16.78PPM, DAC2:384, 0.42PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:04,Index:764, DAC1:5713, 16.68PPM, DAC2:464, 0.67PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:05,Index:765, DAC1:6097, 17.86PPM, DAC2:368, 0.37PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:06,Index:766, DAC1:6209, 18.20PPM, DAC2:400, 0.47PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:07,Index:767, DAC1:6289, 18.44PPM, DAC2:448, 0.62PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:08,Index:768, DAC1:5697, 16.64PPM, DAC2:400, 0.47PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:09,Index:769, DAC1:5697, 16.64PPM, DAC2:496, 0.76PPM, DAC3:240.00, -0.02PPM
2025-12-23T12:24:10,Index:770, DAC1:5889, 17.22PPM, DAC2:448, 0.62PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:11,Index:771, DAC1:5921, 17.32PPM, DAC2:416, 0.52PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:12,Index:772, DAC1:6049, 17.71PPM, DAC2:416, 0.52PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:13,Index:773, DAC1:5473, 15.95PPM, DAC2:11314, 33.78PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:14,Index:774, DAC1:9954, 29.63PPM, DAC2:34104, 103.33PPM, DAC3:304.00, 0.18PPM
2025-12-23T12:24:15,Index:775, DAC1:10978, 32.75PPM, DAC2:11842, 35.39PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:16,Index:776, DAC1:10962, 32.70PPM, DAC2:11810, 35.29PPM, DAC3:256.00, 0.03PPM
2025-12-23T12:24:17,Index:777, DAC1:10690, 31.87PPM, DAC2:32695, 99.03PPM, DAC3:256.00, 0.03PPM
