timestamp, volt1 V, volt2 V, H ppm1, H ppm2
2025-12-09T15:24:44,Index:23, DAC1:21269, 64.16PPM, DAC2:11906, 35.58PPM, DAC3:448.00, 0.62PPM
2025-12-09T15:24:45,Index:24, DAC1:21333, 64.35PPM, DAC2:11970, 35.78PPM, DAC3:400.00, 0.47PPM
2025-12-09T15:24:46,Index:25, DAC1:20020, 60.35PPM, DAC2:11954, 35.73PPM, DAC3:432.00, 0.57PPM
