timestamp, volt1 V, volt2 V, H ppm1, H ppm2
2025-12-09T16:42:18,Index:4668, DAC1:9506, 28.26PPM, DAC2:11298, 33.73PPM, DAC3:448.00, 0.62PPM
2025-12-09T16:54:07,Index:5375, DAC1:65535, 199.25PPM, DAC2:12611, 37.74PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:54:08,Index:5376, DAC1:65535, 199.25PPM, DAC2:12547, 37.54PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:54:09,Index:5377, DAC1:65535, 199.25PPM, DAC2:12515, 37.44PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:54:10,Index:5378, DAC1:65535, 199.25PPM, DAC2:12499, 37.39PPM, DAC3:352.00, 0.32PPM
2025-12-09T16:54:11,Index:5379, DAC1:65535, 199.25PPM, DAC2:12483, 37.35PPM, DAC3:432.00, 0.57PPM
2025-12-09T16:54:12,Index:5380, DAC1:65535, 199.25PPM, DAC2:12451, 37.25PPM, DAC3:400.00, 0.47PPM
2025-12-09T16:54:14,Index:5381, DAC1:65535, 199.25PPM, DAC2:12563, 37.59PPM, DAC3:496.00, 0.76PPM
2025-12-09T16:54:15,Index:5382, DAC1:65535, 199.25PPM, DAC2:12595, 37.69PPM, DAC3:560.00, 0.96PPM
2025-12-09T16:54:16,Index:5383, DAC1:65535, 199.25PPM, DAC2:12563, 37.59PPM, DAC3:464.00, 0.67PPM
2025-12-09T16:54:17,Index:5384, DAC1:65535, 199.25PPM, DAC2:12419, 37.15PPM, DAC3:480.00, 0.71PPM
2025-12-09T16:54:18,Index:5385, DAC1:65535, 199.25PPM, DAC2:12835, 38.42PPM, DAC3:352.00, 0.32PPM
