"Latest: Time (s)","Latest: Oxygen Gas (ppm)","Latest: Current (A)","Latest: Temperature (°C)"
98,4597.82482416,-0.00152587890625,23.5581965883
99,4587.51579921,-0.00154495239258,23.5436710619
100,4602.97933663,-0.00156402587891,23.5422184849
101,4592.67031169,-0.00158309936523,23.5422184849
102,4602.97933663,-0.00150680541992,23.5407659035
103,4613.28836158,-0.00150680541992,23.5407659035
104,4644.21543642,-0.00148773193359,23.5393133177
105,4633.90641147,-0.00150680541992,23.5320503218
106,4623.59738653,-0.00146865844727,23.5320503218
107,4639.06092395,-0.00154495239258,23.5262398448
108,4644.21543642,-0.00160217285156,23.5276924708
109,4654.52446137,-0.00152587890625,23.5233345796
110,4664.83348631,-0.00156402587891,23.5218819402
111,4659.67897384,-0.00158309936523,23.5233345796
112,4654.52446137,-0.00152587890625,23.5218819402
113,4680.29702373,-0.00154495239258,23.5189766481
114,4664.83348631,-0.00154495239258,23.5204292964
115,4659.67897384,-0.00148773193359,23.5175239953
116,4690.60604868,-0.00156402587891,23.516071338
117,4680.29702373,-0.00150680541992,23.5175239953
118,4711.22409857,-0.00154495239258,23.51316601
119,4706.0695861,-0.00152587890625,23.5117133393
120,4706.0695861,-0.00146865844727,23.51316601
121,4711.22409857,-0.00150680541992,23.5117133393
122,4716.37861105,-0.00150680541992,23.5073553001
123,4721.53312352,-0.00156402587891,23.510260664
124,4726.68763599,-0.00158309936523,23.5073553001
125,4716.37861105,-0.00152587890625,23.5073553001
126,4721.53312352,-0.00160217285156,23.5029972203
127,4726.68763599,-0.00152587890625,23.5059026113
128,4721.53312352,-0.00158309936523,23.5044499181
129,4726.68763599,-0.00160217285156,23.5029972203
130,4731.84214847,-0.00148773193359,23.5029972203
131,4731.84214847,-0.00148773193359,23.4986390999
132,4731.84214847,-0.00150680541992,23.497186384
133,4736.99666094,-0.00156402587891,23.4899227368
134,4752.46019836,-0.00158309936523,23.4928282093
135,4747.30568589,-0.00156402587891,23.4928282093
136,4742.15117341,-0.00154495239258,23.4942809387
137,4757.61471083,-0.00148773193359,23.4913754753
138,4767.92373578,-0.00152587890625,23.485564494
139,4762.76922331,-0.00154495239258,23.4870172462
140,4762.76922331,-0.00152587890625,23.4841117373
141,4778.23276073,-0.00152587890625,23.4812062103
142,4773.07824825,-0.00154495239258,23.4797534399
143,4788.54178567,-0.00152587890625,23.4812062103
144,4798.85081062,-0.00150680541992,23.478300665
145,4788.54178567,-0.00152587890625,23.4739423129
146,4804.00532309,-0.00152587890625,23.4739423129
147,4809.15983557,-0.00156402587891,23.4666783011
148,4804.00532309,-0.00150680541992,23.4666783011
149,4804.00532309,-0.00150680541992,23.4710367219
150,4804.00532309,-0.00156402587891,23.465225485
151,4809.15983557,-0.00152587890625,23.462319839
152,4809.15983557,-0.00156402587891,23.465225485
153,4804.00532309,-0.00156402587891,23.4579613356
154,4809.15983557,-0.00152587890625,23.4594141746
155,4809.15983557,-0.00148773193359,23.4579613356
156,4809.15983557,-0.00152587890625,23.4608670091
157,4809.15983557,-0.00150680541992,23.4565084919
158,4809.15983557,-0.00152587890625,23.4550556436
159,4809.15983557,-0.00154495239258,23.450697071
160,4809.15983557,-0.00154495239258,23.450697071
161,4809.15983557,-0.00148773193359,23.450697071
162,4814.31434804,-0.00150680541992,23.4434326909
163,4814.31434804,-0.00154495239258,23.450697071
164,4814.31434804,-0.00148773193359,23.4434326909
165,4814.31434804,-0.00150680541992,23.4477913329
166,4809.15983557,-0.00156402587891,23.4434326909
167,4819.46886051,-0.00150680541992,23.4376211035
168,4855.55044783,-0.00152587890625,23.4390740073
169,4845.24142288,-0.00156402587891,23.4347152819
170,4834.93239793,-0.00156402587891,23.436168195
171,4860.7049603,-0.00148773193359,23.4390740073
172,4845.24142288,-0.00156402587891,23.4332623642
173,4860.7049603,-0.00150680541992,23.4376211035
174,4876.16849772,-0.00152587890625,23.4332623642
175,4876.16849772,-0.00152587890625,23.4318094417
176,4860.7049603,-0.00148773193359,23.4289035829
177,4881.3230102,-0.00152587890625,23.4259977054
178,4891.63203514,-0.00154495239258,23.4259977054
179,4896.78654762,-0.00148773193359,23.4245447597
180,4896.78654762,-0.00152587890625,23.4230918093
181,4901.94106009,-0.00156402587891,23.4216388542
182,4896.78654762,-0.00156402587891,23.4230918093
183,4912.25008504,-0.00150680541992,23.4216388542
184,4907.09557256,-0.00150680541992,23.4216388542
185,4907.09557256,-0.00154495239258,23.4216388542
186,4912.25008504,-0.00148773193359,23.4201858944
187,4932.86813493,-0.00150680541992,23.4201858944
188,4917.40459751,-0.00152587890625,23.4216388542
189,4927.71362246,-0.00156402587891,23.4201858944
190,4958.6406973,-0.00154495239258,23.4143740085
191,4927.71362246,-0.00152587890625,23.41873293
192,4958.6406973,-0.00152587890625,23.4172799609
193,4943.17715988,-0.00154495239258,23.415826987
194,4953.48618482,-0.00150680541992,23.4143740085
195,4958.6406973,-0.00154495239258,23.4129210253
196,4953.48618482,-0.00146865844727,23.415826987
197,4968.94972224,-0.00148773193359,23.4143740085
198,4968.94972224,-0.00156402587891,23.4085620476
199,4968.94972224,-0.00154495239258,23.4143740085
200,4974.10423472,-0.00152587890625,23.4100150449
201,4974.10423472,-0.00152587890625,23.4114680375
202,4974.10423472,-0.00148773193359,23.4085620476
203,4979.25874719,-0.00146865844727,23.4012969905
204,4974.10423472,-0.00152587890625,23.4114680375
205,4979.25874719,-0.00152587890625,23.4085620476
206,4984.41325966,-0.00156402587891,23.4027500113
207,4979.25874719,-0.00156402587891,23.3954848599
208,4979.25874719,-0.00152587890625,23.4012969905
209,4984.41325966,-0.00158309936523,23.4012969905
210,4989.56777214,-0.00146865844727,23.4056560389
211,4999.87679708,-0.00146865844727,23.3954848599
212,5025.64935945,-0.00150680541992,23.3954848599
213,5030.80387192,-0.00156402587891,23.3998439649
214,5025.64935945,-0.00144958496094,23.3940318154
215,5015.3403345,-0.00152587890625,23.3867665221
216,5010.18582203,-0.00150680541992,23.3940318154
217,5035.9583844,-0.00148773193359,23.3954848599
218,4999.87679708,-0.00156402587891,23.3867665221
219,5046.26740934,-0.00156402587891,23.3809542019
220,5046.26740934,-0.00156402587891,23.3838603715
221,5030.80387192,-0.00158309936523,23.3838603715
222,5046.26740934,-0.00156402587891,23.3780480133
223,5035.9583844,-0.00150680541992,23.3838603715
224,5051.42192182,-0.00156402587891,23.3780480133
225,5056.57643429,-0.00154495239258,23.3751418056
226,5056.57643429,-0.00154495239258,23.3780480133
227,5056.57643429,-0.00158309936523,23.3736886946
228,5056.57643429,-0.00154495239258,23.3736886946
229,5066.88545924,-0.00150680541992,23.3707824583
230,5061.73094676,-0.00150680541992,23.3765949118
231,5061.73094676,-0.00154495239258,23.3707824583
232,5056.57643429,-0.00152587890625,23.369329333
233,5066.88545924,-0.00148773193359,23.3635167838
234,5087.50350913,-0.00152587890625,23.3649699283
235,5087.50350913,-0.00158309936523,23.3722355788
236,5066.88545924,-0.00154495239258,23.369329333
237,5087.50350913,-0.00152587890625,23.3678762028
238,5072.03997171,-0.00156402587891,23.3678762028
239,5061.73094676,-0.00156402587891,23.3649699283
240,5087.50350913,-0.00158309936523,23.3635167838
241,5097.81253408,-0.00148773193359,23.3606104804
242,5087.50350913,-0.00158309936523,23.3606104804
243,5092.6580216,-0.00154495239258,23.3635167838
244,5118.43058397,-0.00156402587891,23.3577041579
245,5123.58509644,-0.00154495239258,23.3591573216
246,5097.81253408,-0.00152587890625,23.3562509894
247,5118.43058397,-0.00156402587891,23.3562509894
248,5123.58509644,-0.00158309936523,23.3518914551
249,5133.89412139,-0.00152587890625,23.3591573216
250,5118.43058397,-0.00156402587891,23.3547978161
251,5133.89412139,-0.00156402587891,23.3562509894
252,5139.04863386,-0.00150680541992,23.353344638
253,5133.89412139,-0.00150680541992,23.3547978161
254,5139.04863386,-0.00152587890625,23.3489850748
255,5139.04863386,-0.00154495239258,23.3475318775
256,5139.04863386,-0.00148773193359,23.3460786752
257,5139.04863386,-0.00150680541992,23.3417190396
258,5139.04863386,-0.00154495239258,23.3446254682
259,5139.04863386,-0.00150680541992,23.3431722563
260,5139.04863386,-0.00152587890625,23.3431722563
261,5139.04863386,-0.00148773193359,23.3446254682
262,5139.04863386,-0.00150680541992,23.3475318775
263,5139.04863386,-0.00150680541992,23.3417190396
264,5139.04863386,-0.00152587890625,23.3417190396
265,5139.04863386,-0.00154495239258,23.3388125917
266,5139.04863386,-0.00154495239258,23.3373593605
267,5139.04863386,-0.00152587890625,23.3388125917
268,5139.04863386,-0.00154495239258,23.3417190396
269,5139.04863386,-0.00144958496094,23.3359061244
270,5139.04863386,-0.00148773193359,23.3329996377
271,5139.04863386,-0.00156402587891,23.3373593605
272,5139.04863386,-0.00154495239258,23.3359061244
273,5139.04863386,-0.00152587890625,23.3373593605
274,5154.51217128,-0.00148773193359,23.3329996377
275,5149.35765881,-0.00148773193359,23.3373593605
276,5144.20314634,-0.00156402587891,23.3286398712
277,5144.20314634,-0.00158309936523,23.3315463871
278,5149.35765881,-0.00152587890625,23.3300931316
279,5169.9757087,-0.00152587890625,23.3300931316
280,5175.13022118,-0.00152587890625,23.3315463871
281,5190.5937586,-0.00146865844727,23.3315463871
282,5190.5937586,-0.00152587890625,23.3344528835
283,5180.28473365,-0.00152587890625,23.3300931316
284,5180.28473365,-0.00154495239258,23.3286398712
285,5195.74827107,-0.00150680541992,23.327186606
286,5185.43924612,-0.00150680541992,23.327186606
287,5206.05729602,-0.00154495239258,23.3286398712
288,5195.74827107,-0.00152587890625,23.3286398712
289,5180.28473365,-0.00154495239258,23.3286398712
290,5200.90278354,-0.00154495239258,23.327186606
291,5211.21180849,-0.00156402587891,23.3257333359
292,5216.36632096,-0.00152587890625,23.327186606
293,5221.52083344,-0.00154495239258,23.3257333359
294,5211.21180849,-0.00150680541992,23.3257333359
295,5221.52083344,-0.00154495239258,23.3228267812
296,5216.36632096,-0.00154495239258,23.3199202069
297,5221.52083344,-0.00152587890625,23.3228267812
298,5231.82985839,-0.00152587890625,23.3199202069
299,5216.36632096,-0.00156402587891,23.324280061
300,5221.52083344,-0.00150680541992,23.3199202069
301,5216.36632096,-0.00160217285156,23.3199202069
302,5226.67534591,-0.00150680541992,23.324280061
303,5221.52083344,-0.00152587890625,23.3213734965
304,5221.52083344,-0.00152587890625,23.3199202069
305,5231.82985839,-0.00150680541992,23.3184669124
306,5221.52083344,-0.00154495239258,23.317013613
307,5242.13888333,-0.00146865844727,23.3184669124
308,5247.29339581,-0.00150680541992,23.324280061
309,5242.13888333,-0.00150680541992,23.3199202069
310,5247.29339581,-0.00148773193359,23.3213734965
311,5262.75693323,-0.00146865844727,23.317013613
312,5242.13888333,-0.00150680541992,23.3155603088
313,5293.68400807,-0.00148773193359,23.3112003667
314,5257.60242075,-0.00154495239258,23.3068403806
315,5273.06595817,-0.00156402587891,23.3097470429
316,5273.06595817,-0.00152587890625,23.3112003667
317,5257.60242075,-0.00148773193359,23.3097470429
318,5283.37498312,-0.00154495239258,23.305387042
319,5288.52949559,-0.00158309936523,23.3024803502
320,5303.99303301,-0.00150680541992,23.3024803502
321,5303.99303301,-0.00154495239258,23.3039336986
322,5314.30205796,-0.00158309936523,23.3097470429
323,5298.83852054,-0.00150680541992,23.3068403806
324,5303.99303301,-0.00154495239258,23.305387042
325,5303.99303301,-0.00150680541992,23.3068403806
326,5293.68400807,-0.00152587890625,23.3039336986
327,5309.14754549,-0.00158309936523,23.2981202756
328,5298.83852054,-0.00150680541992,23.2981202756
329,5309.14754549,-0.00158309936523,23.3024803502
330,5340.07462033,-0.00146865844727,23.2981202756
331,5319.45657043,-0.00152587890625,23.2966669075
332,5324.61108291,-0.00152587890625,23.290853386
333,5319.45657043,-0.00158309936523,23.2952135346
334,5340.07462033,-0.00148773193359,23.2966669075
335,5360.69267022,-0.00156402587891,23.290853386
336,5340.07462033,-0.00154495239258,23.286493193
337,5340.07462033,-0.00154495239258,23.2966669075
338,5376.15620764,-0.00154495239258,23.2981202756
339,5334.92010785,-0.00160217285156,23.2879465956
340,5340.07462033,-0.00154495239258,23.290853386
341,5371.00169517,-0.00154495239258,23.290853386
342,5381.31072011,-0.00148773193359,23.2893999933
343,5386.46523259,-0.00152587890625,23.2879465956
344,5365.84718269,-0.00154495239258,23.2850397854
345,5381.31072011,-0.00154495239258,23.2835863729
346,5381.31072011,-0.00156402587891,23.2821329555
347,5381.31072011,-0.00150680541992,23.2821329555
348,5376.15620764,-0.00150680541992,23.280679533
349,5386.46523259,-0.00150680541992,23.2748657937
350,5381.31072011,-0.00152587890625,23.2748657937
351,5381.31072011,-0.00152587890625,23.2821329555
352,5386.46523259,-0.00150680541992,23.2792261056
353,5386.46523259,-0.00148773193359,23.2777726733
354,5381.31072011,-0.00156402587891,23.2719588942
355,5386.46523259,-0.00152587890625,23.2777726733
356,5386.46523259,-0.00154495239258,23.2792261056
357,5386.46523259,-0.00144958496094,23.2705054369
358,5386.46523259,-0.00148773193359,23.2734123464
359,5386.46523259,-0.00152587890625,23.2705054369
360,5386.46523259,-0.00150680541992,23.2719588942
361,5386.46523259,-0.00152587890625,23.2690519747
362,5386.46523259,-0.00154495239258,23.2690519747
363,5386.46523259,-0.00154495239258,23.2675985076
364,5386.46523259,-0.00154495239258,23.2646915582
365,5386.46523259,-0.00148773193359,23.2675985076
366,5386.46523259,-0.00152587890625,23.2661450354
367,5386.46523259,-0.00154495239258,23.2690519747
368,5386.46523259,-0.00156402587891,23.2646915582
369,5386.46523259,-0.00154495239258,23.2646915582
370,5391.61974506,-0.00152587890625,23.2646915582
371,5386.46523259,-0.00148773193359,23.2675985076
372,5391.61974506,-0.00152587890625,23.2632380761
373,5391.61974506,-0.00150680541992,23.2588775996
374,5401.92877001,-0.00152587890625,23.2617845889
375,5401.92877001,-0.00154495239258,23.2617845889
376,5396.77425753,-0.00152587890625,23.2588775996
377,5407.08328248,-0.00150680541992,23.2632380761
378,5401.92877001,-0.00150680541992,23.2588775996
379,5407.08328248,-0.00156402587891,23.2559705903
380,5417.39230743,-0.00156402587891,23.2574240974
381,5417.39230743,-0.00150680541992,23.2588775996
382,5412.23779495,-0.00148773193359,23.2588775996
383,5412.23779495,-0.00154495239258,23.2559705903
384,5427.70133237,-0.00152587890625,23.2559705903
385,5432.85584485,-0.00154495239258,23.2559705903
386,5438.01035732,-0.00146865844727,23.2530635609
387,5438.01035732,-0.00154495239258,23.2559705903
388,5427.70133237,-0.00152587890625,23.2574240974
389,5443.16486979,-0.00154495239258,23.2530635609
390,5448.31938227,-0.00148773193359,23.2530635609
391,5448.31938227,-0.00152587890625,23.2487029792
392,5448.31938227,-0.00150680541992,23.2501565115
393,5458.62840721,-0.00154495239258,23.2501565115
394,5448.31938227,-0.00150680541992,23.2487029792
395,5458.62840721,-0.00150680541992,23.2516100387
396,5463.78291969,-0.00152587890625,23.2501565115
397,5453.47389474,-0.00152587890625,23.2457958996
398,5458.62840721,-0.00146865844727,23.2501565115
399,5453.47389474,-0.00150680541992,23.2501565115
400,5463.78291969,-0.00146865844727,23.2516100387
401,5463.78291969,-0.00148773193359,23.2457958996
402,5458.62840721,-0.00148773193359,23.2457958996
403,5463.78291969,-0.00152587890625,23.2443423523
404,5463.78291969,-0.00152587890625,23.2443423523
405,5463.78291969,-0.00148773193359,23.2428887999
406,5463.78291969,-0.00146865844727,23.2457958996
407,5463.78291969,-0.00148773193359,23.2443423523
408,5458.62840721,-0.00150680541992,23.2385281126
409,5463.78291969,-0.00148773193359,23.2414352425
410,5463.78291969,-0.00144958496094,23.2428887999
411,5468.93743216,-0.00150680541992,23.2399816801
412,5468.93743216,-0.00148773193359,23.2414352425
413,5463.78291969,-0.00152587890625,23.2385281126
414,5463.78291969,-0.00148773193359,23.2385281126
415,5468.93743216,-0.00150680541992,23.2385281126
416,5479.24645711,-0.00154495239258,23.2356209625
417,5468.93743216,-0.00154495239258,23.23707454
418,5479.24645711,-0.00150680541992,23.2341673798
419,5505.01901947,-0.00152587890625,23.2356209625
420,5479.24645711,-0.00146865844727,23.2356209625
421,5489.55548205,-0.00160217285156,23.2312601994
422,5489.55548205,-0.00152587890625,23.2341673798
423,5499.864507,-0.00156402587891,23.2327137921
424,5530.79158184,-0.00148773193359,23.2254457777
425,5525.63706937,-0.00154495239258,23.2312601994
426,5510.17353195,-0.00150680541992,23.2327137921
427,5525.63706937,-0.00152587890625,23.2283529987
428,5530.79158184,-0.00154495239258,23.2268993907
429,5530.79158184,-0.00152587890625,23.2239921597
430,5520.48255689,-0.00150680541992,23.2283529987
431,5515.32804442,-0.00152587890625,23.2268993907
432,5541.10060679,-0.00154495239258,23.2254457777
433,5530.79158184,-0.00152587890625,23.2254457777
434,5525.63706937,-0.00148773193359,23.2225385365
435,5535.94609431,-0.00158309936523,23.2210849083
436,5525.63706937,-0.00154495239258,23.2239921597
437,5546.25511926,-0.00152587890625,23.2196312749
438,5556.56414421,-0.00150680541992,23.2181776365
439,5546.25511926,-0.00148773193359,23.2239921597
440,5551.40963173,-0.00152587890625,23.2152703445
441,5551.40963173,-0.00152587890625,23.2210849083
442,5551.40963173,-0.00152587890625,23.2167239931
443,5556.56414421,-0.00152587890625,23.2167239931
444,5556.56414421,-0.00148773193359,23.2152703445
445,5587.49121905,-0.00152587890625,23.2167239931
446,5561.71865668,-0.00160217285156,23.212363032
447,5572.02768163,-0.00150680541992,23.2094556992
448,5561.71865668,-0.00152587890625,23.2138166908
449,5556.56414421,-0.00154495239258,23.2138166908
450,5577.1821941,-0.00152587890625,23.2109093682
451,5597.800244,-0.00150680541992,23.2181776365
452,5582.33670658,-0.00148773193359,23.212363032
453,5592.64573152,-0.00148773193359,23.2094556992
454,5608.10926894,-0.00148773193359,23.2094556992
455,5618.41829389,-0.00148773193359,23.2036409723
456,5602.95475647,-0.00158309936523,23.2036409723
457,5608.10926894,-0.00154495239258,23.1992798733
458,5613.26378142,-0.00154495239258,23.2036409723
459,5628.72731884,-0.00150680541992,23.2094556992
460,5608.10926894,-0.00146865844727,23.206548346
461,5608.10926894,-0.00154495239258,23.2021872777
462,5618.41829389,-0.00154495239258,23.2036409723
463,5628.72731884,-0.00150680541992,23.1992798733
464,5623.57280636,-0.00152587890625,23.1978261635
465,5623.57280636,-0.00150680541992,23.2021872777
466,5628.72731884,-0.00150680541992,23.1949187283
467,5623.57280636,-0.00152587890625,23.2007335781
468,5618.41829389,-0.00154495239258,23.1963724484
469,5628.72731884,-0.00152587890625,23.2007335781
470,5628.72731884,-0.00152587890625,23.1978261635
471,5623.57280636,-0.00152587890625,23.1891037963
472,5628.72731884,-0.00146865844727,23.193465003
473,5628.72731884,-0.00150680541992,23.1920112726
474,5628.72731884,-0.00152587890625,23.193465003
475,5633.88183131,-0.00152587890625,23.190557537
476,5633.88183131,-0.00152587890625,23.1920112726
477,5633.88183131,-0.00156402587891,23.1920112726
478,5633.88183131,-0.00152587890625,23.1992798733
479,5633.88183131,-0.00154495239258,23.1876500505
480,5628.72731884,-0.00152587890625,23.1876500505
481,5649.34536873,-0.00150680541992,23.1891037963
482,5649.34536873,-0.00154495239258,23.1847425434
483,5639.03634378,-0.00146865844727,23.1832887821
484,5654.4998812,-0.00150680541992,23.1949187283
485,5675.1179311,-0.00156402587891,23.1876500505
486,5664.80890615,-0.00152587890625,23.1891037963
487,5669.96341862,-0.00152587890625,23.1861962995
488,5664.80890615,-0.00152587890625,23.1861962995
489,5669.96341862,-0.00150680541992,23.1861962995
490,5669.96341862,-0.00150680541992,23.1818350156
491,5680.27244357,-0.00154495239258,23.1847425434
492,5669.96341862,-0.00150680541992,23.180381244
493,5685.42695604,-0.00150680541992,23.1760198982
494,5690.58146852,-0.00152587890625,23.1789274672
495,5669.96341862,-0.00158309936523,23.1818350156
496,5664.80890615,-0.00148773193359,23.1774736853
497,5706.04500594,-0.00150680541992,23.1818350156
498,5695.73598099,-0.00152587890625,23.1818350156
499,5706.04500594,-0.00148773193359,23.1789274672
500,5700.89049346,-0.00154495239258,23.1745661059
501,5706.04500594,-0.00146865844727,23.1789274672
502,5706.04500594,-0.00146865844727,23.1731123084
503,5711.19951841,-0.00148773193359,23.1745661059
504,5700.89049346,-0.00152587890625,23.1716585058
505,5700.89049346,-0.00150680541992,23.1731123084
506,5711.19951841,-0.00144958496094,23.168750885
507,5706.04500594,-0.00148773193359,23.1716585058
508,5711.19951841,-0.00150680541992,23.1731123084
509,5711.19951841,-0.00150680541992,23.1731123084
510,5711.19951841,-0.00152587890625,23.1760198982
511,5706.04500594,-0.00154495239258,23.170204698
512,5711.19951841,-0.00150680541992,23.1716585058
513,5711.19951841,-0.00150680541992,23.1716585058
514,5716.35403088,-0.00146865844727,23.1716585058
515,5700.89049346,-0.00154495239258,23.1672970668
516,5721.50854336,-0.00150680541992,23.170204698
517,5716.35403088,-0.00150680541992,23.1731123084
518,5711.19951841,-0.00150680541992,23.1658432434
519,5711.19951841,-0.00152587890625,23.162935581
520,5721.50854336,-0.00150680541992,23.1614817421
521,5721.50854336,-0.00150680541992,23.1643894148
522,5716.35403088,-0.00152587890625,23.162935581
523,5736.97208078,-0.00148773193359,23.1658432434
524,5726.66305583,-0.00152587890625,23.1643894148
525,5721.50854336,-0.00150680541992,23.1658432434
526,5752.4356182,-0.00148773193359,23.1614817421
527,5742.12659325,-0.00148773193359,23.1600278979
528,5726.66305583,-0.00150680541992,23.1643894148
529,5752.4356182,-0.00152587890625,23.1643894148
530,5757.59013067,-0.00148773193359,23.1614817421
531,5767.89915562,-0.00152587890625,23.162935581
532,5757.59013067,-0.00150680541992,23.1600278979
533,5767.89915562,-0.00154495239258,23.1614817421
534,5742.12659325,-0.00150680541992,23.1614817421
535,5752.4356182,-0.00148773193359,23.1614817421
536,5762.74464314,-0.00154495239258,23.1600278979
537,5778.20818056,-0.00148773193359,23.1556663342
538,5767.89915562,-0.00146865844727,23.1614817421
539,5757.59013067,-0.00154495239258,23.1585740485
540,5767.89915562,-0.00150680541992,23.157120194
541,5778.20818056,-0.00148773193359,23.1585740485
542,5762.74464314,-0.00152587890625,23.157120194
543,5783.36269304,-0.00154495239258,23.157120194
544,5783.36269304,-0.00148773193359,23.1556663342
545,5793.67171798,-0.00144958496094,23.1527585989
546,5788.51720551,-0.00150680541992,23.1556663342
547,5778.20818056,-0.00152587890625,23.1556663342
548,5788.51720551,-0.00146865844727,23.1527585989
549,5793.67171798,-0.00148773193359,23.1513047235
550,5788.51720551,-0.00154495239258,23.1498508429
551,5793.67171798,-0.00148773193359,23.1513047235
552,5788.51720551,-0.00150680541992,23.1513047235
553,5788.51720551,-0.00152587890625,23.1498508429
554,5783.36269304,-0.00152587890625,23.1498508429
555,5788.51720551,-0.00150680541992,23.1513047235
556,5793.67171798,-0.00150680541992,23.148396957
557,5788.51720551,-0.00152587890625,23.148396957
