Timestamp,DNEpct Cell 1 Temp,DNEpct Cell 3 Temp,DNEpct Cell 5 Temp,DNEpct Cell 7 Temp,35pct Cell 10 Temp,35pct Cell 12 Temp,30pct Cell 14 Temp,30pct Cell 16 Temp
09-05-2025-Fri 17-12-00-PM,1.968,3.11,4.386,3.815,1.901,3.233,4.006,3.109
09-05-2025-Fri 17-12-03-PM,1.884,3.031,4.342,3.782,1.822,3.177,3.972,3.076
09-05-2025-Fri 17-12-05-PM,1.866,3.042,4.331,3.737,1.799,3.165,3.927,3.025
09-05-2025-Fri 17-12-10-PM,1.849,2.997,4.274,3.726,1.788,3.109,3.916,3.008
09-05-2025-Fri 17-12-12-PM,1.715,2.919,4.23,3.636,1.665,3.054,3.838,2.908
09-05-2025-Fri 17-12-15-PM,1.665,2.874,4.196,3.625,1.62,3.009,3.815,2.891
09-05-2025-Fri 17-12-17-PM,1.665,2.896,4.185,3.591,1.609,2.997,3.781,2.857
09-05-2025-Fri 17-12-20-PM,1.563,2.84,4.162,3.546,1.53,2.975,3.737,2.807
09-05-2025-Fri 17-12-22-PM,1.513,2.751,4.062,3.513,1.485,2.874,3.692,2.773
09-05-2025-Fri 17-12-24-PM,1.462,2.751,4.095,3.479,1.44,2.897,3.681,2.723
09-05-2025-Fri 17-12-27-PM,1.429,2.717,4.073,3.602,1.407,2.874,3.793,2.924
09-05-2025-Fri 17-12-29-PM,1.445,2.695,4.051,3.535,1.395,2.818,3.681,2.807
09-05-2025-Fri 17-12-32-PM,1.361,2.65,4.05,3.513,1.351,2.852,3.737,2.807
09-05-2025-Fri 17-12-34-PM,1.294,2.616,4.073,3.513,1.272,2.829,3.748,2.79
09-05-2025-Fri 17-12-37-PM,1.328,2.628,4.039,3.445,1.294,2.796,3.636,2.689
09-05-2025-Fri 17-12-39-PM,1.277,2.594,3.927,3.333,1.239,2.684,3.524,2.554
09-05-2025-Fri 17-12-41-PM,1.277,2.572,3.927,3.322,1.239,2.684,3.513,2.538
09-05-2025-Fri 17-12-44-PM,1.21,2.527,3.894,3.278,1.183,2.65,3.479,2.488
09-05-2025-Fri 17-12-47-PM,1.16,2.482,3.871,3.255,1.138,2.628,3.457,2.471
09-05-2025-Fri 17-12-49-PM,1.127,2.471,3.849,3.21,1.093,2.594,3.412,2.42
09-05-2025-Fri 17-12-51-PM,1.043,2.437,3.838,3.199,1.037,2.583,3.401,2.403
09-05-2025-Fri 17-12-54-PM,1.076,2.426,3.77,3.154,1.059,2.538,3.367,2.37
09-05-2025-Fri 17-12-56-PM,1.026,2.37,3.748,3.132,1.004,2.493,3.345,2.336
09-05-2025-Fri 17-12-59-PM,0.958,2.314,3.714,3.109,0.948,2.46,3.311,2.319
09-05-2025-Fri 17-13-01-PM,0.925,2.314,3.714,3.154,0.925,2.471,3.367,2.403
09-05-2025-Fri 17-13-04-PM,0.942,2.325,3.781,3.165,0.936,2.527,3.434,2.403
09-05-2025-Fri 17-13-06-PM,0.858,2.258,3.714,3.154,0.858,2.415,3.367,2.353
09-05-2025-Fri 17-13-09-PM,0.875,2.247,3.726,3.143,0.836,2.415,3.367,2.37
09-05-2025-Fri 17-13-11-PM,0.807,2.247,3.692,3.109,0.813,2.437,3.345,2.37
09-05-2025-Fri 17-13-16-PM,0.79,2.191,3.714,3.031,0.78,2.415,3.311,2.219
09-05-2025-Fri 17-13-20-PM,0.74,2.146,3.569,2.919,0.735,2.303,3.132,2.118
09-05-2025-Fri 17-13-25-PM,0.707,2.124,3.512,2.885,0.701,2.247,3.087,2.084
09-05-2025-Fri 17-13-28-PM,0.623,2.034,3.445,2.807,0.623,2.18,3.02,2.0
09-05-2025-Fri 17-13-30-PM,0.606,2.034,3.434,2.807,0.601,2.157,3.008,2.0
09-05-2025-Fri 17-13-32-PM,0.606,2.012,3.412,2.773,0.589,2.135,2.986,1.967
09-05-2025-Fri 17-13-35-PM,0.539,1.99,3.39,2.74,0.545,2.124,2.942,1.934
09-05-2025-Fri 17-13-39-PM,0.572,1.989,3.378,2.729,0.556,2.101,2.942,1.917
09-05-2025-Fri 17-13-42-PM,0.455,1.911,3.322,2.661,0.455,2.046,2.874,1.849
09-05-2025-Fri 17-13-45-PM,0.438,1.855,3.266,2.628,0.433,1.99,2.841,1.815
09-05-2025-Fri 17-13-47-PM,0.354,1.81,3.278,2.617,0.366,1.99,2.829,1.799
09-05-2025-Fri 17-13-49-PM,0.371,1.765,3.21,2.594,0.354,1.911,2.807,1.782
09-05-2025-Fri 17-13-52-PM,0.388,1.799,3.221,2.55,0.365,1.933,2.785,1.732
09-05-2025-Fri 17-13-54-PM,0.321,1.765,3.188,2.527,0.321,1.9,2.751,1.698
09-05-2025-Fri 17-13-57-PM,0.27,1.721,3.177,2.516,0.276,1.878,2.74,1.681
09-05-2025-Fri 17-13-59-PM,0.253,1.71,3.154,2.493,0.254,1.855,2.717,1.665
09-05-2025-Fri 17-14-01-PM,0.27,1.71,3.109,2.449,0.265,1.833,2.661,1.631
09-05-2025-Fri 17-14-04-PM,0.22,1.665,3.121,2.438,0.209,1.822,2.661,1.614
09-05-2025-Fri 17-14-06-PM,0.22,1.654,3.098,2.415,0.198,1.788,2.639,1.58
09-05-2025-Fri 17-14-08-PM,0.186,1.654,3.076,2.392,0.187,1.788,2.628,1.563
09-05-2025-Fri 17-14-11-PM,0.169,1.598,3.042,2.37,0.153,1.732,2.606,1.53
09-05-2025-Fri 17-14-13-PM,0.136,1.53,3.075,2.392,0.097,1.743,2.661,1.58
09-05-2025-Fri 17-14-15-PM,0.085,1.53,3.053,2.415,0.075,1.743,2.684,1.631
09-05-2025-Fri 17-14-18-PM,0.052,1.508,3.053,2.392,0.052,1.721,2.65,1.563
09-05-2025-Fri 17-14-20-PM,0.152,1.553,3.031,2.415,0.108,1.676,2.628,1.58
09-05-2025-Fri 17-14-22-PM,0.102,1.542,2.975,2.393,0.086,1.676,2.617,1.614
09-05-2025-Fri 17-14-25-PM,0.086,1.496,2.953,2.27,0.051,1.631,2.504,1.43
09-05-2025-Fri 17-14-27-PM,0.052,1.485,2.941,2.258,0.029,1.619,2.493,1.413
09-05-2025-Fri 17-14-30-PM,0.018,1.451,2.896,2.224,-0.005,1.574,2.448,1.379
09-05-2025-Fri 17-14-32-PM,-0.032,1.44,2.908,2.203,-0.038,1.597,2.438,1.363
09-05-2025-Fri 17-14-35-PM,0.002,1.407,2.852,2.18,-0.027,1.53,2.404,1.329
09-05-2025-Fri 17-14-37-PM,-0.049,1.362,2.829,2.169,-0.072,1.496,2.393,1.312
09-05-2025-Fri 17-14-40-PM,-0.082,1.351,2.829,2.146,-0.105,1.496,2.37,1.295
09-05-2025-Fri 17-14-42-PM,-0.099,1.339,2.807,2.102,-0.128,1.474,2.337,1.245
09-05-2025-Fri 17-14-44-PM,-0.15,1.294,2.784,2.068,-0.161,1.451,2.314,1.194
09-05-2025-Fri 17-14-47-PM,-0.166,1.239,2.706,2.045,-0.183,1.384,2.269,1.194
09-05-2025-Fri 17-14-49-PM,-0.133,1.294,2.751,2.035,-0.161,1.417,2.27,1.161
09-05-2025-Fri 17-14-51-PM,-0.166,1.261,2.728,2.012,-0.206,1.384,2.258,1.144
09-05-2025-Fri 17-14-54-PM,-0.216,1.228,2.706,1.99,-0.239,1.373,2.225,1.127
09-05-2025-Fri 17-14-57-PM,-0.2,1.239,2.695,1.978,-0.228,1.362,2.213,1.11
09-05-2025-Fri 17-15-01-PM,-0.25,1.194,2.661,1.933,-0.273,1.328,2.169,1.06
09-05-2025-Fri 17-15-06-PM,-0.267,1.138,2.605,1.889,-0.307,1.261,2.124,1.01
09-05-2025-Fri 17-15-08-PM,-0.334,1.115,2.571,1.844,-0.363,1.238,2.068,0.976
09-05-2025-Fri 17-15-11-PM,-0.351,1.115,2.583,1.833,-0.374,1.25,2.079,0.96
09-05-2025-Fri 17-15-13-PM,-0.384,1.071,2.527,1.811,-0.396,1.205,2.046,0.943
09-05-2025-Fri 17-15-16-PM,-0.385,1.048,2.516,1.788,-0.419,1.171,2.034,0.909
09-05-2025-Fri 17-15-18-PM,-0.418,0.993,2.46,1.765,-0.452,1.116,2.001,0.892
09-05-2025-Fri 17-15-20-PM,-0.468,0.981,2.46,1.731,-0.486,1.127,1.978,0.858
09-05-2025-Fri 17-15-23-PM,-0.435,0.992,2.448,1.731,-0.474,1.104,1.967,0.858
09-05-2025-Fri 17-15-25-PM,-0.485,0.97,2.449,1.71,-0.508,1.115,1.956,0.842
09-05-2025-Fri 17-15-27-PM,-0.451,0.97,2.415,1.698,-0.497,1.071,1.933,0.825
09-05-2025-Fri 17-15-30-PM,-0.553,0.891,2.392,1.687,-0.576,1.037,1.922,0.808
09-05-2025-Fri 17-15-32-PM,-0.519,0.902,2.359,1.653,-0.553,1.026,1.899,0.791
09-05-2025-Fri 17-15-34-PM,-0.553,0.88,2.325,1.642,-0.575,0.993,1.877,0.774
09-05-2025-Fri 17-15-37-PM,-0.602,0.847,2.314,1.62,-0.62,0.981,1.855,0.757
09-05-2025-Fri 17-15-39-PM,-0.619,0.813,2.303,1.609,-0.642,0.959,1.833,0.741
09-05-2025-Fri 17-15-42-PM,-0.619,0.802,2.269,1.575,-0.642,0.936,1.822,0.707
09-05-2025-Fri 17-15-44-PM,-0.619,0.825,2.281,1.564,-0.653,0.936,1.799,0.69
09-05-2025-Fri 17-15-46-PM,-0.721,0.723,2.236,1.53,-0.732,0.892,1.777,0.657
09-05-2025-Fri 17-15-49-PM,-0.687,0.768,2.224,1.508,-0.71,0.891,1.754,0.64
09-05-2025-Fri 17-15-51-PM,-0.737,0.746,2.224,1.486,-0.755,0.891,1.721,0.624
09-05-2025-Fri 17-15-53-PM,-0.704,0.712,2.18,1.475,-0.743,0.835,1.721,0.607
09-05-2025-Fri 17-15-56-PM,-0.72,0.712,2.18,1.464,-0.754,0.835,1.698,0.59
09-05-2025-Fri 17-15-58-PM,-0.771,0.667,2.124,1.43,-0.788,0.802,1.676,0.573
09-05-2025-Fri 17-16-00-PM,-0.788,0.656,2.124,1.43,-0.81,0.78,1.676,0.556
09-05-2025-Fri 17-16-03-PM,-0.804,0.645,2.113,1.419,-0.821,0.78,1.654,0.556
09-05-2025-Fri 17-16-05-PM,-0.821,0.612,2.079,1.373,-0.844,0.746,1.62,0.506
09-05-2025-Fri 17-16-08-PM,-0.855,0.6,2.09,1.351,-0.877,0.746,1.609,0.473
09-05-2025-Fri 17-16-10-PM,-0.838,0.601,2.068,1.363,-0.866,0.724,1.609,0.489
09-05-2025-Fri 17-16-12-PM,-0.888,0.544,2.023,1.318,-0.9,0.69,1.564,0.439
09-05-2025-Fri 17-16-15-PM,-0.922,0.533,2.023,1.307,-0.934,0.69,1.553,0.439
09-05-2025-Fri 17-16-17-PM,-0.837,0.567,1.989,1.274,-0.877,0.656,1.531,0.389
09-05-2025-Fri 17-16-19-PM,-0.939,0.499,1.978,1.262,-0.967,0.634,1.508,0.389
09-05-2025-Fri 17-16-22-PM,-0.871,0.533,1.956,1.251,-0.911,0.623,1.486,0.373
09-05-2025-Fri 17-16-24-PM,-0.972,0.466,1.956,1.24,-1.0,0.601,1.486,0.356
09-05-2025-Fri 17-16-27-PM,-0.956,0.499,1.934,1.206,-0.978,0.612,1.441,0.339
09-05-2025-Fri 17-16-29-PM,-0.939,0.477,1.933,1.206,-0.978,0.589,1.441,0.322
09-05-2025-Fri 17-16-31-PM,-0.972,0.421,1.866,1.161,-1.012,0.534,1.419,0.288
09-05-2025-Fri 17-16-34-PM,-1.005,0.432,1.888,1.161,-1.034,0.556,1.407,0.288
09-05-2025-Fri 17-16-36-PM,-1.039,0.388,1.833,1.127,-1.056,0.511,1.373,0.254
09-05-2025-Fri 17-16-38-PM,-1.09,0.365,1.844,1.117,-1.101,0.511,1.363,0.238
09-05-2025-Fri 17-16-41-PM,-1.073,0.365,1.844,1.105,-1.101,0.5,1.363,0.221
09-05-2025-Fri 17-16-43-PM,-1.123,0.332,1.81,1.083,-1.135,0.477,1.318,0.204
09-05-2025-Fri 17-16-45-PM,-1.09,0.343,1.788,1.061,-1.113,0.466,1.307,0.188
09-05-2025-Fri 17-16-48-PM,-1.14,0.298,1.754,1.05,-1.157,0.433,1.284,0.188
09-05-2025-Fri 17-16-50-PM,-1.073,0.309,1.743,1.15,-1.113,0.388,1.362,0.288
09-05-2025-Fri 17-16-53-PM,-1.107,0.332,1.822,1.027,-1.124,0.511,1.34,0.154
09-05-2025-Fri 17-16-55-PM,-1.123,0.298,1.821,1.161,-1.169,0.444,1.419,0.305
09-05-2025-Fri 17-16-58-PM,-1.157,0.254,1.766,1.06,-1.157,0.444,1.329,0.187
09-05-2025-Fri 17-17-02-PM,-1.174,0.275,1.732,1.072,-1.191,0.376,1.296,0.188
09-05-2025-Fri 17-17-05-PM,-1.173,0.209,1.676,0.982,-1.213,0.332,1.228,0.103
09-05-2025-Fri 17-17-07-PM,-1.223,0.209,1.676,0.959,-1.246,0.343,1.194,0.085
09-05-2025-Fri 17-17-10-PM,-1.223,0.198,1.687,0.959,-1.246,0.354,1.205,0.085
09-05-2025-Fri 17-17-12-PM,-1.257,0.176,1.631,0.925,-1.269,0.309,1.16,0.051
09-05-2025-Fri 17-17-14-PM,-1.274,0.176,1.642,0.914,-1.291,0.31,1.16,0.035
09-05-2025-Fri 17-17-17-PM,-1.257,0.164,1.597,0.881,-1.28,0.287,1.115,0.019
09-05-2025-Fri 17-17-19-PM,-1.274,0.142,1.587,0.903,-1.302,0.254,1.127,0.035
09-05-2025-Fri 17-17-21-PM,-1.291,0.108,1.553,0.847,-1.325,0.231,1.082,-0.015
09-05-2025-Fri 17-17-24-PM,-1.307,0.119,1.553,0.836,-1.325,0.242,1.082,-0.032
09-05-2025-Fri 17-17-26-PM,-1.324,0.086,1.53,0.825,-1.347,0.209,1.059,-0.049
09-05-2025-Fri 17-17-28-PM,-1.358,0.052,1.486,0.802,-1.37,0.175,1.037,-0.066
09-05-2025-Fri 17-17-31-PM,-1.324,0.075,1.486,0.802,-1.347,0.175,1.037,-0.066
09-05-2025-Fri 17-17-33-PM,-1.375,0.019,1.463,0.779,-1.403,0.142,1.026,-0.084
09-05-2025-Fri 17-17-36-PM,-1.391,-0.003,1.452,0.768,-1.414,0.13,1.003,-0.101
09-05-2025-Fri 17-17-38-PM,-1.375,0.007,1.429,0.734,-1.403,0.119,0.97,-0.134
09-05-2025-Fri 17-17-43-PM,-1.392,-0.004,1.407,0.723,-1.415,0.108,0.958,-0.134
09-05-2025-Fri 17-17-46-PM,-1.442,-0.049,1.384,0.689,-1.459,0.074,0.936,-0.185
09-05-2025-Fri 17-17-48-PM,-1.492,-0.094,1.362,0.678,-1.504,0.041,0.925,-0.201
09-05-2025-Fri 17-17-51-PM,-1.475,-0.082,1.362,0.667,-1.504,0.041,0.903,-0.201
09-05-2025-Fri 17-17-53-PM,-1.475,-0.093,1.34,0.644,-1.504,0.03,0.892,-0.218
09-05-2025-Fri 17-17-55-PM,-1.509,-0.149,1.295,0.622,-1.526,-0.015,0.869,-0.252
09-05-2025-Fri 17-17-58-PM,-1.542,-0.149,1.306,0.611,-1.56,-0.004,0.847,-0.252
09-05-2025-Fri 17-18-00-PM,-1.593,-0.183,1.295,0.577,-1.593,-0.015,0.824,-0.302
09-05-2025-Fri 17-18-03-PM,-1.559,-0.16,1.273,0.577,-1.582,-0.037,0.814,-0.285
09-05-2025-Fri 17-18-05-PM,-1.593,-0.194,1.295,0.656,-1.593,-0.015,0.925,-0.185
09-05-2025-Fri 17-18-08-PM,-1.576,-0.227,1.262,0.532,-1.616,-0.082,0.791,-0.369
09-05-2025-Fri 17-18-10-PM,-1.576,-0.227,1.24,0.645,-1.616,-0.093,0.858,-0.185
09-05-2025-Fri 17-18-12-PM,-1.61,-0.239,1.317,0.667,-1.638,-0.038,0.958,-0.185
09-05-2025-Fri 17-18-15-PM,-1.576,-0.227,1.228,0.521,-1.615,-0.093,0.78,-0.353
09-05-2025-Fri 17-18-19-PM,-1.576,-0.216,1.217,0.51,-1.615,-0.104,0.769,-0.369
09-05-2025-Fri 17-18-22-PM,-1.609,-0.261,1.172,0.465,-1.649,-0.138,0.713,-0.403
09-05-2025-Fri 17-18-26-PM,-1.593,-0.273,1.15,0.454,-1.638,-0.161,0.701,-0.42
09-05-2025-Fri 17-18-31-PM,-1.678,-0.318,1.138,0.432,-1.706,-0.172,0.69,-0.436
09-05-2025-Fri 17-18-34-PM,-1.745,-0.374,1.093,0.409,-1.751,-0.206,0.645,-0.453
09-05-2025-Fri 17-18-36-PM,-1.678,-0.352,1.071,0.398,-1.706,-0.228,0.645,-0.47
09-05-2025-Fri 17-18-38-PM,-1.728,-0.385,1.06,0.365,-1.751,-0.239,0.623,-0.504
09-05-2025-Fri 17-18-41-PM,-1.762,-0.374,1.071,0.354,-1.773,-0.228,0.612,-0.52
09-05-2025-Fri 17-18-43-PM,-1.762,-0.396,1.061,0.342,-1.784,-0.25,0.601,-0.537
09-05-2025-Fri 17-18-46-PM,-1.812,-0.43,1.027,0.331,-1.818,-0.272,0.578,-0.537
09-05-2025-Fri 17-18-48-PM,-1.762,-0.43,1.004,0.32,-1.796,-0.306,0.556,-0.554
09-05-2025-Fri 17-18-51-PM,-1.812,-0.486,0.948,0.286,-1.829,-0.34,0.533,-0.571
09-05-2025-Fri 17-18-53-PM,-1.762,-0.43,0.982,0.286,-1.807,-0.328,0.544,-0.588
09-05-2025-Fri 17-18-55-PM,-1.879,-0.542,0.926,0.275,-1.885,-0.373,0.522,-0.588
09-05-2025-Fri 17-18-58-PM,-1.863,-0.497,0.948,0.275,-1.874,-0.351,0.511,-0.588
09-05-2025-Fri 17-19-00-PM,-1.829,-0.531,0.892,0.253,-1.863,-0.407,0.488,-0.604
09-05-2025-Fri 17-19-02-PM,-1.879,-0.531,0.892,0.219,-1.885,-0.384,0.477,-0.638
09-05-2025-Fri 17-19-05-PM,-1.846,-0.542,0.87,0.219,-1.874,-0.418,0.466,-0.638
09-05-2025-Fri 17-19-07-PM,-1.913,-0.564,0.87,0.197,-1.919,-0.418,0.444,-0.671
09-05-2025-Fri 17-19-09-PM,-1.93,-0.565,0.87,0.186,-1.93,-0.407,0.433,-0.671
09-05-2025-Fri 17-19-12-PM,-1.913,-0.575,0.881,0.264,-1.93,-0.407,0.522,-0.554
09-05-2025-Fri 17-19-14-PM,-1.93,-0.575,0.949,0.23,-1.93,-0.35,0.567,-0.638
09-05-2025-Fri 17-19-17-PM,-1.913,-0.609,0.837,0.264,-1.93,-0.473,0.477,-0.588
09-05-2025-Fri 17-19-19-PM,-1.913,-0.587,0.937,0.253,-1.941,-0.384,0.545,-0.604
09-05-2025-Fri 17-19-21-PM,-1.879,-0.586,0.825,0.253,-1.896,-0.462,0.533,-0.587
09-05-2025-Fri 17-19-24-PM,-1.913,-0.564,0.836,0.141,-1.93,-0.44,0.388,-0.722
09-05-2025-Fri 17-19-26-PM,-1.963,-0.653,0.792,0.13,-1.986,-0.507,0.377,-0.739
09-05-2025-Fri 17-19-28-PM,-1.963,-0.665,0.769,0.107,-1.986,-0.518,0.354,-0.755
09-05-2025-Fri 17-19-31-PM,-1.997,-0.665,0.769,0.107,-2.008,-0.519,0.342,-0.755
09-05-2025-Fri 17-19-33-PM,-1.963,-0.631,0.768,0.085,-1.986,-0.508,0.331,-0.772
09-05-2025-Fri 17-19-35-PM,-1.98,-0.665,0.735,0.063,-1.997,-0.542,0.309,-0.806
09-05-2025-Fri 17-19-38-PM,-1.963,-0.643,0.746,0.052,-1.997,-0.531,0.287,-0.806
09-05-2025-Fri 17-19-40-PM,-2.03,-0.721,0.702,0.04,-2.042,-0.575,0.275,-0.822
09-05-2025-Fri 17-19-43-PM,-2.014,-0.687,0.702,0.018,-2.03,-0.564,0.264,-0.839
09-05-2025-Fri 17-19-45-PM,-2.064,-0.721,0.702,0.018,-2.064,-0.575,0.253,-0.856
09-05-2025-Fri 17-19-47-PM,-2.064,-0.732,0.668,0.007,-2.064,-0.598,0.242,-0.856
09-05-2025-Fri 17-19-50-PM,-2.03,-0.732,0.656,-0.027,-2.053,-0.609,0.219,-0.89
09-05-2025-Fri 17-19-52-PM,-2.098,-0.777,0.634,-0.038,-2.098,-0.62,0.208,-0.89
09-05-2025-Fri 17-19-54-PM,-2.081,-0.743,0.657,-0.05,-2.098,-0.609,0.197,-0.906
09-05-2025-Fri 17-19-57-PM,-2.081,-0.766,0.612,-0.061,-2.098,-0.654,0.174,-0.923
09-05-2025-Fri 17-19-59-PM,-2.131,-0.844,0.578,-0.094,-2.154,-0.698,0.152,-0.957
09-05-2025-Fri 17-20-01-PM,-2.098,-0.821,0.578,-0.083,-2.12,-0.687,0.163,-0.94
09-05-2025-Fri 17-20-04-PM,-2.114,-0.81,0.556,-0.116,-2.12,-0.687,0.119,-0.973
09-05-2025-Fri 17-20-06-PM,-2.097,-0.821,0.534,-0.127,-2.12,-0.721,0.108,-0.99
09-05-2025-Fri 17-20-09-PM,-2.198,-0.888,0.534,-0.127,-2.198,-0.732,0.108,-0.99
09-05-2025-Fri 17-20-11-PM,-2.165,-0.866,0.511,-0.15,-2.176,-0.743,0.085,-1.007
09-05-2025-Fri 17-20-13-PM,-2.148,-0.844,0.523,-0.161,-2.165,-0.732,0.074,-1.024
09-05-2025-Fri 17-20-16-PM,-2.198,-0.888,0.511,-0.184,-2.209,-0.743,0.063,-1.041
09-05-2025-Fri 17-20-18-PM,-2.215,-0.911,0.489,-0.184,-2.221,-0.765,0.051,-1.041
09-05-2025-Fri 17-20-20-PM,-2.198,-0.911,0.466,-0.195,-2.209,-0.788,0.04,-1.057
09-05-2025-Fri 17-20-23-PM,-2.198,-0.922,0.466,-0.217,-2.221,-0.788,0.029,-1.074
09-05-2025-Fri 17-20-25-PM,-2.232,-0.955,0.433,-0.217,-2.243,-0.821,0.029,-1.074
09-05-2025-Fri 17-20-28-PM,-2.248,-0.945,0.444,-0.229,-2.254,-0.799,0.006,-1.074
09-05-2025-Fri 17-20-30-PM,-2.232,-0.956,0.421,-0.251,-2.254,-0.833,-0.005,-1.108
09-05-2025-Fri 17-20-32-PM,-2.265,-0.956,0.41,-0.262,-2.265,-0.822,-0.027,-1.108
09-05-2025-Fri 17-20-35-PM,-2.248,-0.978,0.355,-0.284,-2.254,-0.866,-0.06,-1.125
09-05-2025-Fri 17-20-37-PM,-2.265,-0.989,0.377,-0.284,-2.277,-0.855,-0.049,-1.125
09-05-2025-Fri 17-20-39-PM,-2.349,-1.034,0.343,-0.295,-2.333,-0.888,-0.072,-1.141
09-05-2025-Fri 17-20-42-PM,-2.332,-1.034,0.332,-0.318,-2.321,-0.889,-0.072,-1.158
09-05-2025-Fri 17-20-44-PM,-2.282,-1.034,0.31,-0.318,-2.299,-0.922,-0.083,-1.158
09-05-2025-Fri 17-20-47-PM,-2.349,-1.079,0.343,-0.262,-2.344,-0.9,-0.027,-1.091
09-05-2025-Fri 17-20-49-PM,-2.299,-1.045,0.343,-0.251,-2.31,-0.877,-0.027,-1.041
09-05-2025-Fri 17-20-51-PM,-2.366,-1.09,0.377,-0.217,-2.366,-0.866,0.04,-1.007
09-05-2025-Fri 17-20-54-PM,-2.349,-1.079,0.432,-0.195,-2.366,-0.855,0.085,-1.024
09-05-2025-Fri 17-20-56-PM,-2.299,-1.035,0.286,-0.34,-2.288,-0.901,-0.061,-1.158
09-05-2025-Fri 17-20-59-PM,-2.349,-1.056,0.31,-0.206,-2.333,-0.922,0.007,-1.007
09-05-2025-Fri 17-21-01-PM,-2.316,-1.056,0.298,-0.352,-2.332,-0.933,-0.128,-1.192
09-05-2025-Fri 17-21-04-PM,-2.332,-1.079,0.276,-0.374,-2.344,-0.945,-0.139,-1.208
09-05-2025-Fri 17-21-06-PM,-2.349,-1.09,0.276,-0.374,-2.355,-0.945,-0.139,-1.208
09-05-2025-Fri 17-21-09-PM,-2.399,-1.124,0.265,-0.385,-2.388,-0.956,-0.15,-1.225
09-05-2025-Fri 17-21-11-PM,-2.366,-1.124,0.219,-0.419,-2.377,-1.001,-0.184,-1.259
09-05-2025-Fri 17-21-13-PM,-2.4,-1.124,0.23,-0.408,-2.4,-0.99,-0.184,-1.242
09-05-2025-Fri 17-21-16-PM,-2.433,-1.169,0.196,-0.441,-2.422,-1.013,-0.218,-1.276
09-05-2025-Fri 17-21-18-PM,-2.416,-1.147,0.196,-0.43,-2.411,-1.013,-0.206,-1.259
09-05-2025-Fri 17-21-20-PM,-2.433,-1.18,0.174,-0.453,-2.433,-1.046,-0.229,-1.292
09-05-2025-Fri 17-21-23-PM,-2.433,-1.169,0.186,-0.474,-2.433,-1.024,-0.228,-1.309
09-05-2025-Fri 17-21-28-PM,-2.433,-1.18,0.163,-0.474,-2.433,-1.046,-0.24,-1.309
09-05-2025-Fri 17-21-30-PM,-2.433,-1.203,0.118,-0.508,-2.444,-1.091,-0.273,-1.343
09-05-2025-Fri 17-21-32-PM,-2.467,-1.259,0.085,-0.531,-2.467,-1.113,-0.296,-1.359
09-05-2025-Fri 17-21-35-PM,-2.534,-1.281,0.096,-0.531,-2.511,-1.102,-0.307,-1.359
09-05-2025-Fri 17-21-37-PM,-2.5,-1.259,0.096,-0.542,-2.5,-1.113,-0.318,-1.376
09-05-2025-Fri 17-21-39-PM,-2.5,-1.259,0.085,-0.542,-2.5,-1.124,-0.329,-1.376
09-05-2025-Fri 17-21-42-PM,-2.534,-1.303,0.029,-0.576,-2.523,-1.158,-0.352,-1.393
09-05-2025-Fri 17-21-44-PM,-2.483,-1.259,0.051,-0.564,-2.489,-1.136,-0.341,-1.376
09-05-2025-Fri 17-21-47-PM,-2.567,-1.315,0.051,-0.564,-2.556,-1.158,-0.352,-1.393
09-05-2025-Fri 17-21-51-PM,-2.517,-1.303,0.017,-0.587,-2.523,-1.18,-0.363,-1.41
09-05-2025-Fri 17-21-56-PM,-2.534,-1.326,0.006,-0.62,-2.545,-1.192,-0.385,-1.443
09-05-2025-Fri 17-21-58-PM,-2.584,-1.359,-0.016,-0.643,-2.579,-1.214,-0.408,-1.477
09-05-2025-Fri 17-22-03-PM,-2.567,-1.382,-0.049,-0.654,-2.579,-1.248,-0.43,-1.477
09-05-2025-Fri 17-22-05-PM,-2.584,-1.371,-0.049,-0.676,-2.59,-1.247,-0.452,-1.511
09-05-2025-Fri 17-22-08-PM,-2.618,-1.404,-0.083,-0.676,-2.612,-1.27,-0.463,-1.494
09-05-2025-Fri 17-22-10-PM,-2.634,-1.427,-0.105,-0.71,-2.623,-1.281,-0.475,-1.527
09-05-2025-Fri 17-22-13-PM,-2.668,-1.427,-0.094,-0.721,-2.657,-1.27,-0.486,-1.527
09-05-2025-Fri 17-22-15-PM,-2.601,-1.427,-0.128,-0.71,-2.612,-1.315,-0.497,-1.527
09-05-2025-Fri 17-22-18-PM,-2.668,-1.438,-0.128,-0.743,-2.657,-1.303,-0.52,-1.561
09-05-2025-Fri 17-22-20-PM,-2.634,-1.438,-0.15,-0.732,-2.635,-1.326,-0.52,-1.544
09-05-2025-Fri 17-22-22-PM,-2.685,-1.449,-0.117,-0.743,-2.679,-1.303,-0.52,-1.561
09-05-2025-Fri 17-22-25-PM,-2.702,-1.505,-0.184,-0.777,-2.69,-1.359,-0.553,-1.594
09-05-2025-Fri 17-22-27-PM,-2.634,-1.46,-0.173,-0.766,-2.646,-1.348,-0.553,-1.578
09-05-2025-Fri 17-22-30-PM,-2.634,-1.449,-0.162,-0.777,-2.657,-1.348,-0.553,-1.594
09-05-2025-Fri 17-22-32-PM,-2.651,-1.46,-0.195,-0.799,-2.657,-1.359,-0.587,-1.611
09-05-2025-Fri 17-22-34-PM,-2.701,-1.494,-0.195,-0.822,-2.702,-1.371,-0.598,-1.645
