"Latest: Time (s)","Latest: Current (A)","Latest: Oxygen Gas (ppm)","Latest: Temperature (°C)"
0,-0.000247955322266,3187.37060326,23.8457150583
1,-0.000247955322266,3202.42904483,23.851521889
2,-0.000267028808594,3197.40956431,23.8486184813
3,-0.000228881835938,3222.50696692,23.8529735872
4,-0.000267028808594,3212.46800588,23.8544252815
5,-0.000209808349609,3207.44852535,23.8573286586
6,-0.000247955322266,3217.4874864,23.8645870349
7,-0.000267028808594,3237.56540849,23.8602320206
8,-0.000247955322266,3237.56540849,23.8616836958
9,-0.000247955322266,3247.60436954,23.8602320206
10,-0.000228881835938,3252.62385006,23.8674903589
11,-0.000247955322266,3252.62385006,23.8674903589
12,-0.000228881835938,3252.62385006,23.8674903589
13,-0.000228881835938,3257.64333058,23.8689420152
14,-0.000267028808594,3257.64333058,23.8674903589
15,-0.000228881835938,3267.68229163,23.8718453164
16,-0.000286102294922,3267.68229163,23.8718453164
17,-0.000228881835938,3272.70177215,23.8703936677
18,-0.000247955322266,3287.76021372,23.8718453164
19,-0.000228881835938,3297.79917476,23.8689420152
20,-0.000267028808594,3297.79917476,23.8718453164
21,-0.000267028808594,3302.81865528,23.8718453164
22,-0.000247955322266,3302.81865528,23.8747486026
23,-0.000267028808594,3307.83813581,23.8732969614
24,-0.000286102294922,3322.89657737,23.8732969614
25,-0.000247955322266,3322.89657737,23.8747486026
26,-0.000247955322266,3327.9160579,23.87620024
27,-0.000267028808594,3327.9160579,23.87620024
28,-0.000247955322266,3327.9160579,23.87620024
29,-0.000228881835938,3332.93553842,23.87620024
30,-0.000247955322266,3332.93553842,23.87620024
31,-0.000247955322266,3332.93553842,23.87620024
32,-0.000267028808594,3337.95501894,23.8776518736
33,-0.000247955322266,3337.95501894,23.8776518736
34,-0.000247955322266,3337.95501894,23.8776518736
35,-0.000267028808594,3347.99397999,23.8776518736
36,-0.000247955322266,3342.97449946,23.8776518736
37,-0.000247955322266,3358.03294103,23.87620024
38,-0.000267028808594,3358.03294103,23.8820067519
39,-0.000286102294922,3373.0913826,23.8791035035
40,-0.000247955322266,3378.11086312,23.8776518736
41,-0.000247955322266,3393.16930469,23.8805551296
42,-0.000286102294922,3393.16930469,23.8776518736
43,-0.000247955322266,3398.18878521,23.8791035035
44,-0.000247955322266,3403.20826574,23.8791035035
45,-0.000247955322266,3408.22774626,23.8776518736
46,-0.000247955322266,3408.22774626,23.8820067519
47,-0.000267028808594,3413.24722678,23.8820067519
48,-0.000267028808594,3418.2667073,23.8805551296
49,-0.000267028808594,3413.24722678,23.8791035035
50,-0.000247955322266,3428.30566835,23.8791035035
51,-0.000267028808594,3428.30566835,23.8791035035
52,-0.000228881835938,3433.32514887,23.8791035035
53,-0.000286102294922,3448.38359044,23.8791035035
54,-0.000209808349609,3453.40307096,23.8805551296
55,-0.000286102294922,3458.42255148,23.8791035035
56,-0.000286102294922,3473.48099305,23.8820067519
57,-0.000267028808594,3473.48099305,23.8791035035
58,-0.000247955322266,3473.48099305,23.8820067519
59,-0.000267028808594,3483.5199541,23.8820067519
60,-0.000286102294922,3478.50047357,23.8791035035
61,-0.000286102294922,3493.55891514,23.8805551296
62,-0.000267028808594,3493.55891514,23.8820067519
63,-0.000247955322266,3498.57839567,23.8820067519
64,-0.000267028808594,3493.55891514,23.8820067519
65,-0.000247955322266,3498.57839567,23.8805551296
66,-0.000228881835938,3518.65631776,23.8791035035
67,-0.000247955322266,3523.67579828,23.8791035035
68,-0.000267028808594,3528.6952788,23.8805551296
69,-0.000267028808594,3538.73423985,23.8791035035
70,-0.000267028808594,3538.73423985,23.8791035035
71,-0.000209808349609,3553.79268141,23.8791035035
72,-0.000267028808594,3553.79268141,23.8820067519
73,-0.00030517578125,3563.83164246,23.8834583705
74,-0.000286102294922,3578.89008403,23.8791035035
75,-0.000247955322266,3583.90956455,23.8791035035
76,-0.00030517578125,3593.94852559,23.8834583705
77,-0.000286102294922,3593.94852559,23.8805551296
78,-0.000247955322266,3609.00696716,23.8791035035
79,-0.000267028808594,3614.02644769,23.8820067519
80,-0.000286102294922,3619.04592821,23.8791035035
81,-0.000247955322266,3624.06540873,23.8820067519
82,-0.000228881835938,3629.08488925,23.8791035035
83,-0.000267028808594,3634.10436978,23.8776518736
84,-0.000247955322266,3639.1238503,23.8791035035
85,-0.000267028808594,3644.14333082,23.87620024
86,-0.00030517578125,3644.14333082,23.8791035035
87,-0.000267028808594,3649.16281134,23.8776518736
88,-0.000247955322266,3649.16281134,23.8776518736
89,-0.000247955322266,3649.16281134,23.8776518736
90,-0.000247955322266,3649.16281134,23.8791035035
91,-0.000247955322266,3649.16281134,23.8805551296
92,-0.000247955322266,3649.16281134,23.8791035035
93,-0.00030517578125,3649.16281134,23.8791035035
94,-0.000228881835938,3659.20177239,23.8791035035
95,-0.000247955322266,3659.20177239,23.8791035035
96,-0.000247955322266,3679.27969448,23.8776518736
97,-0.000228881835938,3679.27969448,23.8791035035
98,-0.000247955322266,3689.31865552,23.8776518736
99,-0.000267028808594,3689.31865552,23.8776518736
100,-0.000247955322266,3699.35761657,23.8776518736
101,-0.000286102294922,3704.37709709,23.8776518736
102,-0.000247955322266,3709.39657761,23.8776518736
103,-0.000247955322266,3714.41605814,23.8776518736
104,-0.000247955322266,3719.43553866,23.8776518736
105,-0.000286102294922,3729.47449971,23.8776518736
106,-0.000228881835938,3729.47449971,23.87620024
107,-0.000247955322266,3729.47449971,23.8776518736
108,-0.000286102294922,3734.49398023,23.8776518736
109,-0.00030517578125,3734.49398023,23.8776518736
110,-0.000286102294922,3739.51346075,23.87620024
111,-0.000267028808594,3744.53294127,23.87620024
112,-0.000267028808594,3749.5524218,23.8791035035
113,-0.000247955322266,3759.59138284,23.8776518736
114,-0.000286102294922,3769.63034389,23.8747486026
115,-0.000228881835938,3769.63034389,23.87620024
116,-0.000267028808594,3774.64982441,23.87620024
117,-0.000228881835938,3789.70826598,23.87620024
118,-0.000267028808594,3799.74722702,23.87620024
119,-0.000228881835938,3799.74722702,23.8747486026
120,-0.000247955322266,3809.78618807,23.87620024
121,-0.000267028808594,3819.82514911,23.8732969614
122,-0.000247955322266,3829.86411016,23.8747486026
123,-0.000267028808594,3839.9030712,23.8747486026
124,-0.000267028808594,3829.86411016,23.8747486026
125,-0.000209808349609,3849.94203225,23.87620024
126,-0.000247955322266,3854.96151277,23.8732969614
127,-0.000267028808594,3870.01995434,23.87620024
128,-0.000247955322266,3859.98099329,23.8747486026
129,-0.000247955322266,3875.03943486,23.8747486026
130,-0.000247955322266,3885.07839591,23.87620024
131,-0.000228881835938,3880.05891538,23.8718453164
132,-0.000267028808594,3880.05891538,23.8732969614
133,-0.000267028808594,3895.11735695,23.8747486026
134,-0.000267028808594,3895.11735695,23.8732969614
135,-0.000286102294922,3895.11735695,23.8747486026
136,-0.000267028808594,3895.11735695,23.8732969614
137,-0.000267028808594,3905.156318,23.8732969614
138,-0.000267028808594,3905.156318,23.8718453164
139,-0.000286102294922,3900.13683747,23.8747486026
140,-0.000267028808594,3915.19527904,23.8718453164
141,-0.000228881835938,3920.21475956,23.8732969614
142,-0.000286102294922,3930.25372061,23.8718453164
143,-0.000247955322266,3950.3316427,23.8703936677
144,-0.000267028808594,3945.31216218,23.8718453164
145,-0.000267028808594,3950.3316427,23.8732969614
