Cell 1 Current,Cell 1 Voltage,Cell 2 Current,Cell 2 Voltage,Cell 3 Current,Cell 3 Voltage,Cell 4 Current,Cell 4 Voltage,Cell 5 Current,Cell 5 Voltage,Cell 6 Current,Cell 6 Voltage,Cell 7 Current,Cell 7 Voltage,Cell 8 Current,Cell 8 Voltage,Cell 9 Current,Cell 9 Voltage,Cell 10 Current,Cell 10 Voltage,Cell 11 Current,Cell 11 Voltage,Cell 12 Current,Cell 12 Voltage,Cell 13 Current,Cell 13 Voltage,Cell 14 Current,Cell 14 Voltage,Cell 15 Current,Cell 15 Voltage,Cell 16 Current,Cell 16 Voltage,Cell 2 Temp,Cell 4 Temp,Cell 6 Temp,Cell 8 Temp,Cell 9 Temp,Cell 11 Temp,Cell 13 Temp,Cell 15 Temp,Timestamp,Cell 1 Temp,Cell 3 Temp,Cell 5 Temp,Cell 7 Temp,Cell 10 Temp,Cell 12 Temp,Cell 14 Temp,Cell 16 Temp
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2246,20.6979,20.6979,21.6438,18.233,18.5361,18.2999,18.8401,64,19.229,19.82,19.899,20.394,18.998,19.178,19.279,20.242
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1577,20.6641,20.6302,21.576,18.0975,18.4353,18.233,18.7393,65,19.128,19.752,19.842,20.315,18.897,19.111,19.201,20.158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1916,20.6302,20.6302,21.576,17.9628,18.4015,18.233,18.6716,66,19.077,19.741,19.831,20.293,18.852,19.088,19.178,20.124
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.09,20.5963,20.5963,21.4752,17.7935,18.266,18.1652,18.57,67,18.942,19.651,19.786,20.214,18.716,19.009,19.11,20.023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0561,20.5286,20.5625,21.4752,17.6588,18.1991,18.1314,18.4684,68,18.857,19.595,19.741,20.169,18.638,18.953,19.054,19.972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9884,20.5286,20.5286,21.4075,17.5234,18.0975,18.0975,18.4353,69,18.756,19.538,19.718,20.124,18.536,18.908,19.02,19.921
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9545,20.4617,20.4955,21.3736,17.3887,17.9967,18.0644,18.3676,70,18.672,19.471,19.674,20.079,18.447,18.841,18.976,19.871
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9884,20.3939,20.4617,21.3059,17.2541,17.929,17.9967,18.2999,71,18.621,19.437,19.617,20.022,18.39,18.773,18.919,19.803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8198,20.2923,20.4278,21.272,17.1186,17.8612,17.9967,18.1991,72,18.469,19.324,19.572,19.966,18.267,18.717,18.875,19.736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7521,20.3262,20.3939,21.2382,16.9501,17.7604,17.929,18.1314,73,18.351,19.28,19.55,19.921,18.154,18.672,18.818,19.685
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6505,20.1916,20.3601,21.1704,16.8154,17.6588,17.8951,18.0644,74,18.233,19.167,19.482,19.865,18.042,18.582,18.773,19.617
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6844,20.1577,20.3262,21.1374,16.6799,17.5911,17.8612,17.9967,75,18.182,19.144,19.448,19.82,17.985,18.537,18.728,19.567
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6505,20.1577,20.2923,21.0697,16.5791,17.4903,17.7604,17.929,76,18.115,19.1,19.403,19.764,17.907,18.469,18.661,19.499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4481,20.0561,20.2593,21.0358,16.4776,17.4226,17.7604,17.8274,77,17.963,18.976,19.359,19.708,17.783,18.413,18.616,19.432
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5836,20.0222,20.2246,20.9681,16.376,17.3549,17.6927,17.7935,78,17.98,18.987,19.313,19.662,17.772,18.357,18.57,19.381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4481,19.9545,20.1916,20.9342,16.2413,17.2541,17.6588,17.6927,79,17.845,18.886,19.268,19.606,17.648,18.289,18.514,19.313
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4142,19.8537,20.1577,20.8665,16.1066,17.1525,17.625,17.625,80,17.76,18.807,19.212,19.55,17.558,18.21,18.469,19.246
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3126,19.8198,20.1577,20.8326,15.9712,17.0847,17.5911,17.558,81,17.642,18.739,19.19,19.516,17.456,18.165,18.436,19.195
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3126,19.8537,20.09,20.7657,15.8365,17.017,17.5234,17.4903,82,17.575,18.728,19.156,19.449,17.389,18.131,18.368,19.128
