Timestamp,T1 - COM15,T2 - COM15,T3 - COM18,T4 - COM18,T5 - COM16,T6 - COM16,T7 - COM14,T8 - COM14
2025-09-05 21:15:23,-95.2289,-93.4759,-93.3136,-94.5473,-96.1049,-94.45,-93.8332,-93.5409
2025-09-05 21:15:27,-95.1964,-93.346,-93.346,-94.5473,-96.0724,-94.3849,-93.8006,-93.5085
2025-09-05 21:15:29,-95.1964,-93.3136,-93.3136,-94.5149,-96.0399,-94.4175,-93.8006,-93.4759
2025-09-05 21:15:31,-95.2289,-93.3785,-93.3136,-94.5149,-96.0399,-94.3526,-93.8332,-93.5085
2025-09-05 21:15:34,-95.2613,-93.2486,-93.3136,-94.4825,-96.0399,-94.3526,-93.8006,-93.4759
2025-09-05 21:15:36,-95.3586,-93.3785,-93.2811,-94.4825,-95.975,-94.3201,-93.8006,-93.4435
2025-09-05 21:15:38,-95.2289,-93.2811,-93.2811,-94.45,-95.975,-94.3201,-93.8006,-93.4435
2025-09-05 21:15:41,-95.1964,-93.2811,-93.2811,-94.45,-95.9426,-94.3201,-93.7682,-93.4435
2025-09-05 21:15:43,-95.1964,-93.2811,-93.2811,-94.4175,-95.9426,-94.2876,-93.7357,-93.4435
2025-09-05 21:15:46,-95.1315,-93.1837,-93.2486,-94.4175,-95.9426,-94.2552,-93.7357,-93.4109
2025-09-05 21:15:48,-95.1315,-93.2811,-93.2486,-94.3849,-95.9102,-94.2876,-93.7357,-93.3785
2025-09-05 21:15:50,-95.1315,-93.2486,-93.2161,-94.4175,-95.8777,-94.2552,-93.7357,-93.3785
2025-09-05 21:15:53,-95.1964,-93.2811,-93.2486,-94.3849,-95.8777,-94.2552,-93.7033,-93.346
2025-09-05 21:15:55,-95.1964,-93.2161,-93.2161,-94.3526,-95.8777,-94.2227,-93.7033,-93.346
2025-09-05 21:15:57,-95.1639,-93.2486,-93.2161,-94.3526,-95.8128,-94.2227,-93.7033,-93.346
2025-09-05 21:16:00,-95.0666,-93.2486,-93.1837,-94.3201,-95.8128,-94.1903,-93.7033,-93.346
2025-09-05 21:16:03,-95.0666,-93.1512,-93.1837,-94.3201,-95.8128,-94.1578,-93.6708,-93.3136
2025-09-05 21:16:06,-95.1639,-93.2161,-93.1512,-94.2876,-95.7805,-94.1578,-93.6708,-93.3136
2025-09-05 21:16:09,-95.1639,-93.1512,-93.1512,-94.2876,-95.7805,-94.1253,-93.6383,-93.2486
2025-09-05 21:16:11,-95.1315,-93.1512,-93.1512,-94.2552,-95.7479,-94.1253,-93.6383,-93.2811
2025-09-05 21:16:14,-95.1315,-93.0537,-93.1512,-94.2552,-95.7155,-94.1253,-93.6383,-93.2486
2025-09-05 21:16:16,-95.0017,-93.1837,-93.1187,-94.2552,-95.7155,-94.0929,-93.6383,-93.2486
2025-09-05 21:16:18,-95.0666,-93.1512,-93.1187,-94.2227,-95.683,-94.0929,-93.6383,-93.2161
2025-09-05 21:16:21,-95.0341,-93.0537,-93.1187,-94.2227,-95.683,-94.0603,-93.6058,-93.2161
2025-09-05 21:16:23,-95.0341,-93.0862,-93.1187,-94.2227,-95.6507,-94.0603,-93.6383,-93.1837
2025-09-05 21:16:25,-95.099,-93.0862,-93.1187,-94.1578,-95.6507,-94.028,-93.6058,-93.1837
2025-09-05 21:16:28,-95.0341,-93.0537,-93.0862,-94.1903,-95.6182,-94.028,-93.6058,-93.1512
2025-09-05 21:16:30,-95.0341,-93.0537,-93.0537,-94.1578,-95.5858,-93.9955,-93.6058,-93.1512
2025-09-05 21:16:33,-95.0017,-93.0862,-93.0537,-94.1253,-95.5858,-93.9955,-93.5409,-93.1187
2025-09-05 21:16:35,-95.0017,-93.0213,-93.0537,-94.0929,-95.5533,-93.9955,-93.5409,-93.1187
2025-09-05 21:16:38,-95.0341,-92.9563,-93.0537,-94.0929,-95.5858,-93.9955,-93.5734,-93.1187
2025-09-05 21:16:40,-94.9044,-93.0213,-93.0537,-94.0929,-95.5533,-93.963,-93.5409,-93.0862
2025-09-05 21:16:42,-95.0341,-93.0213,-93.0213,-94.0603,-95.5209,-93.9305,-93.5409,-93.0537
2025-09-05 21:16:45,-95.0017,-92.9563,-93.0213,-94.0603,-95.4884,-93.9305,-93.5085,-93.0537
2025-09-05 21:16:47,-95.0017,-92.9237,-93.0213,-94.0603,-95.4884,-93.8981,-93.5085,-93.0537
2025-09-05 21:16:50,-94.9044,-92.8913,-92.9888,-94.028,-95.4884,-93.8981,-93.5085,-93.0213
2025-09-05 21:16:52,-94.9044,-92.9888,-92.9563,-93.9955,-95.456,-93.8656,-93.5085,-93.0213
2025-09-05 21:16:54,-94.9693,-92.8913,-92.9563,-93.9955,-95.4235,-93.8656,-93.5085,-93.0213
2025-09-05 21:16:57,-94.7745,-92.9563,-92.9563,-93.963,-95.4235,-93.8332,-93.4759,-92.9888
2025-09-05 21:16:59,-94.8394,-92.9237,-92.9563,-93.963,-95.4235,-93.8332,-93.4435,-92.9563
2025-09-05 21:17:01,-94.8394,-92.8913,-92.9237,-93.9305,-95.3911,-93.8332,-93.4435,-92.9888
2025-09-05 21:17:04,-94.8719,-92.8264,-92.9563,-93.9305,-95.3586,-93.8006,-93.4435,-92.9237
2025-09-05 21:17:06,-94.8719,-92.8589,-92.9237,-93.9305,-95.3262,-93.7682,-93.4435,-92.9237
2025-09-05 21:17:09,-94.7745,-92.8589,-92.9237,-93.9305,-95.3262,-93.7357,-93.4435,-92.9237
2025-09-05 21:17:11,-94.807,-92.8589,-92.9237,-93.8981,-95.3262,-93.7357,-93.4109,-92.9237
2025-09-05 21:17:13,-94.8394,-92.8264,-92.8913,-93.8656,-95.2938,-93.7682,-93.4435,-92.8913
2025-09-05 21:17:16,-94.807,-92.8264,-92.8913,-93.8656,-95.2613,-93.7357,-93.4109,-92.8589
2025-09-05 21:17:18,-94.7745,-92.8589,-92.8913,-93.8332,-95.2613,-93.7033,-93.3785,-92.8589
2025-09-05 21:17:20,-94.7745,-92.7939,-92.8589,-93.8332,-95.2289,-93.6708,-93.4109,-92.8589
