Table 1
,,,,,,,,,,,,,,,,,,,,,,,,0.1,1.852,-7.06032,0.1,1.932,-6.85931,-0.2,2.048,-5.51873,-0.1,1.848,-4.74771,-0.2,1.8,-6.02154,0.0,1.776,-5.1835,-0.2,1.764,-5.01591,-0.2,1.876,-6.02154
